logical_time_ns,logical_time_ms,head_present,eye_present,head,eye
14900000000,14900.0,1,1,2,1
15000000000,15000.0,1,1,2,1
15100000000,15100.0,1,1,2,1
15200000000,15200.0,1,1,2,1
15300000000,15300.0,1,1,2,1
15400000000,15400.0,1,1,2,1
15500000000,15500.0,1,1,2,1
15600000000,15600.0,1,1,2,1
15700000000,15700.0,1,1,2,1
15800000000,15800.0,1,1,2,1
15900000000,15900.0,1,1,2,1
16000000000,16000.0,1,1,2,1
16100000000,16100.0,1,1,2,1
16200000000,16200.0,1,1,2,1
16300000000,16300.0,1,1,2,1
16400000000,16400.0,1,1,2,1
16500000000,16500.0,1,1,2,1
16600000000,16600.0,1,1,2,1
16700000000,16700.0,1,1,2,1
16800000000,16800.0,1,1,2,1
16900000000,16900.0,1,1,2,1
17000000000,17000.0,1,1,2,1
17100000000,17100.0,1,1,2,1
17200000000,17200.0,1,1,2,1
17300000000,17300.0,1,1,2,1
17400000000,17400.0,1,1,2,1
17500000000,17500.0,1,1,2,1
17600000000,17600.0,1,1,2,1
17700000000,17700.0,1,1,2,1
17800000000,17800.0,1,1,2,1
17900000000,17900.0,1,1,2,1
18000000000,18000.0,1,1,2,1
18100000000,18100.0,1,1,2,1
18200000000,18200.0,1,1,2,1
18300000000,18300.0,1,1,2,1
18400000000,18400.0,1,1,2,1
18500000000,18500.0,1,1,2,1
18600000000,18600.0,1,1,2,1
18700000000,18700.0,1,1,2,1
18800000000,18800.0,1,1,2,1
18900000000,18900.0,1,1,2,1
19000000000,19000.0,1,1,2,1
19100000000,19100.0,1,1,2,1
19200000000,19200.0,1,1,2,1
19300000000,19300.0,1,1,2,1
19400000000,19400.0,1,1,2,1
19500000000,19500.0,1,1,2,1
19600000000,19600.0,1,1,2,1
19700000000,19700.0,1,1,2,1
19800000000,19800.0,1,1,2,1
19900000000,19900.0,1,1,2,1
20000000000,20000.0,1,1,2,1
20100000000,20100.0,1,1,2,1
20200000000,20200.0,1,1,2,1
20300000000,20300.0,1,1,2,1
20400000000,20400.0,1,1,2,1
20500000000,20500.0,1,1,2,1
20600000000,20600.0,1,1,2,1
20700000000,20700.0,1,1,2,1
20800000000,20800.0,1,1,2,1
20900000000,20900.0,1,1,2,1
21000000000,21000.0,1,1,2,1
21100000000,21100.0,1,1,2,1
21200000000,21200.0,1,1,2,1
21300000000,21300.0,1,1,2,1
21400000000,21400.0,1,1,2,1
21500000000,21500.0,1,1,2,1
21600000000,21600.0,1,1,2,1
21700000000,21700.0,1,1,2,1
21800000000,21800.0,1,1,2,1
21900000000,21900.0,1,1,2,1
22000000000,22000.0,1,1,2,1
22100000000,22100.0,1,1,2,1
22200000000,22200.0,1,1,2,1
22300000000,22300.0,1,1,2,1
22400000000,22400.0,1,1,2,1
22500000000,22500.0,1,1,2,1
22600000000,22600.0,1,1,2,1
22700000000,22700.0,1,1,2,1
22800000000,22800.0,1,1,2,1
22900000000,22900.0,1,1,2,1
23000000000,23000.0,1,1,2,1
23100000000,23100.0,1,1,2,1
23200000000,23200.0,1,1,2,1
23300000000,23300.0,1,1,2,1
23400000000,23400.0,1,1,2,1
23500000000,23500.0,1,1,2,1
23600000000,23600.0,1,1,2,1
23700000000,23700.0,1,1,2,1
23800000000,23800.0,1,1,2,1
23900000000,23900.0,1,1,2,1
24000000000,24000.0,1,1,2,1
24100000000,24100.0,1,1,2,1
24200000000,24200.0,1,1,2,1
24300000000,24300.0,1,1,2,1
24400000000,24400.0,1,1,2,1
24500000000,24500.0,1,1,2,1
24600000000,24600.0,1,1,2,1
24700000000,24700.0,1,1,2,1
24800000000,24800.0,1,1,2,1
24900000000,24900.0,1,1,2,1
25000000000,25000.0,1,1,2,1
25100000000,25100.0,1,1,2,1
25200000000,25200.0,1,1,2,1
25300000000,25300.0,1,1,2,1
25400000000,25400.0,1,1,2,1
25500000000,25500.0,1,1,2,1
25600000000,25600.0,1,1,2,1
25700000000,25700.0,1,1,2,1
25800000000,25800.0,1,1,2,1
25900000000,25900.0,1,1,2,1
26000000000,26000.0,1,1,2,1
26100000000,26100.0,1,1,2,1
26200000000,26200.0,1,1,2,1
26300000000,26300.0,1,1,2,1
26400000000,26400.0,1,1,2,1
26500000000,26500.0,1,1,2,1
26600000000,26600.0,1,1,2,1
26700000000,26700.0,1,1,2,1
26800000000,26800.0,1,1,2,1
26900000000,26900.0,1,1,2,1
27000000000,27000.0,1,1,2,1
27100000000,27100.0,1,1,2,1
27200000000,27200.0,1,1,2,1
27300000000,27300.0,1,1,2,1
27400000000,27400.0,1,1,2,1
27500000000,27500.0,1,1,2,1
27600000000,27600.0,1,1,2,1
27700000000,27700.0,1,1,2,1
27800000000,27800.0,1,1,2,1
27900000000,27900.0,1,1,2,1
28000000000,28000.0,1,1,2,1
28100000000,28100.0,1,1,2,1
28200000000,28200.0,1,1,2,1
28300000000,28300.0,1,1,2,1
28400000000,28400.0,1,1,2,1
28500000000,28500.0,1,1,2,1
28600000000,28600.0,1,1,2,1
28700000000,28700.0,1,1,2,1
28800000000,28800.0,1,1,2,1
28900000000,28900.0,1,1,2,1
29000000000,29000.0,1,1,2,1
29100000000,29100.0,1,1,2,1
29200000000,29200.0,1,1,2,1
29300000000,29300.0,1,1,2,1
29400000000,29400.0,1,1,2,1
29500000000,29500.0,1,1,2,1
29600000000,29600.0,1,1,2,1
29700000000,29700.0,1,1,2,1
29800000000,29800.0,1,1,2,1
29900000000,29900.0,1,1,2,1
30000000000,30000.0,1,1,2,1
30100000000,30100.0,1,1,2,1
30200000000,30200.0,1,1,2,1
30300000000,30300.0,1,1,2,1
30400000000,30400.0,1,1,2,1
30500000000,30500.0,1,1,2,1
30600000000,30600.0,1,1,2,1
30700000000,30700.0,1,1,2,1
30800000000,30800.0,1,1,2,1
30900000000,30900.0,1,1,2,1
31000000000,31000.0,1,1,2,1
31100000000,31100.0,1,1,2,1
31200000000,31200.0,1,1,2,1
31300000000,31300.0,1,1,2,1
31400000000,31400.0,1,1,2,1
31500000000,31500.0,1,1,2,1
31600000000,31600.0,1,1,2,1
31700000000,31700.0,1,1,2,1
31800000000,31800.0,1,1,2,1
31900000000,31900.0,1,1,2,1
32000000000,32000.0,1,1,2,1
32100000000,32100.0,1,1,2,1
32200000000,32200.0,1,1,2,1
32300000000,32300.0,1,1,2,1
32400000000,32400.0,1,1,2,1
32500000000,32500.0,1,1,2,1
32600000000,32600.0,1,1,2,1
32700000000,32700.0,1,1,2,1
32800000000,32800.0,1,1,2,1
32900000000,32900.0,1,1,2,1
33000000000,33000.0,1,1,2,1
33100000000,33100.0,1,1,2,1
33200000000,33200.0,1,1,2,1
33300000000,33300.0,1,1,2,1
33400000000,33400.0,1,1,2,1
33500000000,33500.0,1,1,2,1
33600000000,33600.0,1,1,2,1
33700000000,33700.0,1,1,2,1
33800000000,33800.0,1,1,2,1
33900000000,33900.0,1,1,2,1
34000000000,34000.0,1,1,2,1
34100000000,34100.0,1,1,2,1
34200000000,34200.0,1,1,2,1
34300000000,34300.0,1,1,2,1
34400000000,34400.0,1,1,2,1
34500000000,34500.0,1,1,2,1
34600000000,34600.0,1,1,2,1
34700000000,34700.0,1,1,2,1
34800000000,34800.0,1,1,2,1
34900000000,34900.0,1,1,2,1
35000000000,35000.0,1,1,2,1
35100000000,35100.0,1,1,2,1
35200000000,35200.0,1,1,2,1
35300000000,35300.0,1,1,2,1
35400000000,35400.0,1,1,2,1
35500000000,35500.0,1,1,2,1
35600000000,35600.0,1,1,2,1
35700000000,35700.0,1,1,2,1
35800000000,35800.0,1,1,2,1
35900000000,35900.0,1,1,2,1
36000000000,36000.0,1,1,2,1
36100000000,36100.0,1,1,2,1
36200000000,36200.0,1,1,2,1
36300000000,36300.0,1,1,2,1
36400000000,36400.0,1,1,2,1
36500000000,36500.0,1,1,2,1
36600000000,36600.0,1,1,2,1
36700000000,36700.0,1,1,2,1
36800000000,36800.0,1,1,2,1
36900000000,36900.0,1,1,2,1
37000000000,37000.0,1,1,2,1
37100000000,37100.0,1,1,2,1
37200000000,37200.0,1,1,2,1
37300000000,37300.0,1,1,2,1
37400000000,37400.0,1,1,2,1
37500000000,37500.0,1,1,2,1
37600000000,37600.0,1,1,2,1
37700000000,37700.0,1,1,2,1
37800000000,37800.0,1,1,2,1
37900000000,37900.0,1,1,2,1
38000000000,38000.0,1,1,2,1
38100000000,38100.0,1,1,2,1
38200000000,38200.0,1,1,2,1
38300000000,38300.0,1,1,2,1
38400000000,38400.0,1,1,2,1
38500000000,38500.0,1,1,2,1
38600000000,38600.0,1,1,2,1
38700000000,38700.0,1,1,2,1
38800000000,38800.0,1,1,2,1
38900000000,38900.0,1,1,2,1
39000000000,39000.0,1,1,2,1
39100000000,39100.0,1,1,2,1
39200000000,39200.0,1,1,2,1
39300000000,39300.0,1,1,2,1
39400000000,39400.0,1,1,2,1
39500000000,39500.0,1,1,2,1
39600000000,39600.0,1,1,2,1
39700000000,39700.0,1,1,2,1
39800000000,39800.0,1,1,2,1
39900000000,39900.0,1,1,2,1
40000000000,40000.0,1,1,2,1
40100000000,40100.0,1,1,2,1
40200000000,40200.0,1,1,2,1
40300000000,40300.0,1,1,2,1
40400000000,40400.0,1,1,2,1
40500000000,40500.0,1,1,2,1
40600000000,40600.0,1,1,2,1
40700000000,40700.0,1,1,2,1
40800000000,40800.0,1,1,2,1
40900000000,40900.0,1,1,2,1
41000000000,41000.0,1,1,2,1
41100000000,41100.0,1,1,2,1
41200000000,41200.0,1,1,2,1
41300000000,41300.0,1,1,2,1
41400000000,41400.0,1,1,2,1
41500000000,41500.0,1,1,2,1
41600000000,41600.0,1,1,2,1
41700000000,41700.0,1,1,2,1
41800000000,41800.0,1,1,2,1
41900000000,41900.0,1,1,2,1
42000000000,42000.0,1,1,2,1
42100000000,42100.0,1,1,2,1
42200000000,42200.0,1,1,2,1
42300000000,42300.0,1,1,2,1
42400000000,42400.0,1,1,2,1
42500000000,42500.0,1,1,2,1
42600000000,42600.0,1,1,2,1
42700000000,42700.0,1,1,2,1
42800000000,42800.0,1,1,2,1
42900000000,42900.0,1,1,2,1
43000000000,43000.0,1,1,2,1
43100000000,43100.0,1,1,2,1
43200000000,43200.0,1,1,2,1
43300000000,43300.0,1,1,2,1
43400000000,43400.0,1,1,2,1
43500000000,43500.0,1,1,2,1
43600000000,43600.0,1,1,2,1
43700000000,43700.0,1,1,2,1
43800000000,43800.0,1,1,2,1
43900000000,43900.0,1,1,2,1
44000000000,44000.0,1,1,2,1
44100000000,44100.0,1,1,2,1
44200000000,44200.0,1,1,2,1
44300000000,44300.0,1,1,2,1
44400000000,44400.0,1,1,2,1
44500000000,44500.0,1,1,2,1
44600000000,44600.0,1,1,2,1
44700000000,44700.0,1,1,2,1
44800000000,44800.0,1,1,2,1
44900000000,44900.0,1,1,2,1
45000000000,45000.0,1,1,2,1
45100000000,45100.0,1,1,2,1
45200000000,45200.0,1,1,2,1
45300000000,45300.0,1,1,2,1
45400000000,45400.0,1,1,2,1
45500000000,45500.0,1,1,2,1
45600000000,45600.0,1,1,2,1
45700000000,45700.0,1,1,2,1
45800000000,45800.0,1,1,2,1
45900000000,45900.0,1,1,2,1
46000000000,46000.0,1,1,2,1
46100000000,46100.0,1,1,2,1
46200000000,46200.0,1,1,2,1
46300000000,46300.0,1,1,2,1
46400000000,46400.0,1,1,2,1
46500000000,46500.0,1,1,2,1
46600000000,46600.0,1,1,2,1
46700000000,46700.0,1,1,2,1
46800000000,46800.0,1,1,2,1
46900000000,46900.0,1,1,2,1
47000000000,47000.0,1,1,2,1
47100000000,47100.0,1,1,2,1
47200000000,47200.0,1,1,2,1
47300000000,47300.0,1,1,2,1
47400000000,47400.0,1,1,2,1
47500000000,47500.0,1,1,2,1
47600000000,47600.0,1,1,2,1
47700000000,47700.0,1,1,2,1
47800000000,47800.0,1,1,2,1
47900000000,47900.0,1,1,2,1
48000000000,48000.0,1,1,2,1
48100000000,48100.0,1,1,2,1
48200000000,48200.0,1,1,2,1
48300000000,48300.0,1,1,2,1
48400000000,48400.0,1,1,2,1
48500000000,48500.0,1,1,2,1
48600000000,48600.0,1,1,2,1
48700000000,48700.0,1,1,2,1
48800000000,48800.0,1,1,2,1
48900000000,48900.0,1,1,2,1
49000000000,49000.0,1,1,2,1
49100000000,49100.0,1,1,2,1
49200000000,49200.0,1,1,2,1
49300000000,49300.0,1,1,2,1
49400000000,49400.0,1,1,2,1
49500000000,49500.0,1,1,2,1
49600000000,49600.0,1,1,2,1
49700000000,49700.0,1,1,2,1
49800000000,49800.0,1,1,2,1
49900000000,49900.0,1,1,2,1
50000000000,50000.0,1,1,2,1
50100000000,50100.0,1,1,2,1
50200000000,50200.0,1,1,2,1
50300000000,50300.0,1,1,2,1
50400000000,50400.0,1,1,2,1
50500000000,50500.0,1,1,2,1
50600000000,50600.0,1,1,2,1
50700000000,50700.0,1,1,2,1
50800000000,50800.0,1,1,2,1
50900000000,50900.0,1,1,2,1
51000000000,51000.0,1,1,2,1
51100000000,51100.0,1,1,2,1
51200000000,51200.0,1,1,2,1
51300000000,51300.0,1,1,2,1
51400000000,51400.0,1,1,2,1
51500000000,51500.0,1,1,2,1
51600000000,51600.0,1,1,2,1
51700000000,51700.0,1,1,2,1
51800000000,51800.0,1,1,2,1
51900000000,51900.0,1,1,2,1
52000000000,52000.0,1,1,2,1
52100000000,52100.0,1,1,2,1
52200000000,52200.0,1,1,2,1
52300000000,52300.0,1,1,2,1
52400000000,52400.0,1,1,2,1
52500000000,52500.0,1,1,2,1
52600000000,52600.0,1,1,2,1
52700000000,52700.0,1,1,2,1
52800000000,52800.0,1,1,2,1
52900000000,52900.0,1,1,2,1
53000000000,53000.0,1,1,2,1
53100000000,53100.0,1,1,2,1
53200000000,53200.0,1,1,2,1
53300000000,53300.0,1,1,2,1
53400000000,53400.0,1,1,2,1
53500000000,53500.0,1,1,2,1
53600000000,53600.0,1,1,2,1
53700000000,53700.0,1,1,2,1
53800000000,53800.0,1,1,2,1
53900000000,53900.0,1,1,2,1
54000000000,54000.0,1,1,2,1
54100000000,54100.0,1,1,2,1
54200000000,54200.0,1,1,2,1
54300000000,54300.0,1,1,2,1
54400000000,54400.0,1,1,2,1
54500000000,54500.0,1,1,2,1
54600000000,54600.0,1,1,2,1
54700000000,54700.0,1,1,2,1
54800000000,54800.0,1,1,2,1
54900000000,54900.0,1,1,2,1
55000000000,55000.0,1,1,2,1
55100000000,55100.0,1,1,2,1
55200000000,55200.0,1,1,2,1
55300000000,55300.0,1,1,2,1
55400000000,55400.0,1,1,2,1
55500000000,55500.0,1,1,2,1
55600000000,55600.0,1,1,2,1
55700000000,55700.0,1,1,2,1
55800000000,55800.0,1,1,2,1
55900000000,55900.0,1,1,2,1
56000000000,56000.0,1,1,2,1
56100000000,56100.0,1,1,2,1
56200000000,56200.0,1,1,2,1
56300000000,56300.0,1,1,2,1
56400000000,56400.0,1,1,2,1
56500000000,56500.0,1,1,2,1
56600000000,56600.0,1,1,2,1
56700000000,56700.0,1,1,2,1
56800000000,56800.0,1,1,2,1
56900000000,56900.0,1,1,2,1
57000000000,57000.0,1,1,2,1
57100000000,57100.0,1,1,2,1
57200000000,57200.0,1,1,2,1
57300000000,57300.0,1,1,2,1
57400000000,57400.0,1,1,2,1
57500000000,57500.0,1,1,2,1
57600000000,57600.0,1,1,2,1
57700000000,57700.0,1,1,2,1
57800000000,57800.0,1,1,2,1
57900000000,57900.0,1,1,2,1
58000000000,58000.0,1,1,2,1
58100000000,58100.0,1,1,2,1
58200000000,58200.0,1,1,2,1
58300000000,58300.0,1,1,2,1
58400000000,58400.0,1,1,2,1
58500000000,58500.0,1,1,2,1
58600000000,58600.0,1,1,2,1
58700000000,58700.0,1,1,2,1
58800000000,58800.0,1,1,2,1
58900000000,58900.0,1,1,2,1
59000000000,59000.0,1,1,2,1
59100000000,59100.0,1,1,2,1
59200000000,59200.0,1,1,2,1
59300000000,59300.0,1,1,2,1
59400000000,59400.0,1,1,2,1
59500000000,59500.0,1,1,2,1
59600000000,59600.0,1,1,2,1
59700000000,59700.0,1,1,2,1
59800000000,59800.0,1,1,2,1
59900000000,59900.0,1,1,2,1
60000000000,60000.0,1,1,2,1
60100000000,60100.0,1,1,2,1
60200000000,60200.0,1,1,2,1
60300000000,60300.0,1,1,2,1
60400000000,60400.0,1,1,2,1
60500000000,60500.0,1,1,2,1
60600000000,60600.0,1,1,2,1
60700000000,60700.0,1,1,2,1
60800000000,60800.0,1,1,2,1
60900000000,60900.0,1,1,2,1
61000000000,61000.0,1,1,2,1
61100000000,61100.0,1,1,2,1
61200000000,61200.0,1,1,2,1
61300000000,61300.0,1,1,2,1
61400000000,61400.0,1,1,2,1
61500000000,61500.0,1,1,2,1
61600000000,61600.0,1,1,2,1
61700000000,61700.0,1,1,2,1
61800000000,61800.0,1,1,2,1
61900000000,61900.0,1,1,2,1
62000000000,62000.0,1,1,2,1
62100000000,62100.0,1,1,2,1
62200000000,62200.0,1,1,2,1
62300000000,62300.0,1,1,2,1
62400000000,62400.0,1,1,2,1
62500000000,62500.0,1,1,2,1
62600000000,62600.0,1,1,2,1
62700000000,62700.0,1,1,2,1
62800000000,62800.0,1,1,2,1
62900000000,62900.0,1,1,2,1
63000000000,63000.0,1,1,2,1
63100000000,63100.0,1,1,2,1
63200000000,63200.0,1,1,2,1
63300000000,63300.0,1,1,2,1
63400000000,63400.0,1,1,2,1
63500000000,63500.0,1,1,2,1
63600000000,63600.0,1,1,2,1
63700000000,63700.0,1,1,2,1
63800000000,63800.0,1,1,2,1
63900000000,63900.0,1,1,2,1
64000000000,64000.0,1,1,2,1
64100000000,64100.0,1,1,2,1
64200000000,64200.0,1,1,2,1
64300000000,64300.0,1,1,2,1
64400000000,64400.0,1,1,2,1
64500000000,64500.0,1,1,2,1
64600000000,64600.0,1,1,2,1
64700000000,64700.0,1,1,2,1
64800000000,64800.0,1,1,2,1
64900000000,64900.0,1,1,2,1
65000000000,65000.0,1,1,2,1
65100000000,65100.0,1,1,2,1
65200000000,65200.0,1,1,2,1
65300000000,65300.0,1,1,2,1
65400000000,65400.0,1,1,2,1
65500000000,65500.0,1,1,2,1
65600000000,65600.0,1,1,2,1
65700000000,65700.0,1,1,2,1
65800000000,65800.0,1,1,2,1
65900000000,65900.0,1,1,2,1
66000000000,66000.0,1,1,2,1
66100000000,66100.0,1,1,2,1
66200000000,66200.0,1,1,2,1
66300000000,66300.0,1,1,2,1
66400000000,66400.0,1,1,2,1
66500000000,66500.0,1,1,2,1
66600000000,66600.0,1,1,2,1
66700000000,66700.0,1,1,2,1
66800000000,66800.0,1,1,2,1
66900000000,66900.0,1,1,2,0
67000000000,67000.0,1,1,2,0
67100000000,67100.0,1,1,2,0
67200000000,67200.0,1,1,2,0
67300000000,67300.0,1,1,2,0
67400000000,67400.0,1,1,1,1
67500000000,67500.0,1,1,1,1
67600000000,67600.0,1,1,1,1
67700000000,67700.0,1,1,1,1
67800000000,67800.0,1,1,1,1
67900000000,67900.0,1,1,1,1
68000000000,68000.0,1,1,1,1
68100000000,68100.0,1,1,1,1
68200000000,68200.0,1,1,1,1
68300000000,68300.0,1,1,1,1
68400000000,68400.0,1,1,2,0
68500000000,68500.0,1,1,2,0
68600000000,68600.0,1,1,2,0
68700000000,68700.0,1,1,2,0
68800000000,68800.0,1,1,2,0
68900000000,68900.0,1,1,2,0
69000000000,69000.0,1,1,2,0
69100000000,69100.0,1,1,2,0
69200000000,69200.0,1,1,2,0
69300000000,69300.0,1,1,2,0
69400000000,69400.0,1,1,2,0
69500000000,69500.0,1,1,2,0
69600000000,69600.0,1,1,2,0
69700000000,69700.0,1,1,2,0
69800000000,69800.0,1,1,2,0
69900000000,69900.0,1,1,1,1
70000000000,70000.0,1,1,1,1
70100000000,70100.0,1,1,1,1
70200000000,70200.0,1,1,1,1
70300000000,70300.0,1,1,1,1
70400000000,70400.0,1,1,1,1
70500000000,70500.0,1,1,1,1
70600000000,70600.0,1,1,1,1
70700000000,70700.0,1,1,1,1
70800000000,70800.0,1,1,1,1
70900000000,70900.0,1,1,2,0
71000000000,71000.0,1,1,2,0
71100000000,71100.0,1,1,2,0
71200000000,71200.0,1,1,2,0
71300000000,71300.0,1,1,2,0
71400000000,71400.0,1,1,2,0
71500000000,71500.0,1,1,2,0
71600000000,71600.0,1,1,2,0
71700000000,71700.0,1,1,2,0
71800000000,71800.0,1,1,2,0
71900000000,71900.0,1,1,2,0
72000000000,72000.0,1,1,2,0
72100000000,72100.0,1,1,2,0
72200000000,72200.0,1,1,2,0
72300000000,72300.0,1,1,2,0
72400000000,72400.0,1,1,2,0
72500000000,72500.0,1,1,2,0
72600000000,72600.0,1,1,2,0
72700000000,72700.0,1,1,2,0
72800000000,72800.0,1,1,2,0
72900000000,72900.0,1,1,2,0
73000000000,73000.0,1,1,2,0
73100000000,73100.0,1,1,2,0
73200000000,73200.0,1,1,2,0
73300000000,73300.0,1,1,2,0
73400000000,73400.0,1,1,2,1
73500000000,73500.0,1,1,2,1
73600000000,73600.0,1,1,2,1
73700000000,73700.0,1,1,2,1
73800000000,73800.0,1,1,2,1
73900000000,73900.0,1,1,2,1
74000000000,74000.0,1,1,2,1
74100000000,74100.0,1,1,2,1
74200000000,74200.0,1,1,2,1
74300000000,74300.0,1,1,2,1
74400000000,74400.0,1,1,2,1
74500000000,74500.0,1,1,2,1
74600000000,74600.0,1,1,2,1
74700000000,74700.0,1,1,2,1
74800000000,74800.0,1,1,2,1
74900000000,74900.0,1,1,2,1
75000000000,75000.0,1,1,2,1
75100000000,75100.0,1,1,2,1
75200000000,75200.0,1,1,2,1
75300000000,75300.0,1,1,2,1
75400000000,75400.0,1,1,2,1
75500000000,75500.0,1,1,2,1
75600000000,75600.0,1,1,2,1
75700000000,75700.0,1,1,2,1
75800000000,75800.0,1,1,2,1
75900000000,75900.0,1,1,2,1
76000000000,76000.0,1,1,2,1
76100000000,76100.0,1,1,2,1
76200000000,76200.0,1,1,2,1
76300000000,76300.0,1,1,2,1
76400000000,76400.0,1,1,2,1
76500000000,76500.0,1,1,2,1
76600000000,76600.0,1,1,2,1
76700000000,76700.0,1,1,2,1
76800000000,76800.0,1,1,2,1
76900000000,76900.0,1,1,2,1
77000000000,77000.0,1,1,2,1
77100000000,77100.0,1,1,2,1
77200000000,77200.0,1,1,2,1
77300000000,77300.0,1,1,2,1
77400000000,77400.0,1,1,2,1
77500000000,77500.0,1,1,2,1
77600000000,77600.0,1,1,2,1
77700000000,77700.0,1,1,2,1
77800000000,77800.0,1,1,2,1
77900000000,77900.0,1,1,2,1
78000000000,78000.0,1,1,2,1
78100000000,78100.0,1,1,2,1
78200000000,78200.0,1,1,2,1
78300000000,78300.0,1,1,2,1
78400000000,78400.0,1,1,2,1
78500000000,78500.0,1,1,2,1
78600000000,78600.0,1,1,2,1
78700000000,78700.0,1,1,2,1
78800000000,78800.0,1,1,2,1
78900000000,78900.0,1,1,2,1
79000000000,79000.0,1,1,2,1
79100000000,79100.0,1,1,2,1
79200000000,79200.0,1,1,2,1
79300000000,79300.0,1,1,2,1
79400000000,79400.0,1,1,1,1
79500000000,79500.0,1,1,1,1
79600000000,79600.0,1,1,1,1
79700000000,79700.0,1,1,1,1
