logical_time_ns,logical_time_ms,head_present,eye_present,head,eye,lag_ms
17300000000,17300.0,1,1,1,1,5.622446000001219
17400000000,17400.0,1,1,1,2,63.251931999999215
17500000000,17500.0,1,1,1,2,5.137408999999025
17600000000,17600.0,1,1,1,2,5.775777999999264
17700000000,17700.0,1,1,1,2,6.86743800000113
17800000000,17800.0,1,1,1,2,2.9520080000002054
17900000000,17900.0,1,1,1,2,46.73615499999869
18000000000,18000.0,1,1,1,2,5.11069900000075
18100000000,18100.0,1,1,1,2,4.792764999998326
18200000000,18200.0,1,1,1,2,7.148021000000881
18300000000,18300.0,1,1,1,2,7.612984999999753
18400000000,18400.0,1,1,1,2,53.22355500000049
18500000000,18500.0,1,1,1,2,5.599057999999786
18600000000,18600.0,1,1,1,2,5.481732000000193
18700000000,18700.0,1,1,1,2,6.701649999999063
18800000000,18800.0,1,1,1,2,4.979416999998648
18900000000,18900.0,1,1,1,2,57.785070000001724
19000000000,19000.0,1,1,1,2,4.514639000000898
19100000000,19100.0,1,1,1,2,4.883103000000119
19200000000,19200.0,1,1,1,2,4.8006659999991825
19300000000,19300.0,1,1,1,2,3.7908690000003844
19400000000,19400.0,1,1,0,2,60.196664999999484
19500000000,19500.0,1,1,0,2,5.336215999999695
19600000000,19600.0,1,1,0,2,4.779894999999669
19700000000,19700.0,1,1,0,2,5.29359900000054
19800000000,19800.0,1,1,0,2,3.691086999999243
19900000000,19900.0,1,1,0,2,55.346066999998584
20000000000,20000.0,1,1,0,2,4.150205000001733
20100000000,20100.0,1,1,0,2,5.6215269999993325
20200000000,20200.0,1,1,0,2,4.944671000001108
20300000000,20300.0,1,1,0,2,6.259791000000405
20400000000,20400.0,1,1,0,2,60.24106000000029
20500000000,20500.0,1,1,0,2,6.335562000000209
20600000000,20600.0,1,1,0,2,5.774315999999089
20700000000,20700.0,1,1,0,2,5.7369330000001355
20800000000,20800.0,1,1,0,2,5.6200710000011895
20900000000,20900.0,1,1,0,2,64.32039499999883
21000000000,21000.0,1,1,0,2,5.035181999999622
21100000000,21100.0,1,1,0,2,5.684884999998758
21200000000,21200.0,1,1,0,2,5.161712000000989
21300000000,21300.0,1,1,0,2,6.593905000001541
21400000000,21400.0,1,1,0,2,61.53382899999997
21500000000,21500.0,1,1,0,2,3.9168189999982133
21600000000,21600.0,1,1,0,2,3.702513000000181
21700000000,21700.0,1,1,0,2,6.693946999999753
21800000000,21800.0,1,1,0,2,6.892081000001781
21900000000,21900.0,1,1,0,2,63.915610000000015
22000000000,22000.0,1,1,0,2,5.220241999999416
22100000000,22100.0,1,1,0,2,5.909202999999252
22200000000,22200.0,1,1,0,2,6.306981999998243
22300000000,22300.0,1,1,0,2,8.496297000001505
22400000000,22400.0,1,1,0,2,59.64195000000109
22500000000,22500.0,1,1,0,2,6.637090000000171
22600000000,22600.0,1,1,0,2,10.580605999999534
22700000000,22700.0,1,1,0,2,5.78007499999876
22800000000,22800.0,1,1,0,2,2.9028370000014547
22900000000,22900.0,1,1,0,2,57.99894399999903
23000000000,23000.0,1,1,0,2,5.618244000001141
23100000000,23100.0,1,1,0,2,6.283408999999665
23200000000,23200.0,1,1,0,2,5.9868810000007215
23300000000,23300.0,1,1,0,2,5.235637000001589
23400000000,23400.0,1,1,0,1,58.546339000000444
23500000000,23500.0,1,1,0,1,6.312173999998777
23600000000,23600.0,1,1,0,1,5.20530399999916
23700000000,23700.0,1,1,0,1,3.8439739999994345
23800000000,23800.0,1,1,0,1,5.756939999999304
23900000000,23900.0,1,1,0,1,58.03256099999999
24000000000,24000.0,1,1,0,1,6.156409999999596
24100000000,24100.0,1,1,0,1,5.84786399999939
24200000000,24200.0,1,1,0,1,4.993139999998675
24300000000,24300.0,1,1,0,1,5.667138000000705
24400000000,24400.0,1,1,0,1,54.347004999999626
24500000000,24500.0,1,1,0,1,6.271514000000025
24600000000,24600.0,1,1,0,1,5.545842999999877
24700000000,24700.0,1,1,0,1,4.596212000000378
24800000000,24800.0,1,1,0,1,3.008255000000645
24900000000,24900.0,1,1,0,1,61.872911999998905
25000000000,25000.0,1,1,0,1,5.577163999998447
25100000000,25100.0,1,1,0,1,5.0153060000011465
25200000000,25200.0,1,1,0,1,4.716982999998436
25300000000,25300.0,1,1,0,1,3.84574000000066
25400000000,25400.0,1,1,0,1,58.03682100000151
25500000000,25500.0,1,1,0,1,5.562565000000177
25600000000,25600.0,1,1,0,1,6.438339000000269
25700000000,25700.0,1,1,0,1,5.772075000000768
25800000000,25800.0,1,1,0,1,3.773937999998452
25900000000,25900.0,1,1,0,1,57.3022490000003
26000000000,26000.0,1,1,0,1,5.273876999999629
26100000000,26100.0,1,1,0,1,5.814839999999094
26200000000,26200.0,1,1,0,1,5.236093999999866
26300000000,26300.0,1,1,0,1,8.084771000001638
26400000000,26400.0,1,1,0,1,58.03766000000178
26500000000,26500.0,1,1,0,1,6.52744900000107
26600000000,26600.0,1,1,0,1,2.811701999999059
26700000000,26700.0,1,1,0,1,6.537313000000722
26800000000,26800.0,1,1,0,1,4.651118999998289
26900000000,26900.0,1,1,0,2,57.25925600000119
27000000000,27000.0,1,1,0,2,4.083804999998392
27100000000,27100.0,1,1,0,2,5.622125999998389
27200000000,27200.0,1,1,0,2,3.4607130000003963
27300000000,27300.0,1,1,0,2,4.977276000001439
27400000000,27400.0,1,1,0,1,53.94969499999934
27500000000,27500.0,1,1,0,1,5.563225999998394
27600000000,27600.0,1,1,0,1,4.489856000000145
27700000000,27700.0,1,1,0,1,4.992336999999679
27800000000,27800.0,1,1,0,1,5.090804999999818
27900000000,27900.0,1,1,0,1,57.99956799999927
28000000000,28000.0,1,1,0,1,4.9597079999985
28100000000,28100.0,1,1,0,1,5.6912239999983285
28200000000,28200.0,1,1,0,1,5.7353040000016335
28300000000,28300.0,1,1,0,1,3.954108999998425
28400000000,28400.0,1,1,0,1,61.25941299999977
28500000000,28500.0,1,1,0,1,5.09703399999853
28600000000,28600.0,1,1,0,1,6.777130999998917
28700000000,28700.0,1,1,0,1,4.765865000001213
28800000000,28800.0,1,1,0,1,5.994412000000011
28900000000,28900.0,1,1,0,1,62.34865300000092
29000000000,29000.0,1,1,0,1,2.5154460000012477
29100000000,29100.0,1,1,0,1,4.889387999999599
29200000000,29200.0,1,1,0,1,4.978726000001188
29300000000,29300.0,1,1,0,1,4.803549000000203
29400000000,29400.0,1,1,0,1,56.97765399999844
29500000000,29500.0,1,1,0,1,5.254593000001478
29600000000,29600.0,1,1,0,1,5.264839999999822
29700000000,29700.0,1,1,0,1,6.460257999999158
29800000000,29800.0,1,1,0,1,5.691459000001487
29900000000,29900.0,1,1,0,1,56.5271900000007
30000000000,30000.0,1,1,0,1,4.105156000001443
30100000000,30100.0,1,1,0,1,5.477554000000964
30200000000,30200.0,1,1,0,1,5.611614000001282
30300000000,30300.0,1,1,0,1,4.457782000001316
30400000000,30400.0,1,1,0,1,61.161073999999644
30500000000,30500.0,1,1,0,1,5.2409890000017185
30600000000,30600.0,1,1,0,1,5.5847130000001926
30700000000,30700.0,1,1,0,1,6.178379000000859
30800000000,30800.0,1,1,0,1,5.588446999998268
30900000000,30900.0,1,1,0,1,56.121219000000565
31000000000,31000.0,1,1,0,1,4.507860999998229
31100000000,31100.0,1,1,0,1,8.18112100000144
31200000000,31200.0,1,1,0,1,5.831210000000283
31300000000,31300.0,1,1,0,1,4.76832099999956
31400000000,31400.0,1,1,0,1,55.217296999999235
31500000000,31500.0,1,1,0,1,8.784046000000671
31600000000,31600.0,1,1,0,1,4.489360999999917
31700000000,31700.0,1,1,0,1,4.047984000000724
31800000000,31800.0,1,1,0,1,3.2554439999985334
31900000000,31900.0,1,1,0,1,56.83680900000036
32000000000,32000.0,1,1,0,1,5.452152999998361
32100000000,32100.0,1,1,0,1,4.529354999998759
32200000000,32200.0,1,1,0,1,5.623700000000099
32300000000,32300.0,1,1,0,1,5.3219500000013795
32400000000,32400.0,1,1,0,2,56.734896999998455
32500000000,32500.0,1,1,0,2,6.257951999999932
32600000000,32600.0,1,1,0,2,4.725235000001703
32700000000,32700.0,1,1,0,2,5.0044789999992645
32800000000,32800.0,1,1,0,2,3.5184280000030412
32900000000,32900.0,1,1,0,2,61.105210000001534
33000000000,33000.0,1,1,0,2,5.569250000000466
33100000000,33100.0,1,1,0,2,5.729162000003271
33200000000,33200.0,1,1,0,2,9.548937999999907
33300000000,33300.0,1,1,0,2,4.7887770000015735
33400000000,33400.0,1,1,0,2,54.09406299999682
33500000000,33500.0,1,1,0,2,3.4452129999990575
33600000000,33600.0,1,1,0,2,5.992429999998421
33700000000,33700.0,1,1,0,2,4.588749000002281
33800000000,33800.0,1,1,0,2,4.9642319999984466
33900000000,33900.0,1,1,0,2,60.85479299999861
34000000000,34000.0,1,1,0,2,5.201390000001993
34100000000,34100.0,1,1,0,2,4.5129220000017085
34200000000,34200.0,1,1,0,2,6.520405000002938
34300000000,34300.0,1,1,0,2,4.684802999996464
34400000000,34400.0,1,1,0,2,54.71730299999763
34500000000,34500.0,1,1,0,2,5.815635999999358
34600000000,34600.0,1,1,0,2,5.585551999996824
34700000000,34700.0,1,1,0,2,5.097878000000492
34800000000,34800.0,1,1,0,2,5.701433000001998
34900000000,34900.0,1,1,0,2,69.25368300000264
35000000000,35000.0,1,1,0,2,5.617834999997285
35100000000,35100.0,1,1,0,2,5.222994000003382
35200000000,35200.0,1,1,0,2,5.0921870000020135
35300000000,35300.0,1,1,0,2,4.230758999998216
35400000000,35400.0,1,1,0,1,57.70071800000005
35500000000,35500.0,1,1,0,1,7.079423000002862
35600000000,35600.0,1,1,0,1,5.842333000000508
35700000000,35700.0,1,1,0,1,4.306300999996893
35800000000,35800.0,1,1,0,1,2.785899000002246
35900000000,35900.0,1,1,0,1,55.23494400000345
36000000000,36000.0,1,1,0,1,6.214797000000544
36100000000,36100.0,1,1,0,1,4.886522000000696
36200000000,36200.0,1,1,0,1,8.204211999996915
36300000000,36300.0,1,1,0,1,5.234845999999379
36400000000,36400.0,1,1,0,1,56.039873000001535
36500000000,36500.0,1,1,0,1,4.127389000001131
36600000000,36600.0,1,1,0,1,5.071346999997331
36700000000,36700.0,1,1,0,1,8.808050999999978
36800000000,36800.0,1,1,0,1,5.609778999998525
36900000000,36900.0,1,1,0,1,55.72059299999819
37000000000,37000.0,1,1,0,1,5.716587000002619
37100000000,37100.0,1,1,0,1,5.776684999997087
37200000000,37200.0,1,1,0,1,4.45390999999654
37300000000,37300.0,1,1,0,1,2.589456000001519
37400000000,37400.0,1,1,0,1,54.48965599999792
37500000000,37500.0,1,1,0,1,7.208804000001692
37600000000,37600.0,1,1,0,1,3.778998000001593
37700000000,37700.0,1,1,0,1,3.873929000001226
37800000000,37800.0,1,1,0,1,3.037481999999727
37900000000,37900.0,1,1,0,1,55.34649199999694
38000000000,38000.0,1,1,0,1,4.993656999999075
38100000000,38100.0,1,1,0,1,4.967069999998785
38200000000,38200.0,1,1,0,1,7.912468000002264
38300000000,38300.0,1,1,0,1,4.829491999997117
38400000000,38400.0,1,1,0,1,63.87864599999739
38500000000,38500.0,1,1,0,1,6.867443000002822
38600000000,38600.0,1,1,0,1,7.303889000002528
38700000000,38700.0,1,1,0,1,3.4800499999983003
38800000000,38800.0,1,1,0,1,2.776528000002145
38900000000,38900.0,1,1,0,0,59.95709199999692
39000000000,39000.0,1,1,0,0,6.098594000002777
39100000000,39100.0,1,1,0,0,5.076222999996389
39200000000,39200.0,1,1,0,0,8.863482000000658
39300000000,39300.0,1,1,0,0,5.4213979999985895
39400000000,39400.0,1,1,1,0,72.85538100000122
39500000000,39500.0,1,1,1,0,4.648252999999386
39600000000,39600.0,1,1,1,0,5.763967999999295
39700000000,39700.0,1,1,1,0,3.895106999996642
39800000000,39800.0,1,1,1,0,5.2474680000013905
39900000000,39900.0,1,1,1,0,57.131352999997034
40000000000,40000.0,1,1,1,0,4.736392999999225
40100000000,40100.0,1,1,1,0,6.43250899999839
40200000000,40200.0,1,1,1,0,5.838708000002953
40300000000,40300.0,1,1,1,0,4.184048000002804
40400000000,40400.0,1,1,1,0,61.04576400000224
40500000000,40500.0,1,1,1,0,7.745092999997723
40600000000,40600.0,1,1,1,0,6.0420260000028065
40700000000,40700.0,1,1,1,0,5.093006000002788
40800000000,40800.0,1,1,1,0,4.093764999997802
40900000000,40900.0,1,1,1,1,94.08815199999663
41000000000,41000.0,1,1,1,1,2.9077719999986584
41100000000,41100.0,1,1,1,1,5.652134999996633
41200000000,41200.0,1,1,1,1,4.268546999999671
41300000000,41300.0,1,1,1,1,5.676406999999017
41400000000,41400.0,1,1,1,0,54.25923799999873
41500000000,41500.0,1,1,1,0,6.0450070000006235
41600000000,41600.0,1,1,1,0,5.645555000002787
41700000000,41700.0,1,1,1,0,5.594190999996499
41800000000,41800.0,1,1,1,0,3.0165609999967273
41900000000,41900.0,1,1,1,0,55.3527929999982
42000000000,42000.0,1,1,1,0,5.568209999997634
42100000000,42100.0,1,1,1,0,4.205027999996673
42200000000,42200.0,1,1,1,0,6.70980199999758
42300000000,42300.0,1,1,1,0,6.277146000000357
42400000000,42400.0,1,1,1,0,59.5972929999989
42500000000,42500.0,1,1,1,0,6.905355000002601
42600000000,42600.0,1,1,1,0,5.0800670000026
42700000000,42700.0,1,1,1,0,5.781732000003103
42800000000,42800.0,1,1,1,0,3.2751379999972414
42900000000,42900.0,1,1,1,0,56.420711999999185
43000000000,43000.0,1,1,1,0,4.578320000000531
43100000000,43100.0,1,1,1,0,5.189596999996866
43200000000,43200.0,1,1,1,0,4.054061000002548
43300000000,43300.0,1,1,1,0,5.647084999996878
43400000000,43400.0,1,1,0,0,63.58760400000028
43500000000,43500.0,1,1,0,0,4.953087000001688
43600000000,43600.0,1,1,0,0,5.037814000002982
43700000000,43700.0,1,1,0,0,5.986384000003454
43800000000,43800.0,1,1,0,0,3.165014999998675
43900000000,43900.0,1,1,0,1,59.13874200000282
44000000000,44000.0,1,1,0,1,5.609814000003098
44100000000,44100.0,1,1,0,1,4.933309000000008
44200000000,44200.0,1,1,0,1,4.933334000001196
44300000000,44300.0,1,1,0,1,5.5358889999988605
44400000000,44400.0,1,1,0,1,59.48311999999714
44500000000,44500.0,1,1,0,1,5.694676999999501
44600000000,44600.0,1,1,0,1,5.735738000003039
44700000000,44700.0,1,1,0,1,5.088752000003296
44800000000,44800.0,1,1,0,1,3.438591999998607
44900000000,44900.0,1,1,0,0,58.494996000001265
45000000000,45000.0,1,1,0,0,5.635874999999942
45100000000,45100.0,1,1,0,0,3.8407159999987925
45200000000,45200.0,1,1,0,0,3.649336000002222
45300000000,45300.0,1,1,0,0,4.640849000003072
45400000000,45400.0,1,1,0,1,59.190591999999015
45500000000,45500.0,1,1,0,1,4.817543999997724
45600000000,45600.0,1,1,0,1,5.798520999996981
45700000000,45700.0,1,1,0,1,2.874468000001798
45800000000,45800.0,1,1,0,1,5.736441000000923
45900000000,45900.0,1,1,0,0,56.65939300000173
46000000000,46000.0,1,1,0,0,4.50644900000043
46100000000,46100.0,1,1,0,0,4.915875999999116
46200000000,46200.0,1,1,0,0,4.049892000002728
46300000000,46300.0,1,1,0,0,2.8333199999979115
46400000000,46400.0,1,1,0,0,56.209170000001905
46500000000,46500.0,1,1,0,0,5.466505999997025
46600000000,46600.0,1,1,0,0,4.749519999997574
46700000000,46700.0,1,1,0,0,3.987516000001051
46800000000,46800.0,1,1,0,0,5.0373990000007325
46900000000,46900.0,1,1,1,1,90.46974700000283
47000000000,47000.0,1,1,1,1,3.3444129999988945
47100000000,47100.0,1,1,1,1,4.8109760000006645
47200000000,47200.0,1,1,1,1,5.0453120000020135
47300000000,47300.0,1,1,1,1,4.623286000001826
47400000000,47400.0,1,1,0,0,58.23698500000319
47500000000,47500.0,1,1,0,0,4.197415000002366
47600000000,47600.0,1,1,0,0,6.029417999998259
47700000000,47700.0,1,1,0,0,5.6275220000025
47800000000,47800.0,1,1,0,0,5.1437000000005355
47900000000,47900.0,1,1,0,0,57.6731329999966
48000000000,48000.0,1,1,0,0,5.168340999996872
48100000000,48100.0,1,1,0,0,3.793678000001819
48200000000,48200.0,1,1,0,0,3.364892999998119
48300000000,48300.0,1,1,0,0,3.877744999997958
48400000000,48400.0,1,1,0,0,58.532247000002826
48500000000,48500.0,1,1,0,0,4.694859000002907
48600000000,48600.0,1,1,0,0,4.672938999996404
48700000000,48700.0,1,1,0,0,5.1531620000023395
48800000000,48800.0,1,1,0,0,5.636347999999998
48900000000,48900.0,1,1,0,0,55.974176999996416
49000000000,49000.0,1,1,0,0,4.141452000003483
49100000000,49100.0,1,1,0,0,4.020533000002615
49200000000,49200.0,1,1,0,0,6.314789999996719
49300000000,49300.0,1,1,0,0,6.130927999998676
49400000000,49400.0,1,1,0,0,55.85457999999926
49500000000,49500.0,1,1,0,0,4.574718000003486
49600000000,49600.0,1,1,0,0,6.670718000001216
49700000000,49700.0,1,1,0,0,5.694753999996465
49800000000,49800.0,1,1,0,0,17.53682700000354
49900000000,49900.0,1,1,0,0,64.03860800000257
50000000000,50000.0,1,1,0,0,5.7488460000022314
50100000000,50100.0,1,1,0,0,4.758381999999983
50200000000,50200.0,1,1,0,0,5.017089000000851
50300000000,50300.0,1,1,0,0,4.299732999999833
50400000000,50400.0,1,1,0,0,58.235687000000325
50500000000,50500.0,1,1,0,0,5.717931999999564
50600000000,50600.0,1,1,0,0,6.314838999998756
50700000000,50700.0,1,1,0,0,5.161544000002323
50800000000,50800.0,1,1,0,0,2.872447000001557
50900000000,50900.0,1,1,0,0,65.11948999999731
51000000000,51000.0,1,1,0,0,2.6158510000022943
51100000000,51100.0,1,1,0,0,6.20774099999835
51200000000,51200.0,1,1,0,0,3.3565210000015213
51300000000,51300.0,1,1,0,0,6.633803999997326
51400000000,51400.0,1,1,1,0,52.54520300000149
51500000000,51500.0,1,1,1,0,7.244031000001996
51600000000,51600.0,1,1,1,0,4.661475000000792
51700000000,51700.0,1,1,1,0,5.906114999997953
51800000000,51800.0,1,1,1,0,4.977538999999524
51900000000,51900.0,1,1,1,0,54.48237800000061
52000000000,52000.0,1,1,1,0,6.81595599999855
52100000000,52100.0,1,1,1,0,5.455328999996709
52200000000,52200.0,1,1,1,0,5.186172000001534
52300000000,52300.0,1,1,1,0,5.486026999999012
52400000000,52400.0,1,1,1,0,59.195982999997796
52500000000,52500.0,1,1,1,0,4.5199199999988195
52600000000,52600.0,1,1,1,0,3.9371549999996205
52700000000,52700.0,1,1,1,0,5.873324000000139
52800000000,52800.0,1,1,1,0,4.484791000002588
52900000000,52900.0,1,1,1,0,57.23935099999653
53000000000,53000.0,1,1,1,0,4.312935000001744
53100000000,53100.0,1,1,1,0,3.7807620000021416
53200000000,53200.0,1,1,1,0,5.028234999997949
53300000000,53300.0,1,1,1,0,7.917985000000044
53400000000,53400.0,1,1,1,0,56.7170729999998
53500000000,53500.0,1,1,1,0,4.542814000000362
53600000000,53600.0,1,1,1,0,5.726306999997178
53700000000,53700.0,1,1,1,0,5.906811000000744
53800000000,53800.0,1,1,1,0,5.043733999998949
53900000000,53900.0,1,1,1,0,53.37723499999993
54000000000,54000.0,1,1,1,0,5.729682999997749
54100000000,54100.0,1,1,1,0,5.79398499999661
54200000000,54200.0,1,1,1,0,5.687548000001698
54300000000,54300.0,1,1,1,0,4.025479999996605
54400000000,54400.0,1,1,1,1,56.4881549999991
54500000000,54500.0,1,1,1,1,4.951000000000931
54600000000,54600.0,1,1,1,1,5.5940170000030776
54700000000,54700.0,1,1,1,1,5.562023999998928
54800000000,54800.0,1,1,1,1,5.525659999999334
54900000000,54900.0,1,1,1,1,59.27602399999887
55000000000,55000.0,1,1,1,1,4.366314999999304
55100000000,55100.0,1,1,1,1,6.115967999998247
55200000000,55200.0,1,1,1,1,5.740403999996488
55300000000,55300.0,1,1,1,1,6.883342000000994
55400000000,55400.0,1,1,1,1,58.54798899999878
55500000000,55500.0,1,1,1,1,6.166658000001917
55600000000,55600.0,1,1,1,1,5.652948000002652
55700000000,55700.0,1,1,1,1,5.126442000000679
55800000000,55800.0,1,1,1,1,5.580628000003344
55900000000,55900.0,1,1,1,1,61.74694499999896
56000000000,56000.0,1,1,1,1,4.977980000003299
56100000000,56100.0,1,1,1,1,6.86494600000151
56200000000,56200.0,1,1,1,1,7.020247000000381
56300000000,56300.0,1,1,1,1,5.0960160000031465
56400000000,56400.0,1,1,0,1,58.95311899999797
56500000000,56500.0,1,1,0,1,5.610689000001003
56600000000,56600.0,1,1,0,1,5.650472000001173
56700000000,56700.0,1,1,0,1,5.338056000000506
56800000000,56800.0,1,1,0,1,5.8547229999967385
56900000000,56900.0,1,1,0,1,60.95633000000089
57000000000,57000.0,1,1,0,1,5.7694029999984195
57100000000,57100.0,1,1,0,1,5.766316000001098
57200000000,57200.0,1,1,0,1,4.955979999998817
57300000000,57300.0,1,1,0,1,4.706858999998076
57400000000,57400.0,1,1,0,1,61.7205180000019
57500000000,57500.0,1,1,0,1,6.767310000002908
57600000000,57600.0,1,1,0,1,6.012362000001303
57700000000,57700.0,1,1,0,1,4.797344999999041
57800000000,57800.0,1,1,0,1,4.3068940000011935
57900000000,57900.0,1,1,0,1,61.43129300000146
58000000000,58000.0,1,1,0,1,7.94114200000331
58100000000,58100.0,1,1,0,1,5.870819999996456
58200000000,58200.0,1,1,0,1,5.069779999997991
58300000000,58300.0,1,1,0,1,5.336671999997634
58400000000,58400.0,1,1,0,2,62.24749899999733
58500000000,58500.0,1,1,0,2,5.814918999996735
58600000000,58600.0,1,1,0,2,9.21753400000307
58700000000,58700.0,1,1,0,2,6.638532999997551
58800000000,58800.0,1,1,0,2,5.581236999998509
58900000000,58900.0,1,1,0,2,60.573919000002206
59000000000,59000.0,1,1,0,2,5.502472000000125
59100000000,59100.0,1,1,0,2,5.9492689999970025
59200000000,59200.0,1,1,0,2,4.940213000001677
59300000000,59300.0,1,1,0,2,4.086173000003328
59400000000,59400.0,1,1,0,2,58.049645999999484
59500000000,59500.0,1,1,0,2,5.6060750000033295
59600000000,59600.0,1,1,0,2,5.5298970000003465
59700000000,59700.0,1,1,0,2,5.616365000001679
59800000000,59800.0,1,1,0,2,5.840665000003355
59900000000,59900.0,1,1,0,2,58.7627599999978
60000000000,60000.0,1,1,0,2,4.468563000002177
60100000000,60100.0,1,1,0,2,4.77380699999776
