event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,mode,from_mode,to_mode,reason,control_token,instruction,distance_to_target_m,velocity_kmh,environment_states_json,act_command,lane_command,act_set
mode_transition,39400000000,39400.0,39733.957316,39400000000,0,333.957316,4,WARNING,WARNING,MONITORING,NONE,NONE,,0.0,0.0,null,,,0
mode_transition,39800000000,39800.0,40061.041466,39800000000,0,261.0414660000024,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Increase speed.,0.0,0.0,null,,,0
mode_transition,41000000000,41000.0,41272.697284,41000000000,0,272.6972840000017,4,WARNING,WARNING,MONITORING,NONE,NONE,,0.0,0.0,null,,,0
mode_transition,41800000000,41800.0,42071.693934,41800000000,0,271.6939340000026,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Increase speed.,0.0,0.0,null,,,0
mode_transition,49400000000,49400.0,49720.920052,49400000000,0,320.9200520000013,4,WARNING,WARNING,MONITORING,NONE,NONE,,0.0,0.0,null,,,0
mode_transition,49800000000,49800.0,50070.985078,49800000000,0,270.9850779999979,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Increase speed.,0.0,0.0,null,,,0
mode_transition,50200000000,50200.0,50477.17348,50200000000,0,277.17347999999765,4,WARNING,WARNING,MONITORING,NONE,NONE,,0.0,0.0,null,,,0
mode_transition,51800000000,51800.0,52073.34272,51800000000,0,273.34272000000055,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Reduce speed.,0.0,0.0,null,,,0
mode_transition,61000000000,61000.0,61277.280861,61000000000,0,277.2808609999993,4,WARNING,WARNING,MONITORING,NONE,NONE,,0.0,0.0,null,,,0
mode_transition,61400000000,61400.0,61713.876792,61400000000,0,313.87679200000275,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Reduce speed.,0.0,0.0,null,,,0
mode_transition,64200000000,64200.0,64514.02515,64200000000,0,314.0251500000013,4,WARNING,WARNING,ACTUATE,ACTUATE,ACTUATE,Stop before the stop sign.,0.0,0.0,null,,,0
mode_transition,64600000000,64600.0,64911.920076,64600000000,0,311.92007600000215,4,ACTUATE,ACTUATE,MONITORING,WARNING,WARNING,Reduce speed.,42.8391156430871,0.4338596307795176,"[""EXIT"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,65000000000,65000.0,65293.438052,65000000000,0,293.4380519999977,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Reduce speed.,42.8391156430871,0.4338596307795176,"[""EXIT"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,67400000000,67400.0,67756.325041,67400000000,0,356.3250410000037,4,WARNING,WARNING,MONITORING,NONE,NONE,,42.8391156430871,0.4338596307795176,"[""EXIT"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,67800000000,67800.0,68078.059137,67800000000,0,278.05913700000383,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Reduce speed.,42.8391156430871,0.4338596307795176,"[""EXIT"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,69800000000,69800.0,70136.190662,69800000000,0,336.1906619999936,4,WARNING,WARNING,ACTUATE,ACTUATE,ACTUATE,Brake for the vehicle ahead.,42.8391156430871,0.4338596307795176,"[""EXIT"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,70200000000,70200.0,70496.794833,70200000000,0,296.7948330000072,4,ACTUATE,ACTUATE,MONITORING,WARNING,WARNING,Look LEFT and RIGHT before moving ahead.,23.57250111551275,10.014201815608372,"[""STOP_SIGN"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,70600000000,70600.0,70909.653024,70600000000,0,309.6530239999993,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Stop for cross traffic.,23.57250111551275,10.014201815608372,"[""STOP_SIGN"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,71000000000,71000.0,71288.780518,71000000000,0,288.7805179999996,4,WARNING,WARNING,MONITORING,NONE,NONE,,23.57250111551275,10.014201815608372,"[""STOP_SIGN"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,71800000000,71800.0,72078.078251,71800000000,0,278.078250999999,4,MONITORING,MONITORING,WARNING,WARNING,WARNING,Reduce speed.,23.57250111551275,10.014201815608372,"[""STOP_SIGN"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,73000000000,73000.0,73291.017325,73000000000,0,291.01732499999343,4,WARNING,WARNING,ACTUATE,ACTUATE,ACTUATE,Stop before the stop sign.,23.57250111551275,10.014201815608372,"[""STOP_SIGN"", 0, 0, ""NONE"", 1, 1]",,,0
mode_transition,73400000000,73400.0,73704.373762,73400000000,0,304.3737620000029,4,ACTUATE,ACTUATE,MONITORING,WARNING,WARNING,Increase speed.,0.0,25.77361559042665,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,73800000000,73800.0,74108.720551,73800000000,0,308.7205510000058,4,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,25.77361559042665,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",,,0
