logical_time_ns,logical_time_ms,steer_present,accelerator_present,brake_present,steer,accelerator,brake,lag_ms
10700000000,10700.0,1,1,1,1,0.0,0.0,0.7936109999991459
10800000000,10800.0,1,1,1,1,0.0,0.0,0.2922340000004624
10900000000,10900.0,1,1,1,1,0.0,0.0,0.8056240000005346
11000000000,11000.0,1,1,1,1,0.0,0.0,0.7586489999994228
11100000000,11100.0,1,1,1,1,0.0,0.0,0.2567159999998694
11200000000,11200.0,1,1,1,1,0.0,0.0,0.7443100000000413
11300000000,11300.0,1,1,1,1,0.0,0.0,0.2994139999991603
11400000000,11400.0,1,1,1,1,0.0,0.0,0.663989999999103
11500000000,11500.0,1,1,1,1,0.0,0.0,0.3041479999992589
11600000000,11600.0,1,1,1,1,0.0,0.0,0.7017240000004676
11700000000,11700.0,1,1,1,1,0.0,0.0,0.36269700000048033
11800000000,11800.0,1,1,1,1,0.0,0.0,0.710531999999148
11900000000,11900.0,1,1,1,1,0.0,0.0,0.7261130000006233
12000000000,12000.0,1,1,1,1,0.0,0.0,0.7761370000007446
12100000000,12100.0,1,1,1,1,0.0,0.0,0.7643470000002708
12200000000,12200.0,1,1,1,1,0.0,0.0,0.32739500000025146
12300000000,12300.0,1,1,1,1,0.0,0.0,0.7173039999997854
12400000000,12400.0,1,1,1,1,0.0,0.0,0.7359949999990931
12500000000,12500.0,1,1,1,1,0.0,0.0,0.7338159999999334
12600000000,12600.0,1,1,1,1,0.0,0.0,0.7886739999994461
12700000000,12700.0,1,1,1,1,0.0,0.0,0.2838159999992058
12800000000,12800.0,1,1,1,1,0.0,0.0,0.45470899999963876
12900000000,12900.0,1,1,1,1,0.0,0.0,0.7356189999991329
13000000000,13000.0,1,1,1,1,0.0,0.0,0.5642569999999978
13100000000,13100.0,1,1,1,1,0.0,0.0,0.4473199999993085
13200000000,13200.0,1,1,1,1,0.0,0.0,0.9263210000008257
13300000000,13300.0,1,1,1,1,0.0,0.0,0.24674199999935809
13400000000,13400.0,1,1,1,1,0.0,0.0,0.6190220000007685
13500000000,13500.0,1,1,1,1,0.0,0.0,0.7831000000005588
13600000000,13600.0,1,1,1,1,0.0,0.0,0.5323499999994965
13700000000,13700.0,1,1,1,1,0.0,0.0,0.6906880000005913
13800000000,13800.0,1,1,1,1,0.0,0.0,0.7641750000002503
13900000000,13900.0,1,1,1,1,0.0,0.0,0.7414219999991474
14000000000,14000.0,1,1,1,1,0.0,0.0,0.6352999999999156
14100000000,14100.0,1,1,1,1,0.0,0.0,0.7328600000000733
14200000000,14200.0,1,1,1,1,0.0,0.0,1.0161040000002686
14300000000,14300.0,1,1,1,1,0.0,0.0,0.5308559999994031
14400000000,14400.0,1,1,1,1,0.0,0.0,0.9420429999991029
14500000000,14500.0,1,1,1,1,0.0,0.0,0.6763489999993908
14600000000,14600.0,1,1,1,1,0.0,0.0,0.864556000000448
14700000000,14700.0,1,1,1,1,0.054901960784313725,0.0,0.20571799999925133
14800000000,14800.0,1,1,1,1,0.17254901960784313,0.0,0.3581670000003214
14900000000,14900.0,1,1,1,1,0.30980392156862746,0.0,0.45735699999931967
15000000000,15000.0,1,1,1,1,0.4196078431372549,0.0,0.5524920000007114
15100000000,15100.0,1,1,1,1,0.6588235294117647,0.0,0.5029059999997116
15200000000,15200.0,1,1,1,1,0.8392156862745098,0.0,0.5694299999995565
15300000000,15300.0,1,1,1,1,0.8392156862745098,0.0,0.4922150000002148
15400000000,15400.0,1,1,1,1,0.7176470588235294,0.0,0.33711199999925157
15500000000,15500.0,1,1,1,1,0.12549019607843137,0.0,0.49913500000002387
15600000000,15600.0,1,1,1,1,0.1843137254901961,0.0,0.4757900000004156
15700000000,15700.0,1,1,1,1,0.5803921568627451,0.0,0.558257999999114
15800000000,15800.0,1,1,1,1,0.8784313725490196,0.0,0.496117000000595
15900000000,15900.0,1,1,1,1,1.0,0.0,0.7578599999997095
16000000000,16000.0,1,1,1,1,1.0,0.0,0.6472570000005362
16100000000,16100.0,1,1,1,1,1.0,0.0,0.4895799999994779
16200000000,16200.0,1,1,1,1,0.4588235294117647,0.0,0.5927879999999277
16300000000,16300.0,1,1,1,1,0.29411764705882354,0.0,0.27996499999972
16400000000,16400.0,1,1,1,1,0.9647058823529412,0.0,0.6333190000004834
16500000000,16500.0,1,1,1,1,1.0,0.0,0.31505100000140374
16600000000,16600.0,1,1,1,1,1.0,0.0,0.613072000000102
16700000000,16700.0,1,1,1,1,1.0,0.0,0.2985640000006242
16800000000,16800.0,1,1,1,1,1.0,0.0,0.7415650000002643
16900000000,16900.0,1,1,1,1,1.0,0.0,0.35263100000156555
17000000000,17000.0,1,1,1,1,1.0,0.0,0.6769300000014482
17100000000,17100.0,1,1,1,1,1.0,0.0,0.7466019999992568
17200000000,17200.0,1,1,1,1,1.0,0.0,0.45764799999960815
17300000000,17300.0,1,1,1,1,1.0,0.0,0.7042440000004717
17400000000,17400.0,1,1,1,1,1.0,0.0,0.8287859999982174
17500000000,17500.0,1,1,1,1,1.0,0.0,0.6682379999983823
17600000000,17600.0,1,1,1,1,1.0,0.0,0.5166910000007192
17700000000,17700.0,1,1,1,1,1.0,0.0,0.5645110000004934
17800000000,17800.0,1,1,1,1,1.0,0.0,0.4586479999998119
17900000000,17900.0,1,1,1,2,0.9921568627450981,0.0,0.28947100000004866
18000000000,18000.0,1,1,1,2,0.8862745098039215,0.0,0.4354200000016135
18100000000,18100.0,1,1,1,2,0.6509803921568628,0.0,0.3476310000005469
18200000000,18200.0,1,1,1,2,0.396078431372549,0.0,0.562949999999546
18300000000,18300.0,1,1,1,2,0.0,0.0,0.531807999999728
18400000000,18400.0,1,1,1,1,0.0,0.0,0.406834000001254
18500000000,18500.0,1,1,1,1,0.0,0.0,0.751113999998779
18600000000,18600.0,1,1,1,1,0.0,0.0,0.5830669999995735
18700000000,18700.0,1,1,1,1,0.0,0.0,0.1575970000012603
18800000000,18800.0,1,1,1,0,0.0,0.0,0.6313929999996617
18900000000,18900.0,1,1,1,0,0.0,0.0,0.35938399999940884
19000000000,19000.0,1,1,1,0,0.0,0.0,0.6643870000007155
19100000000,19100.0,1,1,1,0,0.0,0.0,0.7606510000005073
19200000000,19200.0,1,1,1,0,0.0,0.0,0.691714000000502
19300000000,19300.0,1,1,1,0,0.0,0.0,0.25348400000075344
19400000000,19400.0,1,1,1,0,0.0,0.0,0.5788390000016079
19500000000,19500.0,1,1,1,1,0.0,0.0,0.8094160000000556
19600000000,19600.0,1,1,1,1,0.0,0.0,0.8301629999987199
19700000000,19700.0,1,1,1,1,0.0,0.0,0.9018529999993916
19800000000,19800.0,1,1,1,1,0.0,0.0,0.3076069999988249
19900000000,19900.0,1,1,1,1,0.0,0.0,0.25666999999884865
20000000000,20000.0,1,1,1,1,0.0,0.0,0.6984300000003714
20100000000,20100.0,1,1,1,1,0.0,0.0,0.7058429999997315
20200000000,20200.0,1,1,1,1,0.0,0.0,0.787015000001702
20300000000,20300.0,1,1,1,1,0.0,0.0,0.8295399999988149
20400000000,20400.0,1,1,1,1,0.0,0.0,0.9071560000011232
20500000000,20500.0,1,1,1,1,0.0,0.0,0.8584960000007413
20600000000,20600.0,1,1,1,1,0.0,0.0,0.7581700000009732
20700000000,20700.0,1,1,1,1,0.0,0.0,0.30875599999853875
20800000000,20800.0,1,1,1,1,0.0,0.0,0.8754589999989548
20900000000,20900.0,1,1,1,1,0.0,0.0,0.8581879999983357
21000000000,21000.0,1,1,1,1,0.0,0.0,0.2884039999989909
21100000000,21100.0,1,1,1,1,0.0,0.0,0.8533480000005511
21200000000,21200.0,1,1,1,1,0.0,0.0,0.4468220000017027
21300000000,21300.0,1,1,1,1,0.0,0.0,0.7170289999994566
21400000000,21400.0,1,1,1,1,0.0,0.0,0.7452569999986736
21500000000,21500.0,1,1,1,1,0.15294117647058825,0.0,0.48233999999865773
21600000000,21600.0,1,1,1,1,0.4470588235294118,0.0,0.498290999999881
21700000000,21700.0,1,1,1,1,0.9254901960784314,0.0,0.34646499999871594
21800000000,21800.0,1,1,1,1,1.0,0.0,0.3738779999985127
21900000000,21900.0,1,1,1,1,1.0,0.0,0.7691210000011779
22000000000,22000.0,1,1,1,1,1.0,0.0,0.7444609999984095
22100000000,22100.0,1,1,1,1,1.0,0.0,0.36785999999847263
22200000000,22200.0,1,1,1,1,1.0,0.0,0.712918000001082
22300000000,22300.0,1,1,1,1,1.0,0.0,0.7340350000013132
22400000000,22400.0,1,1,1,1,1.0,0.0,0.6680420000011509
22500000000,22500.0,1,1,1,1,1.0,0.0,0.7618430000002263
22600000000,22600.0,1,1,1,1,1.0,0.0,0.3127620000013849
22700000000,22700.0,1,1,1,1,1.0,0.0,0.4554889999999432
22800000000,22800.0,1,1,1,1,1.0,0.0,0.34425499999997555
22900000000,22900.0,1,1,1,1,1.0,0.0,0.6387209999993502
23000000000,23000.0,1,1,1,1,1.0,0.0,0.32789799999954994
23100000000,23100.0,1,1,1,1,1.0,0.0,0.7883609999989858
23200000000,23200.0,1,1,1,1,1.0,0.0,0.652831999999762
23300000000,23300.0,1,1,1,1,1.0,0.0,0.7407820000007632
23400000000,23400.0,1,1,1,1,1.0,0.0,0.7230659999986528
23500000000,23500.0,1,1,1,1,1.0,0.0,0.7501090000005206
23600000000,23600.0,1,1,1,2,1.0,0.0,0.6324679999997898
23700000000,23700.0,1,1,1,1,1.0,0.0,0.7686770000000251
23800000000,23800.0,1,1,1,1,1.0,0.0,0.26918799999839393
23900000000,23900.0,1,1,1,1,1.0,0.0,0.6522829999994428
24000000000,24000.0,1,1,1,2,1.0,0.0,0.3180519999987155
24100000000,24100.0,1,1,1,2,1.0,0.0,0.30103999999846565
24200000000,24200.0,1,1,1,1,1.0,0.0,0.5473579999998037
24300000000,24300.0,1,1,1,1,1.0,0.0,0.31544099999882746
24400000000,24400.0,1,1,1,1,0.9725490196078431,0.0,1.443953000001784
24500000000,24500.0,1,1,1,1,0.6078431372549019,0.0,0.24767599999904633
24600000000,24600.0,1,1,1,1,0.07058823529411765,0.0,0.4817169999987527
24700000000,24700.0,1,1,1,1,0.0,0.0,0.6382950000006531
24800000000,24800.0,1,1,1,1,0.0,0.0,0.45432200000141165
24900000000,24900.0,1,1,1,1,0.0,0.0,0.6099929999982123
25000000000,25000.0,1,1,1,1,0.0,0.0,0.6846279999990657
25100000000,25100.0,1,1,1,1,0.0,0.0,0.6899860000012268
25200000000,25200.0,1,1,1,1,0.3333333333333333,0.0,0.6756959999984247
25300000000,25300.0,1,1,1,1,1.0,0.0,0.2990030000000843
25400000000,25400.0,1,1,1,1,1.0,0.0,0.6982820000011998
25500000000,25500.0,1,1,1,1,1.0,0.0,0.6697700000004261
25600000000,25600.0,1,1,1,1,1.0,0.0,0.7086830000007467
25700000000,25700.0,1,1,1,1,1.0,0.0,0.6708570000009786
25800000000,25800.0,1,1,1,1,1.0,0.0,0.5111609999985376
25900000000,25900.0,1,1,1,1,1.0,0.0,0.6889799999989918
26000000000,26000.0,1,1,1,1,1.0,0.0,0.7082080000000133
26100000000,26100.0,1,1,1,1,1.0,0.0,0.7463429999988875
26200000000,26200.0,1,1,1,1,1.0,0.0,0.7182020000000193
26300000000,26300.0,1,1,1,1,1.0,0.0,0.7665779999988445
26400000000,26400.0,1,1,1,1,0.0,0.0,0.30447799999819836
26500000000,26500.0,1,1,1,1,0.0,0.0,0.6894429999993008
26600000000,26600.0,1,1,1,1,0.0,0.0,0.6288390000008803
26700000000,26700.0,1,1,1,1,0.0,0.0,0.3453300000001036
26800000000,26800.0,1,1,1,1,0.0,0.0,0.5207230000014533
26900000000,26900.0,1,1,1,1,0.0,0.0,0.5159510000012233
27000000000,27000.0,1,1,1,1,0.0,0.0,0.7682690000001458
27100000000,27100.0,1,1,1,1,0.0,0.0,0.6757209999996121
27200000000,27200.0,1,1,1,1,0.0,0.0,0.4917849999983446
27300000000,27300.0,1,1,1,1,0.0,0.0,0.6943260000007285
27400000000,27400.0,1,1,1,1,0.0,0.0,0.7010349999982282
27500000000,27500.0,1,1,1,1,0.0,0.0,0.6878010000000359
27600000000,27600.0,1,1,1,1,0.0,0.0,0.620641000001342
27700000000,27700.0,1,1,1,1,0.0,0.0,0.4861669999991136
27800000000,27800.0,1,1,1,1,0.0,0.0,0.7943550000018149
27900000000,27900.0,1,1,1,1,0.0,0.0,0.8031579999988026
28000000000,28000.0,1,1,1,1,0.0,0.0,0.6964430000007269
28100000000,28100.0,1,1,1,1,0.0,0.0,0.672857000001386
28200000000,28200.0,1,1,1,1,0.0,0.0,0.9190640000015264
28300000000,28300.0,1,1,1,1,0.0,0.0,0.6915350000017497
28400000000,28400.0,1,1,1,1,0.0,0.0,0.8580949999995937
28500000000,28500.0,1,1,1,1,0.0,0.0,0.7081959999995888
28600000000,28600.0,1,1,1,1,0.0,0.0,0.7176460000009683
28700000000,28700.0,1,1,1,1,0.0,0.0,0.6458569999995234
28800000000,28800.0,1,1,1,1,0.0,0.0,0.7337140000017826
28900000000,28900.0,1,1,1,1,0.0,0.0,0.7180350000016915
29000000000,29000.0,1,1,1,1,0.0,0.0,0.3625079999983427
29100000000,29100.0,1,1,1,1,0.0,0.0,0.6734920000017155
29200000000,29200.0,1,1,1,1,0.0,0.0,0.3081879999990633
29300000000,29300.0,1,1,1,1,0.0,0.0,0.7160599999988335
29400000000,29400.0,1,1,1,1,0.0,0.0,0.8430460000017774
29500000000,29500.0,1,1,1,1,0.0,0.0,0.6793690000013157
29600000000,29600.0,1,1,1,1,0.0,0.0,0.22495400000116206
29700000000,29700.0,1,1,1,1,0.0,0.0,0.7745470000008936
29800000000,29800.0,1,1,1,1,0.0,0.0,0.7354420000010577
29900000000,29900.0,1,1,1,1,0.0,0.0,0.4788960000005318
30000000000,30000.0,1,1,1,1,0.0,0.0,0.7199729999992996
30100000000,30100.0,1,1,1,1,0.0,0.0,0.7457199999989825
30200000000,30200.0,1,1,1,1,0.0,0.0,0.6303379999990284
30300000000,30300.0,1,1,1,1,0.0,0.0,1.0014139999984764
30400000000,30400.0,1,1,1,1,0.0,0.0,0.8526999999994587
30500000000,30500.0,1,1,1,1,0.0,0.0,0.6898560000008729
30600000000,30600.0,1,1,1,1,0.0,0.0,0.7002140000004147
30700000000,30700.0,1,1,1,1,0.0,0.0,0.7023499999995693
30800000000,30800.0,1,1,1,1,0.0,0.0,0.3299159999987751
30900000000,30900.0,1,1,1,1,0.0,0.0,0.35797699999966426
31000000000,31000.0,1,1,1,1,0.0,0.0,0.6607760000006238
31100000000,31100.0,1,1,1,1,0.0,0.0,0.6108940000012808
31200000000,31200.0,1,1,1,1,0.0,0.0,0.31579300000157673
31300000000,31300.0,1,1,1,1,0.0,0.0,0.7123500000016065
31400000000,31400.0,1,1,1,1,0.0,0.0,0.3160459999999148
31500000000,31500.0,1,1,1,1,0.0,0.0,0.3585510000011709
31600000000,31600.0,1,1,1,1,0.25882352941176473,0.0,0.3485209999998915
31700000000,31700.0,1,1,1,1,0.6862745098039216,0.0,0.10469599999851198
31800000000,31800.0,1,1,1,1,1.0,0.0,0.2472379999999248
31900000000,31900.0,1,1,1,1,1.0,0.0,0.3652609999990091
32000000000,32000.0,1,1,1,1,0.9294117647058824,0.0,0.5637649999989662
32100000000,32100.0,1,1,1,1,0.19215686274509805,0.0,1.1953930000017863
32200000000,32200.0,1,1,1,1,0.0,0.0,0.3078910000003816
32300000000,32300.0,1,1,1,1,0.0,0.0,0.6570229999997537
32400000000,32400.0,1,1,1,1,0.0,0.0,0.6916400000009162
32500000000,32500.0,1,1,1,1,0.0,0.0,0.8343849999982922
32600000000,32600.0,1,1,1,1,0.0,0.0,0.712059000001318
32700000000,32700.0,1,1,1,1,0.0,0.0,0.3383659999999509
32800000000,32800.0,1,1,1,1,0.0,0.0,0.4299269999974058
32900000000,32900.0,1,1,1,1,0.0,0.0,0.29617500000313157
33000000000,33000.0,1,1,1,1,0.0,0.0,0.7051770000034594
33100000000,33100.0,1,1,1,1,0.0,0.0,0.7105349999983446
33200000000,33200.0,1,1,1,1,0.0,0.0,0.37137800000346033
33300000000,33300.0,1,1,1,1,0.0,0.0,0.599806999998691
33400000000,33400.0,1,1,1,1,0.0,0.0,0.6652570000005653
33500000000,33500.0,1,1,1,1,0.0,0.0,0.2476020000030985
33600000000,33600.0,1,1,1,0,0.0,0.0,0.6769920000006096
33700000000,33700.0,1,1,1,0,0.0,0.0,0.6276090000028489
33800000000,33800.0,1,1,1,1,0.0,0.0,0.24137899999914225
33900000000,33900.0,1,1,1,1,0.0,0.0,0.7817680000007385
34000000000,34000.0,1,1,1,1,0.0,0.0,0.6502570000011474
34100000000,34100.0,1,1,1,1,0.0,0.0,0.5130799999969895
34200000000,34200.0,1,1,1,1,0.0,0.0,0.6370289999977103
34300000000,34300.0,1,1,1,1,0.0,0.0,0.6458869999987655
34400000000,34400.0,1,1,1,1,0.0,0.0,0.31411900000239257
34500000000,34500.0,1,1,1,1,0.0,0.0,0.724527999998827
34600000000,34600.0,1,1,1,1,0.0,0.0,0.6347390000009909
34700000000,34700.0,1,1,1,1,0.0,0.0,0.6799299999984214
34800000000,34800.0,1,1,1,1,0.0,0.0,0.7058800000013434
34900000000,34900.0,1,1,1,1,1.0,0.0,0.33616800000163494
35000000000,35000.0,1,1,1,1,1.0,0.0,0.7122069999968517
35100000000,35100.0,1,1,1,1,1.0,0.0,0.31627299999672687
35200000000,35200.0,1,1,1,1,0.0,0.0,0.2724279999965802
35300000000,35300.0,1,1,1,1,0.0,0.0,0.6379860000015469
35400000000,35400.0,1,1,1,1,0.0,0.0,0.7903969999970286
35500000000,35500.0,1,1,1,1,0.0,0.0,0.8008849999969243
35600000000,35600.0,1,1,1,1,0.0,0.0,0.8564639999967767
35700000000,35700.0,1,1,1,1,0.0,0.0,0.2789219999976922
35800000000,35800.0,1,1,1,1,0.0,0.0,0.35979699999734294
35900000000,35900.0,1,1,1,1,0.2235294117647059,0.0,1.3447359999991022
36000000000,36000.0,1,1,1,1,0.49019607843137253,0.0,0.5926590000017313
36100000000,36100.0,1,1,1,1,0.32941176470588235,0.0,1.3589710000014747
36200000000,36200.0,1,1,1,1,0.0,0.0,0.8257050000029267
36300000000,36300.0,1,1,1,1,0.27450980392156865,0.0,1.471944999997504
36400000000,36400.0,1,1,1,1,0.5803921568627451,0.0,0.18315099999745144
36500000000,36500.0,1,1,1,1,1.0,0.0,0.46070999999938067
36600000000,36600.0,1,1,1,1,1.0,0.0,0.6526579999990645
36700000000,36700.0,1,1,1,1,1.0,0.0,0.3201679999983753
36800000000,36800.0,1,1,1,1,1.0,0.0,0.6720960000020568
36900000000,36900.0,1,1,1,1,1.0,0.0,0.4701229999991483
37000000000,37000.0,1,1,1,1,1.0,0.0,0.675812000001315
37100000000,37100.0,1,1,1,1,1.0,0.0,0.32598899999720743
37200000000,37200.0,1,1,1,1,1.0,0.0,0.6303249999982654
37300000000,37300.0,1,1,1,1,1.0,0.0,0.7759399999995367
37400000000,37400.0,1,1,1,1,0.9568627450980393,0.0,0.2986190000010538
37500000000,37500.0,1,1,1,1,0.0,0.0,0.22290300000167917
37600000000,37600.0,1,1,1,1,0.0,0.0,0.7958839999992051
37700000000,37700.0,1,1,1,1,0.0,0.0,0.5250789999990957
37800000000,37800.0,1,1,1,1,0.0,0.0,0.21607000000221888
37900000000,37900.0,1,1,1,1,0.0,0.0,0.9017719999974361
38000000000,38000.0,1,1,1,1,0.0,0.0,0.7040580000029877
38100000000,38100.0,1,1,1,1,0.0,0.0,0.28730999999970663
38200000000,38200.0,1,1,1,1,0.0,0.0,0.8919200000018463
38300000000,38300.0,1,1,1,1,0.0,0.0,0.7230389999967883
38400000000,38400.0,1,1,1,1,0.0,0.0,0.3184949999995297
38500000000,38500.0,1,1,1,1,0.01568627450980392,0.0,2.140293999997084
38600000000,38600.0,1,1,1,1,0.6274509803921569,0.0,0.30456299999787007
38700000000,38700.0,1,1,1,1,0.8470588235294118,0.0,0.21566200000233948
38800000000,38800.0,1,1,1,1,0.8509803921568627,0.0,0.39866600000095787
38900000000,38900.0,1,1,1,1,0.9294117647058824,0.0,0.48928300000261515
39000000000,39000.0,1,1,1,1,1.0,0.0,0.604287000001932
39100000000,39100.0,1,1,1,1,1.0,0.0,0.651903999998467
39200000000,39200.0,1,1,1,1,1.0,0.0,0.30826600000000326
39300000000,39300.0,1,1,1,1,0.7372549019607844,0.0,0.6289170000018203
39400000000,39400.0,1,1,1,1,0.0,0.0,0.622534000001906
39500000000,39500.0,1,1,1,1,0.0,0.0,0.5487999999968451
39600000000,39600.0,1,1,1,1,0.0,0.0,0.30912399999942863
39700000000,39700.0,1,1,1,1,0.0,0.0,0.558035000001837
39800000000,39800.0,1,1,1,1,0.0,0.0,0.6027440000034403
39900000000,39900.0,1,1,1,1,0.0,0.0,0.6982120000029681
40000000000,40000.0,1,1,1,1,0.0,0.0,0.7717170000032638
40100000000,40100.0,1,1,1,1,0.0,0.0,0.5685589999993681
40200000000,40200.0,1,1,1,1,0.0,0.0,0.6481750000020838
40300000000,40300.0,1,1,1,1,0.0,0.0,0.2477599999983795
40400000000,40400.0,1,1,1,1,0.0,0.0,0.714668000000529
40500000000,40500.0,1,1,1,1,0.0,0.0,0.7642849999974715
40600000000,40600.0,1,1,1,1,0.0,0.0,0.7060510000010254
40700000000,40700.0,1,1,1,1,0.0,0.0,0.2833580000005895
40800000000,40800.0,1,1,1,1,0.0,0.0,0.5593060000028345
40900000000,40900.0,1,1,1,1,0.0,0.0,0.3123699999996461
41000000000,41000.0,1,1,1,1,0.0,0.0,0.32750600000144914
41100000000,41100.0,1,1,1,1,0.0,0.0,0.7551370000001043
41200000000,41200.0,1,1,1,2,0.0,0.0,0.37109200000122655
41300000000,41300.0,1,1,1,2,0.0,0.0,0.3261350000029779
41400000000,41400.0,1,1,1,2,0.0,0.0,0.28234599999996135
41500000000,41500.0,1,1,1,2,0.0,0.0,0.6352550000010524
41600000000,41600.0,1,1,1,2,0.0,0.0,0.3151540000035311
41700000000,41700.0,1,1,1,2,0.0,0.0,0.7209700000021257
41800000000,41800.0,1,1,1,2,0.0,0.0,0.4542199999996228
41900000000,41900.0,1,1,1,2,0.0,0.0,0.36293100000330014
42000000000,42000.0,1,1,1,2,0.0,0.0,0.6352859999969951
42100000000,42100.0,1,1,1,2,0.0,0.0,0.2766110000011395
42200000000,42200.0,1,1,1,2,0.0,0.0,0.31761700000060955
42300000000,42300.0,1,1,1,2,0.0,0.0,0.28891899999871384
42400000000,42400.0,1,1,1,1,0.0,0.0,0.7306800000005751
42500000000,42500.0,1,1,1,1,0.0,0.0,0.7141679999986081
42600000000,42600.0,1,1,1,1,0.0,0.0,0.2905299999983981
42700000000,42700.0,1,1,1,1,0.0,0.0,0.737567999996827
42800000000,42800.0,1,1,1,0,0.0,0.0,0.15943300000071758
42900000000,42900.0,1,1,1,0,0.0,0.0,0.78489499999705
43000000000,43000.0,1,1,1,0,0.0,0.0,0.560366999998223
43100000000,43100.0,1,1,1,0,0.0,0.0,0.5000960000033956
43200000000,43200.0,1,1,1,0,0.0,0.0,0.20351300000038464
43300000000,43300.0,1,1,1,1,0.0,0.0,0.7082169999994221
43400000000,43400.0,1,1,1,1,0.0,0.0,0.32669000000169035
43500000000,43500.0,1,1,1,1,0.0,0.0,0.6190819999974337
43600000000,43600.0,1,1,1,1,0.0,0.0,0.30585099999734666
43700000000,43700.0,1,1,1,1,0.0,0.0,0.6992410000020755
43800000000,43800.0,1,1,1,1,0.0,0.0,0.3667879999993602
43900000000,43900.0,1,1,1,1,0.0,0.0,0.8127339999991818
44000000000,44000.0,1,1,1,1,0.0,0.0,0.7017039999991539
44100000000,44100.0,1,1,1,0,0.0,0.0,0.4671020000023418
44200000000,44200.0,1,1,1,0,0.0,0.0,0.49044100000173785
44300000000,44300.0,1,1,1,0,0.0,0.0,0.7130929999984801
44400000000,44400.0,1,1,1,0,0.0,0.0,0.7048399999985122
44500000000,44500.0,1,1,1,0,0.0,0.0,0.6772720000008121
44600000000,44600.0,1,1,1,0,0.0,0.0,0.7604619999983697
44700000000,44700.0,1,1,1,0,0.0,0.0,0.2586410000003525
44800000000,44800.0,1,1,1,1,0.0,0.0,0.6009209999974701
44900000000,44900.0,1,1,1,1,0.0,0.0,0.609057000001485
45000000000,45000.0,1,1,1,1,0.0,0.0,0.32017700000142213
45100000000,45100.0,1,1,1,1,0.0,0.0,0.48368099999788683
45200000000,45200.0,1,1,1,1,0.0,0.0,0.4748729999992065
45300000000,45300.0,1,1,1,2,0.0,0.0,0.30702900000324007
45400000000,45400.0,1,1,1,1,0.0,0.0,0.473959000002651
45500000000,45500.0,1,1,1,1,0.0,0.0,0.3077259999990929
45600000000,45600.0,1,1,1,1,0.0,0.0,0.7077280000012252
45700000000,45700.0,1,1,1,1,0.0,0.0,0.21107299999857787
45800000000,45800.0,1,1,1,1,0.0,0.0,0.7304070000027423
45900000000,45900.0,1,1,1,1,0.0,0.0,0.5166190000018105
46000000000,46000.0,1,1,1,1,0.0,0.0,0.6873080000004848
46100000000,46100.0,1,1,1,1,0.0,0.0,0.6326110000009066
