run,camera_read_ms,face_detection_ms,total_ms,face_found,head,eye
83,28.614027018193156,75.14476199867204,103.77177101327106,1,1,1
84,22.08201598841697,69.97947097988799,92.07126399269328,1,1,1
85,30.50083201378584,68.03429697174579,98.54531398741528,1,1,1
86,32.511097961105406,70.6353320274502,103.15728100249544,1,1,1
87,27.482266013976187,67.92326096910983,95.41412000544369,1,1,1
88,31.76755300955847,68.37481097318232,100.15145601937547,1,1,1
89,34.09672103589401,69.99110098695382,104.09797000465915,1,1,1
90,28.993947023991495,70.22626302205026,99.23330304445699,1,1,1
91,29.403200023807585,71.50248502148315,100.91757401823997,1,1,1
92,28.961132979020476,70.08358096936718,99.05800997512415,1,1,1
93,29.018335975706577,69.7636780096218,98.79319899482653,1,1,1
94,30.121782037895173,71.05188100831583,101.18766303639859,1,1,1
95,28.577343036886305,69.37294400995597,97.9606379987672,1,1,1
96,30.529980023857206,72.08427198929712,102.62628900818527,1,1,1
97,27.717189048416913,71.7837960110046,99.51272502075881,1,1,1
98,27.50065497821197,72.22951098810881,99.73996301414445,1,1,1
99,28.63545302534476,72.6897080312483,101.33790201507509,1,1,1
100,26.804685010574758,72.20503001008183,99.02243700344115,1,1,1
101,26.726796990260482,72.53763603512198,99.27576599875465,1,1,1
102,28.08529499452561,75.64475596882403,103.74249500455335,1,1,1
103,24.030485947150737,73.46793700708076,97.5126629928127,1,2,1
104,26.42778295557946,67.27318000048399,93.71205494971946,1,2,1
105,32.385469996370375,69.09759604604915,101.49606503546238,1,2,1
106,30.594626965466887,70.22507902001962,100.83126096287742,1,2,1
107,29.643104004208,72.43958197068423,102.09466697415337,1,2,1
108,28.08212803211063,75.17696602735668,103.27263100771233,1,2,1
109,23.58401200035587,74.34155402006581,97.93730603996664,1,2,1
110,25.740681972820312,75.6603850168176,101.4128639944829,1,2,1
111,23.445199010893703,74.1694449679926,97.6261249743402,1,2,1
112,25.270873971749097,72.90072401519865,98.18133898079395,1,2,1
113,27.852502011228353,77.45726505527273,105.32223002519459,1,2,1
114,21.378101024311036,75.73342201067135,97.14828099822626,1,2,1
115,25.167875981424004,74.04305797535926,99.22237799037248,1,2,1
116,24.669179983902723,74.87104600295424,99.5499849668704,1,2,1
117,25.01606399891898,76.40428200829774,101.43047501333058,1,1,1
118,23.41317996615544,77.13317795423791,100.55974696297199,1,1,1
119,22.88694801973179,73.29166296403855,96.19003697298467,1,1,1
120,26.346136000938714,73.7677849829197,100.12792097404599,1,1,1
121,26.79881500080228,71.5154479839839,98.32665196154267,1,2,1
122,27.69533800892532,71.51641201926395,99.2231200216338,1,2,1
123,28.64834200590849,72.269010997843,100.93022300861776,1,2,1
124,27.041032968554646,74.38029401237145,101.43245698418468,1,1,1
125,25.895051017869264,72.16355000855401,98.07069302769378,1,1,1
126,27.820372954010963,75.30565100023523,103.13854197738692,1,1,1
127,23.699917015619576,75.03452501259744,98.74520101584494,1,1,1
128,25.709517009090632,72.54922902211547,98.27057900838554,1,1,1
129,26.937571994494647,73.23579298099503,100.18475295510143,1,1,1
130,25.88040300179273,74.98659996781498,100.87918798672035,1,1,1
131,25.61305498238653,73.23179300874472,98.85745897190645,1,1,1
132,26.375431974884123,73.49758601048961,99.8840180109255,1,1,1
133,26.50652197189629,73.92376399366185,100.44245299650356,1,1,1
134,25.088637019507587,77.0776979625225,102.17725997790694,1,1,1
135,22.732987999916077,71.87329500447959,94.61644903058186,1,1,1
136,26.260841987095773,70.57698199059814,96.84554598061368,1,1,1
137,29.086890979669988,69.43418504670262,98.52994600078091,1,1,1
138,31.07713902136311,69.80256800306961,100.88822501711547,1,1,1
139,31.928421987686306,73.67015699855983,105.61217099893838,1,1,1
140,24.761253036558628,71.90131401875988,96.67251101927832,1,1,1
141,26.389172999188304,69.27246501436457,95.66852601710707,1,1,1
142,32.69826201722026,73.37108801584691,106.08412703732029,1,1,1
143,26.64855803595856,77.16128998436034,103.82229200331494,1,1,1
144,21.656948956660926,76.64698199369013,98.31594896968454,1,1,1
145,23.439440003130585,72.70257902564481,96.15309303626418,1,1,1
146,26.742963993456215,77.15390098746866,103.90858701430261,1,1,1
147,23.41497701127082,73.67789797717705,97.11287496611476,1,1,1
148,25.656294950749725,73.93352396320552,99.60107796359807,1,1,1
149,27.1262539899908,77.43991602910683,104.58022501552477,1,1,1
150,21.3124540168792,74.15063196094707,95.4746039933525,1,1,1
151,25.070211966522038,74.48777498211712,99.56828295253217,1,1,1
152,26.1754909879528,74.79828799841926,100.98750097677112,1,1,1
153,24.879066040739417,74.51758900424466,99.40956300124526,1,1,1
154,24.771735013928264,73.1134990346618,97.89582603843883,1,1,1
155,26.780074986163527,75.17333899158984,101.9644690095447,1,1,1
156,24.60677397903055,76.24052598839626,100.85981799056754,1,1,1
157,23.13264802796766,74.39875695854425,97.54270198754966,1,1,1
158,26.236916019115597,77.64707901515067,103.89627300901338,1,2,1
159,20.735165977384895,77.84453895874321,98.59227895503864,1,2,1
160,23.62104901112616,76.93742302944884,100.57008301373571,1,2,1
161,21.725818049162626,74.88723198184744,96.62505000596866,1,2,1
162,25.171265995595604,74.27276001544669,99.45435903500766,1,2,1
163,26.16584300994873,74.44233197020367,100.62136000487953,1,2,1
164,25.114913994912058,77.30645401170477,102.4336830014363,1,2,1
165,20.557113050017506,74.61497699841857,95.1817010063678,1,2,1
166,27.11803204147145,75.20159799605608,102.33201901428401,1,2,1
167,24.114819010719657,75.9586050407961,100.08544201264158,1,2,1
168,24.300835037138313,74.74786404054612,99.06032803701237,1,2,1
169,24.032987013924867,73.93424701876938,97.97730803256854,1,2,1
170,26.71698300400749,72.8312450228259,99.5596349821426,1,2,1
171,27.13927300646901,74.34433297021315,101.49686498334631,1,2,1
172,24.548071960452944,74.52477398328483,99.0848089568317,1,2,1
173,26.054251997265965,75.55403700098395,101.62060399306938,1,2,1
174,23.278572014532983,72.90028099669144,96.1892600171268,1,2,1
175,26.918702002149075,76.1964350240305,103.12495200196281,1,2,1
176,24.496702011674643,75.365299009718,99.87553796963766,1,2,1
177,23.717362026218325,78.19479302270338,101.9267660449259,1,2,1
178,21.128586027771235,75.95910498639569,97.09950600517914,1,2,1
179,25.017175008542836,75.36637404700741,100.39530805079266,1,2,1
180,23.913248034659773,76.02547400165349,99.94966699741781,1,2,1
181,23.264110030140728,78.17801600322127,101.45262500736862,1,2,1
182,22.00198103673756,78.0391109874472,100.05168401403353,1,2,1
183,21.580856991931796,77.7667629881762,99.35856400988996,1,2,1
184,21.543562004808336,74.45249799638987,96.00559703540057,1,2,1
185,26.402931951452047,76.22856402304024,102.6429960038513,1,2,1
186,22.73485902696848,75.32328099478036,98.06989901699126,1,2,1
187,23.598585976287723,71.66331901680678,95.2703119837679,1,1,1
188,27.76115300366655,71.25225197523832,99.02232995955274,1,1,1
189,30.404667020775378,75.48305700765923,105.9007800067775,1,1,1
190,23.909043986350298,74.53427498694509,98.45546697033569,1,1,1
191,25.85792198078707,73.51801299955696,99.38948997296393,1,1,1
192,25.620425993110985,73.03966803010553,98.67124201264232,1,1,1
193,27.459101984277368,72.41960300598294,99.89198303082958,1,1,1
194,27.095995959825814,73.74856504611671,100.85693100700155,1,1,1
195,25.457317009568214,73.12463002745062,98.59424299793318,1,1,1
196,27.35926996683702,74.74564301082864,102.11744898697361,1,1,1
197,24.535256961826235,73.67362204240635,98.21935999207199,1,1,1
198,26.487134979106486,74.43531497847289,100.9344490012154,1,1,1
199,25.528817030135542,74.27583500975743,99.81746604898944,1,1,1
200,24.85434402478859,73.65554803982377,98.51980005623773,1,1,1
201,26.79976000217721,74.82508599059656,101.6378829954192,1,1,1
202,22.982761962339282,71.2292329990305,94.22149497549981,1,1,1
203,29.16001999983564,75.5800009937957,104.74916902603582,1,1,1
204,25.33239300828427,71.24765898333862,96.59181098686531,1,1,1
205,28.027999971527606,74.97391698416322,103.01184299169108,1,1,1
206,25.20100597757846,77.40726898191497,102.62058995431289,1,1,1
207,22.565305000171065,75.33791201421991,97.91786497225985,1,1,1
208,23.273349972441792,75.40929998503998,98.6921499716118,1,1,1
209,25.537871988490224,75.6824990385212,101.23268602183089,1,1,1
210,24.11281899549067,76.7561310203746,100.8808389888145,1,1,1
211,23.072390991728753,72.22403399646282,95.30805400572717,1,1,1
212,27.423491002991796,75.76899800915271,103.20463700918481,1,1,1
213,23.41577399056405,72.619749000296,96.04719001799822,1,1,1
214,27.9405569890514,72.399327007588,100.39995703846216,1,1,1
215,27.109569986350834,75.15041396254674,102.27359499549493,1,1,1
216,24.309409025590867,71.98348100064322,96.30437201121822,1,1,1
217,28.441179951187223,77.58187799481675,106.03477997938171,1,2,1
218,21.284954040311277,81.8903690087609,103.18876703968272,1,2,1
219,17.049610964022577,80.04619303392246,97.10441500646994,1,2,1
220,20.67920396802947,77.05977500882,97.74981299415231,1,2,1
221,21.929593000095338,74.3740379693918,96.31309396354482,1,2,1
222,26.815166987944394,76.6937619773671,103.52266998961568,1,2,1
223,23.02492898888886,73.60817899461836,96.68843995314091,1,2,1
224,25.290820049121976,77.11042201844975,102.41174203110859,1,2,1
225,23.048057046253234,75.00843598973006,98.06734503945336,1,2,1
226,25.499427050817758,75.57692698901519,101.0956690297462,1,2,1
227,23.672252020332962,74.5955899474211,98.2818229822442,1,2,1
228,25.868644006550312,73.9707860047929,99.8511150246486,1,2,1
229,25.775460992008448,76.24060299713165,102.02789696631953,1,2,1
230,22.933651984203607,76.64846704574302,99.59563700249419,1,2,1
231,22.803562053013593,77.28408701950684,100.09748203447089,1,2,1
232,21.6878560022451,76.16315898485482,97.86310797790065,1,2,1
233,25.218727998435497,77.94657704653218,103.17710100207478,1,2,1
234,20.615871995687485,80.36824397277087,100.99583800183609,1,2,1
235,19.88703099777922,80.64088801620528,100.53862305358052,1,2,1
236,17.7502500009723,78.76891602063552,96.53090598294511,1,2,1
237,21.578450978267938,73.94322997424752,95.53186595439911,1,2,1
238,25.34909697715193,74.95640002889559,100.31405300833285,1,2,1
239,26.626392966136336,76.81326102465391,103.45470899483189,1,2,1
240,22.619619965553284,76.6441339510493,99.27636495558545,1,2,1
241,22.747526003513485,78.71082500787452,101.46840603556484,1,2,1
242,20.394282997585833,75.37455996498466,95.78075096942484,1,2,1
243,25.802090007346123,77.06844300264493,102.88173600565642,1,2,1
244,23.18020397797227,77.37067801645026,100.56315996916965,1,2,1
245,21.483822027221322,82.50447001773864,103.99881104240194,1,2,1
246,15.479377005249262,80.35617001587525,95.84317600820214,1,2,1
247,21.888889954425395,77.87491101771593,99.7783379862085,1,2,1
248,19.941475009545684,76.00855099735782,95.96065600635484,1,2,1
249,25.598055974114686,73.43170198146254,99.04196095885709,1,2,1
250,25.534130982123315,72.49393704114482,98.03832799661905,1,2,1
251,28.31301500555128,74.07448801677674,102.39974403521046,1,2,1
252,24.9054929590784,76.10642001964152,101.02287598419935,1,2,1
253,23.84017501026392,72.39329203730449,96.24450403498486,1,2,1
254,27.277882967609912,73.2218159828335,100.51160596776754,1,2,1
255,26.726299023721367,77.86544901318848,104.60932203568518,1,2,1
256,20.70709300460294,79.65769898146391,100.37642199313268,1,2,1
257,21.777076995931566,76.05466101085767,97.84370101988316,1,2,1
258,23.084743006620556,82.57480396423489,105.67021300084889,1,2,1
259,17.840507032815367,89.76289897691458,107.61633201036602,1,2,1
260,7.70573498448357,87.68098603468388,95.396090997383,1,2,1
261,12.075038976036012,87.37775002373382,99.4603629806079,1,2,1
262,13.406888989266008,87.38380501745269,100.79993499675766,1,2,1
263,11.324235994834453,90.26753902435303,101.60007100785151,1,2,1
264,9.818702994380146,84.99332302017137,94.81959999538958,1,2,1
265,14.890088990796357,86.36811701580882,101.2658909894526,1,2,1
266,13.94395501120016,84.53145896783099,98.48495101323351,1,2,1
267,16.10560796689242,83.81835895124823,99.93411495815963,1,2,1
268,14.48676100699231,87.19445700990036,101.6910329926759,1,2,1
269,12.999080994632095,84.3185189878568,97.32609998900443,1,2,1
270,15.4311369988136,85.33720701234415,100.77973298029974,1,2,1
271,14.493003021925688,89.65843700570986,104.16010703193024,1,2,1
272,10.037755011580884,86.83879498858005,96.8848469783552,1,1,1
273,12.72223301930353,88.73985899845138,101.47003596648574,1,1,1
274,11.249978037085384,87.15656801359728,98.41495304135606,1,1,1
275,12.189314991701394,78.14218697603792,90.3427239973098,1,1,1
276,22.97141100279987,82.24614302162081,105.22753500845283,1,1,1
277,17.05598196713254,96.48594504687935,113.55098302010447,1,1,1
278,2.40364798810333,91.41300403280184,93.82391202962026,1,1,1
279,8.416020020376891,104.46354700252414,112.88851202698424,1,1,1
280,2.1596159785985947,90.49396199407056,92.66126295551658,1,1,1
281,2.449258987326175,90.60042403871194,93.05697900708765,1,1,1
282,9.49313398450613,88.97926303325221,98.48030400462449,1,1,1
283,11.393271968699992,89.87967600114644,101.28209600225091,1,1,1
284,9.063937002792954,89.60834698518738,98.68635702878237,1,1,1
285,10.291882033925503,82.07522000884637,92.37465704791248,1,1,1
286,17.758711997885257,86.26087795710191,104.03138695983216,1,1,1
287,14.025620999746025,80.77131299069151,94.80634098872542,1,1,1
288,18.455461016856134,83.35347898537293,101.8173840129748,1,1,2
289,16.731153998989612,90.37079801782966,107.1106549934484,1,1,2
290,9.114564978517592,90.14424600172788,99.2667559767142,1,1,1
291,9.836387995164841,89.09892797237262,98.94466795958579,1,1,1
292,10.297028988134116,86.8026299867779,97.10658498806879,1,1,1
293,13.497166044544429,84.77873401716352,98.28464104793966,1,1,1
294,14.628370990976691,85.74279397726059,100.37916497094557,1,1,1
295,15.4414510470815,87.29273302014917,102.7445180225186,1,1,1
296,10.990203998517245,87.12229097727686,98.11992099275813,1,1,1
297,13.151800958439708,78.2520740176551,91.41252300469205,1,1,1
298,21.721467026509345,76.20034698629752,97.93099900707603,1,1,1
299,24.61166400462389,80.72990702930838,105.35268200328574,1,1,1
