event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,displacement_present,velocity_present,car_steer_present,head_present,eye_present,environment_states_present,environment_distance,car_velocity,car_steer,head,eye,head_history_json,eye_history_json,environment_states_json
llm_output_tick,8200000000,8200.0,8241.376023,8200000000,0,41.377864000000045,0,1,1,1,1,1,1,3890.853356694164,101.99729494593795,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8300000000,8300.0,8338.057708,8300000000,0,38.063475000000835,0,1,1,1,1,1,1,3881.55606639105,102.8514056028108,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8400000000,8400.0,8461.853917,8400000000,0,61.85998599999948,0,1,1,1,1,1,1,3872.258776087936,103.69579606756226,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8500000000,8500.0,8538.819339,8500000000,0,38.82248299999992,0,1,1,1,1,1,1,3862.961485784822,104.53049728300195,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8600000000,8600.0,8641.672482,8600000000,0,41.67892700000084,0,1,1,1,1,1,1,3853.664195481708,105.35554256843353,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,8600000000,8600.0,8642.101071,8600000000,0,42.1051750000006,0,1,1,1,1,1,1,3853.664195481708,105.35554256843353,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8700000000,8700.0,8739.674882,8700000000,0,39.681807999999364,0,1,1,1,1,1,1,3844.3669051785937,106.17096754899525,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8800000000,8800.0,8840.443595,8800000000,0,40.44810900000084,0,1,1,1,1,1,1,3835.0696148754796,106.97681008509026,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,8900000000,8900.0,8971.289512,8900000000,0,71.29524599999968,0,1,1,1,1,1,1,3825.7723245723655,107.77311020198019,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9000000000,9000.0,9038.029387,9000000000,0,38.035055000000284,0,1,1,1,1,1,1,3816.4750342692514,108.55991001961306,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,9000000000,9000.0,9038.386756,9000000000,0,38.38916199999949,0,1,1,1,1,1,1,3816.4750342692514,108.55991001961306,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9100000000,9100.0,9138.807656,9100000000,0,38.814102000000275,0,1,1,1,1,1,1,3807.1777439661373,109.3372536827538,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9200000000,9200.0,9239.594057,9200000000,0,39.596981000000596,0,1,1,1,1,1,1,3797.880453663023,110.10518729148231,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9300000000,9300.0,9338.051765,9300000000,0,38.05772199999956,0,1,1,1,1,1,1,3788.583163359909,110.86375883212162,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9400000000,9400.0,9467.989016,9400000000,0,67.99417499999981,0,1,1,1,1,1,1,3779.285873056795,111.6130181086557,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,9400000000,9400.0,9468.370743,9400000000,0,68.3724719999991,0,1,1,1,1,1,1,3779.285873056795,111.6130181086557,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9500000000,9500.0,9538.120382,9500000000,0,38.12302500000078,0,1,1,1,1,1,1,3769.988582753681,112.35301667469331,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9600000000,9600.0,9638.737075,9600000000,0,38.74338700000044,0,1,1,1,1,1,1,3760.691292450567,113.08380776603197,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9700000000,9700.0,9737.583648,9700000000,0,37.588739999999234,0,1,1,1,1,1,1,3751.3940021474527,113.80544623387281,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9800000000,9800.0,9838.253683,9800000000,0,38.26106599999912,0,1,1,1,1,1,1,3742.0967118443386,114.51798847873442,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,9800000000,9800.0,9838.666458,9800000000,0,38.66791299999932,0,1,1,1,1,1,1,3742.0967118443386,114.51798847873442,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9900000000,9900.0,9968.289548,9900000000,0,68.29708500000015,0,1,1,1,1,1,1,3732.7994215412245,115.22149238511133,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10000000000,10000.0,10040.161976,10000000000,0,40.166855999999825,0,1,1,1,1,1,1,3723.5021312381105,115.91601725691953,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10100000000,10100.0,10142.700547,10100000000,0,42.7060390000006,0,1,1,1,1,1,1,3714.2048409349964,116.60162375376918,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10200000000,10200.0,10238.250362,10200000000,0,38.255912000000535,0,1,1,1,1,1,1,3704.9075506318823,117.27837382810165,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,10200000000,10200.0,10238.604379,10200000000,0,38.60582600000089,0,1,1,1,1,1,1,3704.9075506318823,117.27837382810165,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10300000000,10300.0,10342.65938,10300000000,0,42.66336500000034,0,1,1,1,1,1,1,3695.610260328768,117.94633066322588,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10400000000,10400.0,10466.404863,10400000000,0,66.41080099999999,0,1,1,1,1,1,1,3686.312970025654,118.60555861228593,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10500000000,10500.0,10540.105059,10500000000,0,40.11024299999917,0,1,1,1,1,1,1,3677.01567972254,119.2561231381897,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10600000000,10600.0,10638.1108,10600000000,0,38.11570000000029,0,1,1,1,1,1,1,3667.718389419426,119.89809075452574,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,10600000000,10600.0,10638.857972,10600000000,0,38.859990000000835,0,1,1,1,1,1,1,3667.718389419426,119.89809075452574,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10700000000,10700.0,10740.58823,10700000000,0,40.5910700000004,0,1,1,1,1,1,1,3658.421099116312,120.53152896749349,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10800000000,10800.0,10841.183591,10800000000,0,41.18722800000069,0,1,1,1,1,1,1,3649.1238088131977,121.15650621886896,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10900000000,10900.0,10967.852453,10900000000,0,67.8577150000001,0,1,1,1,1,1,1,3639.8265185100836,121.77309183002657,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11000000000,11000.0,11039.672035,11000000000,0,39.67694599999959,0,1,1,1,1,1,1,3630.5292282069695,122.38135594703523,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,11000000000,11000.0,11040.047677,11000000000,0,40.05014200000005,0,1,1,1,1,1,1,3630.5292282069695,122.38135594703523,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11100000000,11100.0,11141.718211,11100000000,0,41.724064,0,1,1,1,1,1,1,3621.2319379038554,122.98136948684439,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11200000000,11200.0,11250.558477,11200000000,0,50.56485699999939,0,1,1,1,1,1,1,3611.9346476007413,123.5732040845744,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11341.617702,11300000000,0,41.622746999999436,0,1,1,1,1,1,1,3602.637357297627,124.15693204192284,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11400000000,11400.0,11465.307808,11400000000,0,65.31350500000008,0,1,1,1,1,1,1,3593.3400669945163,124.73262627669713,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,11400000000,11400.0,11465.862414,11400000000,0,65.86655400000018,0,1,1,1,1,1,1,3593.3400669945163,124.73262627669713,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11500000000,11500.0,11540.953385,11500000000,0,40.9590360000002,0,1,1,1,1,1,1,3584.0427766914067,125.30036027348146,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11600000000,11600.0,11640.784383,11600000000,0,40.7904639999997,0,1,1,1,1,1,1,3574.7454863882967,125.86020803544456,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11700000000,11700.0,11741.236822,11700000000,0,41.24300000000039,0,1,1,1,1,1,1,3565.448196085187,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11800000000,11800.0,11838.861057,11800000000,0,38.86632599999939,0,1,1,1,1,1,1,3556.1509057820776,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,11800000000,11800.0,11839.524032,11800000000,0,39.530265999999756,0,1,1,1,1,1,1,3556.1509057820776,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11900000000,11900.0,11964.647441,11900000000,0,64.65297900000041,0,1,1,1,1,1,1,3546.853615478968,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12000000000,12000.0,12038.821728,12000000000,0,38.82746699999916,0,1,1,1,1,1,1,3537.5563251758585,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12100000000,12100.0,12138.374601,12100000000,0,38.38010899999972,0,1,1,1,1,1,1,3528.2590348727485,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12200000000,12200.0,12239.343233,12200000000,0,39.34875800000009,0,1,1,1,1,1,1,3518.961744569639,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,12200000000,12200.0,12239.695267,12200000000,0,39.69752300000073,0,1,1,1,1,1,1,3518.961744569639,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12300000000,12300.0,12338.991717,12300000000,0,38.997488999999405,0,1,1,1,1,1,1,3509.6644542665294,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12400000000,12400.0,12467.461043,12400000000,0,67.4664589999993,0,1,1,1,1,1,1,3500.3671639634194,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12500000000,12500.0,12538.668259,12500000000,0,38.67282899999918,0,1,1,1,1,1,1,3491.06987366031,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12600000000,12600.0,12638.333312,12600000000,0,38.33819500000027,0,1,1,1,1,1,1,3481.7725833572003,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,12600000000,12600.0,12638.665344,12600000000,0,38.6673439999995,0,1,1,1,1,1,1,3481.7725833572003,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12700000000,12700.0,12738.609851,12700000000,0,38.616964999999254,0,1,1,1,1,1,1,3472.475293054091,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12800000000,12800.0,12836.944748,12800000000,0,36.95015799999965,0,1,1,1,1,1,1,3463.1780027509812,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,12900000000,12900.0,12966.783122,12900000000,0,66.78882800000065,0,1,1,1,1,1,1,3453.8807124478712,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,13000000000,13000.0,13038.233191,13000000000,0,38.23834899999929,0,1,1,1,1,1,1,3444.5834221447617,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,13000000000,13000.0,13038.580768,13000000000,0,38.59499300000061,0,1,1,1,1,1,1,3444.5834221447617,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,13100000000,13100.0,13137.83591,13100000000,0,37.841372999999294,0,1,1,1,1,1,1,3435.286131841652,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,13200000000,13200.0,13237.66354,13200000000,0,37.666517999999996,0,1,1,1,1,1,1,3425.988841538542,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,13300000000,13300.0,13337.876626,13300000000,0,37.8798599999991,0,1,1,1,1,1,1,3416.6915512354326,126.0,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
