run,payload_bytes,rtt_ms,one_way_est_ms
127,256,7.798875,3.8994375
128,256,7.367792,3.683896
129,256,7.280291,3.6401455
130,256,7.074708,3.537354
131,256,7.885042,3.942521
132,256,8.379916,4.189958
133,256,7.41725,3.708625
134,256,7.013375,3.5066875
135,256,7.471458,3.735729
136,256,13.240084,6.620042
137,256,9.627625,4.8138125
138,256,15.690458,7.845229
139,256,8.520333,4.2601665
140,256,7.828125,3.9140625
141,256,7.032333,3.5161665
142,256,8.684875,4.3424375
143,256,7.104166,3.552083
144,256,6.935958,3.467979
145,256,8.110167,4.0550835
146,256,7.921333,3.9606665
147,256,7.763208,3.881604
148,256,7.585792,3.792896
149,256,7.093417,3.5467085
150,256,10.711792,5.355896
151,256,7.1755,3.58775
152,256,9.130917,4.5654585
153,256,8.124042,4.062021
154,256,7.510042,3.755021
155,256,14.120708,7.060354
156,256,7.472583,3.7362915
157,256,7.966333,3.9831665
158,256,7.838375,3.9191875
159,256,7.341208,3.670604
160,256,7.446625,3.7233125
161,256,8.369292,4.184646
162,256,8.046708,4.023354
163,256,7.641709,3.8208545
164,256,7.749917,3.8749585
165,256,8.202583,4.1012915
166,256,7.753041,3.8765205
167,256,7.133667,3.5668335
168,256,13.83725,6.918625
169,256,7.230583,3.6152915
170,256,7.342583,3.6712915
171,256,8.887875,4.4439375
172,256,8.077958,4.038979
173,256,7.066125,3.5330625
174,256,8.30275,4.151375
175,256,8.243834,4.121917
176,256,9.028459,4.5142295
177,256,7.04275,3.521375
178,256,7.991917,3.9959585
179,256,7.167916,3.583958
180,256,7.48325,3.741625
181,256,8.109334,4.054667
182,256,7.464917,3.7324585
183,256,7.298875,3.6494375
184,256,7.212833,3.6064165
185,256,7.318583,3.6592915
186,256,8.062375,4.0311875
187,256,8.466708,4.233354
188,256,8.384833,4.1924165
189,256,8.027958,4.013979
190,256,7.222,3.611
191,256,7.120333,3.5601665
192,256,7.229083,3.6145415
193,256,7.384375,3.6921875
194,256,8.766083,4.3830415
195,256,8.125416,4.062708
196,256,7.270459,3.6352295
197,256,7.556625,3.7783125
198,256,7.461125,3.7305625
199,256,6.949833,3.4749165
200,256,7.361084,3.680542
201,256,8.3915,4.19575
202,256,7.52425,3.762125
203,256,7.908875,3.9544375
204,256,7.994167,3.9970835
205,256,7.309416,3.654708
206,256,7.097792,3.548896
207,256,7.420875,3.7104375
208,256,9.002,4.501
209,256,7.144167,3.5720835
210,256,7.913541,3.9567705
211,256,7.75025,3.875125
212,256,7.041541,3.5207705
213,256,7.841209,3.9206045
214,256,7.145041,3.5725205
215,256,9.162042,4.581021
216,256,7.928084,3.964042
217,256,8.191167,4.0955835
218,256,7.006958,3.503479
219,256,7.152584,3.576292
220,256,7.184208,3.592104
221,256,8.918042,4.459021
222,256,7.143666,3.571833
223,256,7.684875,3.8424375
224,256,7.026042,3.513021
225,256,7.548042,3.774021
226,256,7.727792,3.863896
227,256,7.355708,3.677854
228,256,6.766167,3.3830835
229,256,8.385125,4.1925625
230,256,8.822834,4.411417
231,256,8.261292,4.130646
232,256,7.030458,3.515229
233,256,14.690166,7.345083
234,256,7.9515,3.97575
235,256,7.975708,3.987854
236,256,7.4955,3.74775
237,256,9.53425,4.767125
238,256,7.1045,3.55225
239,256,7.389042,3.694521
240,256,7.0915,3.54575
241,256,7.161542,3.580771
242,256,6.907333,3.4536665
243,256,7.028667,3.5143335
244,256,8.036042,4.018021
245,256,7.588792,3.794396
246,256,7.824584,3.912292
247,256,6.997625,3.4988125
248,256,8.001666,4.000833
249,256,7.0325,3.51625
250,256,7.321125,3.6605625
251,256,7.048791,3.5243955
252,256,6.906792,3.453396
253,256,8.248583,4.1242915
254,256,8.165167,4.0825835
255,256,7.638666,3.819333
256,256,6.975708,3.487854
257,256,7.298541,3.6492705
258,256,7.403459,3.7017295
259,256,8.121417,4.0607085
260,256,10.169083,5.0845415
261,256,9.616959,4.8084795
262,256,8.387541,4.1937705
263,256,10.321,5.1605
264,256,8.179833,4.0899165
265,256,9.596291,4.7981455
266,256,7.529417,3.7647085
267,256,9.068083,4.5340415
268,256,8.461583,4.2307915
269,256,7.549792,3.774896
270,256,7.70075,3.850375
271,256,7.360709,3.6803545
272,256,8.331458,4.165729
273,256,10.438833,5.2194165
274,256,6.778916,3.389458
275,256,7.278792,3.639396
276,256,7.576458,3.788229
277,256,8.634042,4.317021
278,256,7.446041,3.7230205
279,256,7.365583,3.6827915
280,256,7.297167,3.6485835
281,256,6.862833,3.4314165
282,256,7.258208,3.629104
283,256,6.643416,3.321708
284,256,7.13275,3.566375
285,256,6.986875,3.4934375
286,256,7.076041,3.5380205
287,256,7.080917,3.5404585
288,256,8.36575,4.182875
289,256,19.830375,9.9151875
290,256,6.919333,3.4596665
291,256,6.894917,3.4474585
292,256,7.883417,3.9417085
293,256,7.125834,3.562917
294,256,9.465083,4.7325415
295,256,7.503084,3.751542
296,256,6.681667,3.3408335
297,256,6.630417,3.3152085
298,256,6.672334,3.336167
299,256,7.408875,3.7044375
300,256,7.375291,3.6876455
301,256,7.692333,3.8461665
302,256,9.543042,4.771521
303,256,6.956375,3.4781875
304,256,7.226542,3.613271
305,256,7.738542,3.869271
306,256,8.883083,4.4415415
307,256,7.798875,3.8994375
308,256,6.441333,3.2206665
309,256,6.997125,3.4985625
310,256,6.539375,3.2696875
311,256,9.016292,4.508146
312,256,6.413167,3.2065835
313,256,7.183041,3.5915205
314,256,7.272125,3.6360625
315,256,6.613416,3.306708
316,256,6.567167,3.2835835
317,256,7.3275,3.66375
318,256,7.415625,3.7078125
319,256,6.938375,3.4691875
320,256,7.634917,3.8174585
321,256,6.8075,3.40375
322,256,8.03575,4.017875
323,256,6.98925,3.494625
324,256,7.579584,3.789792
325,256,8.655541,4.3277705
326,256,6.723666,3.361833
327,256,6.85875,3.429375
328,256,7.67725,3.838625
329,256,7.140292,3.570146
330,256,8.185209,4.0926045
331,256,7.799167,3.8995835
332,256,7.392458,3.696229
333,256,7.48925,3.744625
334,256,7.041292,3.520646
335,256,6.947833,3.4739165
336,256,7.4585,3.72925
337,256,6.614959,3.3074795
338,256,6.965,3.4825
339,256,7.703666,3.851833
340,256,6.737,3.3685
341,256,6.95925,3.479625
342,256,7.648917,3.8244585
343,256,6.994167,3.4970835
344,256,8.135375,4.0676875
345,256,7.141917,3.5709585
346,256,6.918917,3.4594585
347,256,6.963708,3.481854
348,256,6.730791,3.3653955
349,256,7.123458,3.561729
350,256,6.984084,3.492042
351,256,7.051083,3.5255415
352,256,6.952,3.476
353,256,6.144583,3.0722915
354,256,8.771125,4.3855625
355,256,14.037875,7.0189375
356,256,6.747208,3.373604
357,256,7.769458,3.884729
358,256,7.054084,3.527042
359,256,7.638292,3.819146
360,256,6.683833,3.3419165
361,256,6.963125,3.4815625
362,256,11.498208,5.749104
363,256,6.614375,3.3071875
364,256,6.686334,3.343167
365,256,6.640958,3.320479
366,256,8.443,4.2215
367,256,7.446458,3.723229
368,256,6.6935,3.34675
369,256,6.699375,3.3496875
370,256,6.541417,3.2707085
371,256,8.652,4.326
372,256,6.803167,3.4015835
373,256,6.896417,3.4482085
374,256,7.47125,3.735625
375,256,7.645083,3.8225415
376,256,7.349,3.6745
377,256,7.481625,3.7408125
378,256,7.3935,3.69675
379,256,10.722417,5.3612085
380,256,7.470667,3.7353335
381,256,6.769208,3.384604
382,256,6.807167,3.4035835
383,256,6.608875,3.3044375
384,256,6.963042,3.481521
385,256,6.86875,3.434375
386,256,8.139375,4.0696875
387,256,6.843958,3.421979
388,256,6.809959,3.4049795
389,256,6.879167,3.4395835
390,256,6.478333,3.2391665
391,256,7.346375,3.6731875
392,256,7.202209,3.6011045
393,256,7.203417,3.6017085
394,256,6.735291,3.3676455
395,256,7.622542,3.811271
396,256,6.764209,3.3821045
397,256,7.561208,3.780604
398,256,15.266208,7.633104
399,256,7.705459,3.8527295
400,256,6.965209,3.4826045
401,256,7.460291,3.7301455
402,256,6.700833,3.3504165
403,256,6.799709,3.3998545
404,256,6.625917,3.3129585
405,256,6.674708,3.337354
406,256,6.741125,3.3705625
407,256,7.478583,3.7392915
408,256,8.376292,4.188146
409,256,7.120333,3.5601665
410,256,7.54675,3.773375
411,256,8.749375,4.3746875
412,256,7.024542,3.512271
413,256,7.158375,3.5791875
414,256,6.656125,3.3280625
415,256,6.563125,3.2815625
416,256,6.950916,3.475458
417,256,6.666583,3.3332915
418,256,7.745208,3.872604
419,256,6.631875,3.3159375
420,256,7.684291,3.8421455
421,256,6.802084,3.401042
422,256,7.665666,3.832833
423,256,6.659333,3.3296665
424,256,7.325584,3.662792
425,256,7.119083,3.5595415
426,256,9.431792,4.715896
427,256,7.955,3.9775
428,256,6.667334,3.333667
429,256,6.903041,3.4515205
430,256,6.759917,3.3799585
431,256,18.335625,9.1678125
432,256,7.452209,3.7261045
433,256,7.095709,3.5478545
434,256,6.897209,3.4486045
435,256,7.766875,3.8834375
436,256,7.59525,3.797625
437,256,7.749,3.8745
438,256,7.813708,3.906854
439,256,7.618916,3.809458
440,256,8.389583,4.1947915
441,256,8.782125,4.3910625
442,256,6.902792,3.451396
443,256,6.792,3.396
444,256,7.085041,3.5425205
445,256,6.707625,3.3538125
446,256,6.922416,3.461208
447,256,6.888542,3.444271
448,256,6.885416,3.442708
449,256,13.891208,6.945604
450,256,7.745166,3.872583
451,256,7.606667,3.8033335
452,256,7.652375,3.8261875
453,256,6.659292,3.329646
454,256,7.49875,3.749375
455,256,7.388666,3.694333
456,256,11.634709,5.8173545
457,256,7.490875,3.7454375
458,256,6.753583,3.3767915
459,256,6.9625,3.48125
460,256,7.654625,3.8273125
461,256,8.428625,4.2143125
462,256,7.695042,3.847521
463,256,6.966583,3.4832915
464,256,8.301125,4.1505625
465,256,7.138875,3.5694375
466,256,8.870541,4.4352705
467,256,6.879625,3.4398125
468,256,6.914625,3.4573125
469,256,6.737083,3.3685415
470,256,7.069125,3.5345625
471,256,7.131458,3.565729
472,256,7.001542,3.500771
473,256,7.126625,3.5633125
474,256,7.451292,3.725646
475,256,7.036041,3.5180205
476,256,8.311958,4.155979
477,256,7.867458,3.933729
478,256,7.51525,3.757625
479,256,8.299209,4.1496045
480,256,6.793667,3.3968335
481,256,7.516291,3.7581455
482,256,6.508625,3.2543125
483,256,6.762042,3.381021
484,256,7.646042,3.823021
485,256,6.666375,3.3331875
486,256,6.949959,3.4749795
487,256,7.419291,3.7096455
488,256,6.901458,3.450729
489,256,6.878542,3.439271
490,256,8.073583,4.0367915
491,256,8.590666,4.295333
492,256,6.976542,3.488271
493,256,7.271708,3.635854
494,256,7.688958,3.844479
495,256,6.920625,3.4603125
496,256,7.205667,3.6028335
497,256,6.97125,3.485625
498,256,7.53725,3.768625
499,256,7.366875,3.6834375
500,256,7.057958,3.528979
501,256,7.117541,3.5587705
502,256,7.844791,3.9223955
503,256,8.692333,4.3461665
504,256,7.071666,3.535833
505,256,7.164791,3.5823955
506,256,8.266875,4.1334375
507,256,7.044125,3.5220625
508,256,7.342209,3.6711045
509,256,7.956,3.978
510,256,6.983709,3.4918545
511,256,7.29025,3.645125
512,256,6.712667,3.3563335
513,256,7.287542,3.643771
514,256,6.818125,3.4090625
515,256,7.604,3.802
516,256,6.963417,3.4817085
517,256,8.605583,4.3027915
518,256,7.963792,3.981896
519,256,7.911291,3.9556455
520,256,6.672709,3.3363545
521,256,6.827,3.4135
522,256,6.573834,3.286917
523,256,6.92425,3.462125
524,256,6.97125,3.485625
525,256,7.333541,3.6667705
526,256,9.455709,4.7278545
527,256,7.597208,3.798604
528,256,7.033209,3.5166045
529,256,6.816459,3.4082295
530,256,6.92675,3.463375
531,256,10.355292,5.177646
532,256,6.823875,3.4119375
533,256,9.106458,4.553229
534,256,6.84325,3.421625
535,256,6.774541,3.3872705
536,256,8.026292,4.013146
537,256,7.178959,3.5894795
538,256,6.933333,3.4666665
539,256,6.640125,3.3200625
540,256,6.840875,3.4204375
541,256,6.800125,3.4000625
542,256,6.834166,3.417083
543,256,7.699708,3.849854
544,256,14.438875,7.2194375
545,256,7.029,3.5145
546,256,7.127291,3.5636455
547,256,7.176792,3.588396
548,256,7.444,3.722
549,256,7.239834,3.619917
550,256,7.773875,3.8869375
551,256,8.37525,4.187625
552,256,6.945208,3.472604
553,256,8.699,4.3495
554,256,8.305375,4.1526875
555,256,7.995417,3.9977085
556,256,6.911292,3.455646
557,256,9.871917,4.9359585
558,256,8.174625,4.0873125
559,256,6.830416,3.415208
560,256,6.985,3.4925
561,256,6.77025,3.385125
562,256,7.814459,3.9072295
563,256,17.382375,8.6911875
564,256,7.858375,3.9291875
565,256,6.762583,3.3812915
566,256,7.55225,3.776125
567,256,6.80825,3.404125
568,256,6.920292,3.460146
569,256,6.794042,3.397021
570,256,8.085417,4.0427085
571,256,8.981042,4.490521
572,256,7.883833,3.9419165
573,256,7.887541,3.9437705
574,256,6.804042,3.402021
575,256,7.146791,3.5733955
576,256,6.842708,3.421354
577,256,6.690666,3.345333
578,256,6.764041,3.3820205
579,256,7.712625,3.8563125
580,256,7.092375,3.5461875
581,256,6.747833,3.3739165
582,256,6.702792,3.351396
583,256,6.734791,3.3673955
584,256,16.075333,8.0376665
585,256,7.364209,3.6821045
586,256,7.183583,3.5917915
587,256,9.902542,4.951271
588,256,6.897833,3.4489165
589,256,6.732208,3.366104
590,256,6.64725,3.323625
591,256,6.990333,3.4951665
592,256,7.577375,3.7886875
593,256,7.206084,3.603042
594,256,6.715417,3.3577085
595,256,6.712417,3.3562085
596,256,7.009291,3.5046455
597,256,7.028792,3.514396
598,256,7.754041,3.8770205
599,256,6.745333,3.3726665
600,256,7.605458,3.802729
601,256,6.660875,3.3304375
602,256,7.653209,3.8266045
603,256,7.376958,3.688479
604,256,18.160083,9.0800415
605,256,7.009708,3.504854
606,256,7.865708,3.932854
607,256,7.7265,3.86325
608,256,7.503375,3.7516875
609,256,7.427,3.7135
610,256,6.603958,3.301979
611,256,6.924333,3.4621665
612,256,6.826292,3.413146
613,256,7.88725,3.943625
614,256,6.772875,3.3864375
615,256,6.796125,3.3980625
616,256,7.027417,3.5137085
617,256,6.719166,3.359583
618,256,7.616375,3.8081875
619,256,7.833417,3.9167085
620,256,6.901916,3.450958
621,256,6.803,3.4015
622,256,7.164375,3.5821875
623,256,7.122958,3.561479
624,256,6.924584,3.462292
625,256,9.091541,4.5457705
626,256,11.497833,5.7489165
627,256,6.922125,3.4610625
628,256,7.286208,3.643104
629,256,6.717625,3.3588125
630,256,6.821792,3.410896
631,256,7.111042,3.555521
632,256,7.178917,3.5894585
633,256,13.2505,6.62525
634,256,6.91575,3.457875
635,256,15.502084,7.751042
636,256,7.326125,3.6630625
637,256,7.769875,3.8849375
638,256,7.541417,3.7707085
639,256,6.777208,3.388604
640,256,7.762167,3.8810835
641,256,6.75325,3.376625
642,256,6.73525,3.367625
643,256,7.283708,3.641854
644,256,7.218791,3.6093955
645,256,8.092959,4.0464795
646,256,7.575458,3.787729
647,256,7.626458,3.813229
648,256,8.298541,4.1492705
649,256,6.871458,3.435729
650,256,8.730666,4.365333
651,256,7.568083,3.7840415
652,256,7.559459,3.7797295
653,256,7.140708,3.570354
654,256,6.9315,3.46575
655,256,7.21825,3.609125
656,256,6.542125,3.2710625
657,256,7.033625,3.5168125
658,256,6.727458,3.363729
659,256,7.529083,3.7645415
660,256,7.379625,3.6898125
661,256,7.057667,3.5288335
662,256,7.603,3.8015
663,256,7.22825,3.614125
664,256,8.004834,4.002417
665,256,7.198917,3.5994585
666,256,6.975334,3.487667
667,256,7.59775,3.798875
668,256,6.89325,3.446625
669,256,7.308125,3.6540625
670,256,7.048875,3.5244375
671,256,7.655125,3.8275625
672,256,6.585666,3.292833
673,256,6.71075,3.355375
674,256,6.737042,3.368521
675,256,7.266625,3.6333125
676,256,6.8595,3.42975
677,256,7.537084,3.768542
678,256,12.493125,6.2465625
679,256,8.736792,4.368396
680,256,7.805292,3.902646
681,256,6.687083,3.3435415
682,256,7.63925,3.819625
683,256,6.548167,3.2740835
684,256,6.789333,3.3946665
685,256,6.861208,3.430604
686,256,6.836416,3.418208
687,256,6.873708,3.436854
688,256,7.577667,3.7888335
689,256,9.175833,4.5879165
690,256,9.438334,4.719167
691,256,7.292458,3.646229
692,256,6.926167,3.4630835
693,256,7.841459,3.9207295
694,256,14.619334,7.309667
695,256,7.572459,3.7862295
696,256,6.644667,3.3223335
697,256,6.962667,3.4813335
698,256,7.330042,3.665021
699,256,7.593375,3.7966875
700,256,6.275042,3.137521
701,256,6.8515,3.42575
702,256,7.695834,3.847917
703,256,7.486792,3.743396
704,256,7.964375,3.9821875
705,256,6.814166,3.407083
706,256,7.671375,3.8356875
707,256,6.952,3.476
708,256,7.069042,3.534521
709,256,7.884084,3.942042
710,256,7.508916,3.754458
711,256,6.885916,3.442958
712,256,6.68125,3.340625
713,256,6.91125,3.455625
714,256,7.082541,3.5412705
715,256,7.768708,3.884354
716,256,7.717542,3.858771
717,256,6.814083,3.4070415
718,256,8.386791,4.1933955
719,256,6.934792,3.467396
720,256,8.9685,4.48425
721,256,6.918417,3.4592085
722,256,7.371208,3.685604
723,256,7.045167,3.5225835
724,256,7.431334,3.715667
725,256,7.27925,3.639625
726,256,7.160958,3.580479
727,256,7.151,3.5755
728,256,7.084458,3.542229
729,256,6.941709,3.4708545
730,256,9.081042,4.540521
731,256,9.152167,4.5760835
732,256,7.081667,3.5408335
733,256,8.001417,4.0007085
734,256,10.469083,5.2345415
735,256,7.943292,3.971646
736,256,7.187209,3.5936045
737,256,7.979958,3.989979
738,256,7.0385,3.51925
739,256,7.476417,3.7382085
740,256,7.629708,3.814854
741,256,7.287958,3.643979
742,256,8.938458,4.469229
743,256,7.578541,3.7892705
744,256,7.7835,3.89175
745,256,7.802416,3.901208
746,256,7.176917,3.5884585
747,256,8.681208,4.340604
748,256,7.018792,3.509396
749,256,7.24125,3.620625
750,256,6.8155,3.40775
751,256,7.201542,3.600771
752,256,7.714708,3.857354
753,256,7.729666,3.864833
754,256,7.449084,3.724542
755,256,7.350625,3.6753125
756,256,7.292625,3.6463125
757,256,7.521958,3.760979
758,256,6.895583,3.4477915
759,256,7.724083,3.8620415
760,256,6.984417,3.4922085
761,256,8.606292,4.303146
762,256,7.230041,3.6150205
763,256,6.980541,3.4902705
764,256,14.437875,7.2189375
765,256,7.294167,3.6470835
766,256,6.92725,3.463625
767,256,6.975125,3.4875625
768,256,8.242709,4.1213545
769,256,8.326875,4.1634375
770,256,7.735709,3.8678545
771,256,6.930125,3.4650625
772,256,6.898709,3.4493545
773,256,7.206,3.603
774,256,8.820041,4.4100205
775,256,8.592625,4.2963125
776,256,8.862375,4.4311875
777,256,7.506,3.753
778,256,7.562583,3.7812915
779,256,13.988833,6.9944165
780,256,8.643167,4.3215835
781,256,7.6555,3.82775
782,256,8.281042,4.140521
783,256,12.201791,6.1008955
784,256,7.138875,3.5694375
785,256,7.135125,3.5675625
786,256,8.690916,4.345458
787,256,7.052959,3.5264795
788,256,7.308417,3.6542085
789,256,6.983042,3.491521
790,256,6.975042,3.487521
791,256,7.027917,3.5139585
792,256,7.289166,3.644583
793,256,10.058125,5.0290625
794,256,7.448667,3.7243335
795,256,8.673833,4.3369165
796,256,7.904292,3.952146
797,256,7.277292,3.638646
798,256,7.218292,3.609146
799,256,9.087917,4.5439585
800,256,7.187542,3.593771
801,256,7.26125,3.630625
802,256,7.869333,3.9346665
803,256,8.067416,4.033708
804,256,11.026167,5.5130835
805,256,7.112334,3.556167
806,256,10.451584,5.225792
807,256,8.505333,4.2526665
808,256,8.330917,4.1654585
809,256,6.907667,3.4538335
810,256,6.850042,3.425021
811,256,7.452458,3.726229
812,256,8.740583,4.3702915
813,256,7.723291,3.8616455
814,256,7.710542,3.855271
815,256,6.944917,3.4724585
816,256,7.464,3.732
817,256,7.2545,3.62725
818,256,7.372125,3.6860625
819,256,10.736958,5.368479
820,256,8.321459,4.1607295
821,256,7.234792,3.617396
822,256,6.963458,3.481729
823,256,7.900958,3.950479
824,256,7.350333,3.6751665
825,256,10.069042,5.034521
826,256,8.298459,4.1492295
827,256,8.00625,4.003125
828,256,7.27625,3.638125
829,256,7.341416,3.670708
830,256,7.3625,3.68125
831,256,9.411875,4.7059375
832,256,7.152125,3.5760625
833,256,8.756916,4.378458
834,256,7.367,3.6835
835,256,7.206416,3.603208
836,256,13.155417,6.5777085
837,256,15.087209,7.5436045
838,256,7.511125,3.7555625
839,256,7.115708,3.557854
840,256,7.743333,3.8716665
841,256,7.065167,3.5325835
842,256,7.0425,3.52125
843,256,10.357,5.1785
844,256,8.755292,4.377646
845,256,7.78975,3.894875
846,256,8.03825,4.019125
847,256,7.941,3.9705
848,256,7.33925,3.669625
849,256,6.771292,3.385646
850,256,8.217084,4.108542
851,256,7.273667,3.6368335
852,256,7.733458,3.866729
853,256,6.719375,3.3596875
854,256,6.9455,3.47275
855,256,7.129084,3.564542
856,256,8.283584,4.141792
857,256,8.274625,4.1373125
858,256,7.035875,3.5179375
859,256,7.025708,3.512854
860,256,6.888625,3.4443125
861,256,7.104458,3.552229
862,256,7.560292,3.780146
863,256,6.980625,3.4903125
864,256,8.778166,4.389083
865,256,6.831708,3.415854
866,256,7.015375,3.5076875
867,256,7.1055,3.55275
868,256,8.180333,4.0901665
869,256,7.702833,3.8514165
870,256,7.31025,3.655125
871,256,7.60625,3.803125
872,256,7.031875,3.5159375
873,256,7.2195,3.60975
874,256,6.905,3.4525
875,256,7.028166,3.514083
876,256,7.20975,3.604875
877,256,7.155666,3.577833
878,256,7.933542,3.966771
879,256,7.402792,3.701396
880,256,8.21225,4.106125
881,256,7.372709,3.6863545
882,256,9.209042,4.604521
883,256,7.036917,3.5184585
884,256,7.1655,3.58275
885,256,8.015541,4.0077705
886,256,6.920042,3.460021
887,256,6.985209,3.4926045
888,256,6.790292,3.395146
889,256,7.023708,3.511854
890,256,7.352625,3.6763125
891,256,7.997125,3.9985625
892,256,7.626709,3.8133545
893,256,7.62125,3.810625
894,256,7.592459,3.7962295
895,256,7.989417,3.9947085
896,256,8.324417,4.1622085
897,256,8.079458,4.039729
898,256,7.428292,3.714146
899,256,6.912833,3.4564165
900,256,7.118,3.559
901,256,7.072084,3.536042
902,256,7.063209,3.5316045
903,256,20.222292,10.111146
904,256,12.982583,6.4912915
905,256,6.993833,3.4969165
906,256,7.282334,3.641167
907,256,8.256209,4.1281045
908,256,7.105042,3.552521
909,256,8.346792,4.173396
910,256,8.024208,4.012104
911,256,7.104416,3.552208
912,256,12.203833,6.1019165
913,256,8.245583,4.1227915
914,256,16.798417,8.3992085
915,256,12.237125,6.1185625
916,256,8.381458,4.190729
917,256,11.468792,5.734396
918,256,10.337,5.1685
919,256,7.358041,3.6790205
920,256,6.214083,3.1070415
921,256,8.133875,4.0669375
922,256,7.070708,3.535354
923,256,6.88375,3.441875
924,256,6.766,3.383
925,256,6.667625,3.3338125
926,256,6.631625,3.3158125
927,256,8.286291,4.1431455
928,256,7.6115,3.80575
929,256,7.089125,3.5445625
930,256,6.836459,3.4182295
931,256,6.5275,3.26375
932,256,6.87875,3.439375
933,256,6.836709,3.4183545
934,256,6.559584,3.279792
935,256,7.307084,3.653542
936,256,6.997375,3.4986875
937,256,7.017625,3.5088125
938,256,7.760167,3.8800835
939,256,7.220584,3.610292
940,256,6.934625,3.4673125
941,256,6.431208,3.215604
942,256,7.950458,3.975229
943,256,7.6585,3.82925
944,256,9.419875,4.7099375
945,256,7.64725,3.823625
946,256,8.533,4.2665
947,256,7.441416,3.720708
948,256,6.520291,3.2601455
949,256,6.891458,3.445729
950,256,7.409166,3.704583
951,256,7.191208,3.595604
952,256,6.79125,3.395625
953,256,7.063125,3.5315625
954,256,6.871792,3.435896
955,256,7.593833,3.7969165
956,256,7.586917,3.7934585
957,256,7.552833,3.7764165
958,256,6.5515,3.27575
959,256,7.021166,3.510583
960,256,7.913291,3.9566455
961,256,6.929666,3.464833
962,256,7.043875,3.5219375
963,256,7.28425,3.642125
964,256,7.025375,3.5126875
965,256,7.476,3.738
