run,payload_bytes,rtt_ms,one_way_est_ms
119,256,8.781125,4.3905625
120,256,9.980084,4.990042
121,256,9.097834,4.548917
122,256,9.170667,4.5853335
123,256,8.481125,4.2405625
124,256,8.602625,4.3013125
125,256,8.641583,4.3207915
126,256,9.005292,4.502646
127,256,8.689333,4.3446665
128,256,11.034084,5.517042
129,256,9.906125,4.9530625
130,256,8.737666,4.368833
131,256,8.741166,4.370583
132,256,8.830416,4.415208
133,256,8.806208,4.403104
134,256,9.760084,4.880042
135,256,8.978833,4.4894165
136,256,8.537708,4.268854
137,256,8.761584,4.380792
138,256,9.930042,4.965021
139,256,9.598667,4.7993335
140,256,9.698459,4.8492295
141,256,8.7195,4.35975
142,256,9.59475,4.797375
143,256,9.491292,4.745646
144,256,10.984958,5.492479
145,256,8.337666,4.168833
146,256,8.552125,4.2760625
147,256,8.310042,4.155021
148,256,9.118125,4.5590625
149,256,8.917459,4.4587295
150,256,10.831917,5.4159585
151,256,9.453417,4.7267085
152,256,8.77125,4.385625
153,256,9.322417,4.6612085
154,256,8.267708,4.133854
155,256,10.050375,5.0251875
156,256,8.506125,4.2530625
157,256,8.308,4.154
158,256,8.721084,4.360542
159,256,8.236542,4.118271
160,256,8.461875,4.2309375
161,256,8.434333,4.2171665
162,256,8.630333,4.3151665
163,256,10.236167,5.1180835
164,256,9.185625,4.5928125
165,256,8.841708,4.420854
166,256,11.111875,5.5559375
167,256,9.938417,4.9692085
168,256,8.561125,4.2805625
169,256,12.050291,6.0251455
170,256,20.8675,10.43375
171,256,9.246875,4.6234375
172,256,8.240667,4.1203335
173,256,10.270667,5.1353335
174,256,9.134583,4.5672915
175,256,8.611333,4.3056665
176,256,9.4885,4.74425
177,256,8.642708,4.321354
178,256,9.357083,4.6785415
179,256,8.2855,4.14275
180,256,8.334375,4.1671875
181,256,8.361667,4.1808335
182,256,8.822083,4.4110415
183,256,8.826667,4.4133335
184,256,9.342667,4.6713335
185,256,10.662709,5.3313545
186,256,9.690583,4.8452915
187,256,8.039917,4.0199585
188,256,9.310625,4.6553125
189,256,8.606792,4.303396
190,256,16.580292,8.290146
191,256,8.354792,4.177396
192,256,10.227667,5.1138335
193,256,8.663,4.3315
194,256,8.812791,4.4063955
195,256,8.378208,4.189104
196,256,11.074583,5.5372915
197,256,10.622416,5.311208
198,256,8.479041,4.2395205
199,256,8.507583,4.2537915
200,256,8.634542,4.317271
201,256,9.654208,4.827104
202,256,9.618875,4.8094375
203,256,10.046417,5.0232085
204,256,8.82625,4.413125
205,256,9.830959,4.9154795
206,256,8.10475,4.052375
207,256,10.346833,5.1734165
208,256,9.849792,4.924896
209,256,8.452584,4.226292
210,256,8.376333,4.1881665
211,256,8.604625,4.3023125
212,256,8.608625,4.3043125
213,256,8.929125,4.4645625
214,256,9.13725,4.568625
215,256,9.9295,4.96475
216,256,8.126625,4.0633125
217,256,8.743292,4.371646
218,256,8.448291,4.2241455
219,256,9.622292,4.811146
220,256,8.692334,4.346167
221,256,8.522708,4.261354
222,256,8.770375,4.3851875
223,256,8.413167,4.2065835
224,256,8.443334,4.221667
225,256,8.529917,4.2649585
226,256,11.3715,5.68575
227,256,8.607417,4.3037085
228,256,8.219167,4.1095835
229,256,8.5495,4.27475
230,256,8.757875,4.3789375
231,256,11.398458,5.699229
232,256,9.567834,4.783917
233,256,8.918458,4.459229
234,256,8.44575,4.222875
235,256,8.25075,4.125375
236,256,8.25775,4.128875
237,256,9.895708,4.947854
238,256,8.458459,4.2292295
239,256,8.289666,4.144833
240,256,9.4815,4.74075
241,256,9.082417,4.5412085
242,256,8.387208,4.193604
243,256,10.504667,5.2523335
244,256,8.523541,4.2617705
245,256,8.46425,4.232125
246,256,9.067917,4.5339585
247,256,8.455708,4.227854
248,256,8.79475,4.397375
249,256,10.080916,5.040458
250,256,9.372916,4.686458
251,256,8.698583,4.3492915
252,256,8.747208,4.373604
253,256,8.958167,4.4790835
254,256,8.048583,4.0242915
255,256,10.050375,5.0251875
256,256,8.516084,4.258042
257,256,8.577625,4.2888125
258,256,8.434375,4.2171875
259,256,10.299834,5.149917
260,256,7.952542,3.976271
261,256,9.302917,4.6514585
262,256,7.877708,3.938854
263,256,9.555375,4.7776875
264,256,9.607625,4.8038125
265,256,12.329584,6.164792
266,256,9.993541,4.9967705
267,256,8.605709,4.3028545
268,256,8.428042,4.214021
269,256,8.58525,4.292625
270,256,9.285042,4.642521
271,256,8.74225,4.371125
272,256,9.239625,4.6198125
273,256,8.379292,4.189646
274,256,9.046459,4.5232295
275,256,8.411416,4.205708
276,256,8.520375,4.2601875
277,256,8.3525,4.17625
278,256,10.043917,5.0219585
279,256,9.456167,4.7280835
280,256,8.776583,4.3882915
281,256,9.175416,4.587708
282,256,11.080625,5.5403125
283,256,8.655375,4.3276875
284,256,7.821917,3.9109585
285,256,8.58425,4.292125
286,256,8.433708,4.216854
287,256,8.320417,4.1602085
288,256,8.532708,4.266354
289,256,8.049708,4.024854
290,256,9.18525,4.592625
291,256,8.248833,4.1244165
292,256,8.462208,4.231104
293,256,8.489292,4.244646
294,256,9.153583,4.5767915
295,256,8.201375,4.1006875
296,256,9.209291,4.6046455
297,256,8.42025,4.210125
298,256,8.634458,4.317229
299,256,9.135625,4.5678125
===== NETWORK SUMMARY =====
Runs: 300
Payload: 256 bytes
Mean RTT: 9.306 ms
Median RTT: 9.005 ms
P95 RTT: 11.075 ms
P99 RTT: 12.836 ms
Max RTT: 20.867 ms
Estimated one-way max: 10.434 ms
===========================
