event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,mode,from_mode,to_mode,reason,control_token,instruction,distance_to_target_m,velocity_kmh,environment_states_json,act_command,lane_command,act_set
mode_transition,63800000000,63800.0,64177.82907,63800000000,0,377.8290699999998,91,WARNING,WARNING,MONITORING,NONE,NONE,,782.2048676932327,78.56019675112451,"[""EXIT"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,64600000000,64600.0,64973.567535,64600000000,0,373.56753500000195,91,MONITORING,MONITORING,WARNING,WARNING,WARNING,Reduce speed.,782.2048676932327,78.56019675112451,"[""EXIT"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,65000000000,65000.0,65381.555759,65000000000,0,381.5557590000026,91,WARNING,WARNING,MONITORING,NONE,NONE,,782.2048676932327,78.56019675112451,"[""EXIT"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,71400000000,71400.0,72028.987841,71400000000,2,628.9878409999947,101,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Increase speed.,782.2048676932327,78.56019675112451,"[""EXIT"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,72200000000,72200.0,72723.954008,72200000000,2,523.9540080000006,105,WARNING,WARNING,MONITORING,tardy NONE,NONE,,782.2048676932327,78.56019675112451,"[""EXIT"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,72600000000,72600.0,73163.102039,72600000000,2,563.1020390000049,107,MONITORING,MONITORING,ACTUATE,tardy ACTUATE,ACTUATE,Brake for the vehicle ahead.,782.2048676932327,78.56019675112451,"[""EXIT"", 0, 0, ""NONE"", 0, 0]",,,0
act_command_set,73000000000,73000.0,73400.348723,73000000000,0,400.3487230000028,108,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,12.70168258119737,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,73400000000,73400.0,73800.261684,73400000000,0,400.26168399999733,109,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,73800000000,73800.0,74200.489627,73800000000,0,400.48962700000266,110,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,74200000000,74200.0,74600.469651,74200000000,0,400.4696510000067,112,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,74600000000,74600.0,75000.356425,74600000000,0,400.3564250000054,113,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.3201420713952001,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,75000000000,75000.0,75400.274254,75000000000,0,400.27425400000357,115,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.8564794239598902,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,75400000000,75400.0,75800.341213,75400000000,0,400.341213000007,117,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,75800000000,75800.0,76200.245094,75800000000,0,400.24509399999806,119,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,76200000000,76200.0,76600.44703,76200000000,0,400.4470299999957,119,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.5601420713952001,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,76600000000,76600.0,77000.492791,76600000000,0,400.49279099999694,121,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,1.0964075015879347,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,77000000000,77000.0,77400.281272,77000000000,0,400.2812719999929,123,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,1.6323966467566606,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,77400000000,77400.0,77800.234366,77400000000,0,400.23436600000423,125,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,2.1679501290782928,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,77800000000,77800.0,78200.505267,77800000000,0,400.50526700000046,125,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,2.7029090748878004,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,78200000000,78200.0,78600.379681,78200000000,0,400.3796810000058,127,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,3.2371153028041384,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,78600000000,78600.0,79000.282,78600000000,0,400.2820000000065,128,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,1.102485208725805,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,79000000000,79000.0,79400.466405,79000000000,0,400.4664049999992,130,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,79400000000,79400.0,79800.354834,79400000000,0,400.35483399999794,131,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.0,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,79800000000,79800.0,80200.312409,79800000000,0,400.3124090000056,132,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,0.5177891302187295,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,80200000000,80200.0,80600.295448,80200000000,0,400.2954480000044,134,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,1.0540695770334096,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,80600000000,80600.0,81000.320634,80600000000,0,400.32063400000334,134,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,1.590086339893246,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,81000000000,81000.0,81103.124491,81000000000,0,103.12449099999503,136,ACTUATE,,,ACTUATE,ACTUATE,Brake for the vehicle ahead.,0.0,2.125680009218782,"[""MOVE"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
