event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,steer_in_present,accel_in_present,brake_in_present,actuate_in_present,steer_in,accel_in,brake_in,actuate_in,car_velocity,car_steer
reaction,13200000000,13200.0,13415.95365,13200000000,0,215.41590800000085,44,1,1,1,0,1,0.9254901960784314,0.0,,97.38328596140366,1
reaction,13300000000,13300.0,13526.745455,13300000000,0,226.5935300000001,44,0,1,1,0,,0.9372549019607843,0.0,,98.16427817071525,1
tardy,13300000000,13300.0,13532.796853,13300000000,1,232.5453550000002,45,1,0,0,0,1,,,,98.93678587313033,1
reaction,13400000000,13400.0,13607.029594,13400000000,0,206.91597000000002,45,0,0,1,0,,,0.0,,99.7008345705383,1
tardy,13400000000,13400.0,13635.611527,13400000000,1,235.3600119999992,46,1,1,0,0,1,0.9529411764705882,,,100.48708308578938,1
reaction,13500000000,13500.0,13702.759844,13500000000,0,202.52630300000055,46,0,0,1,0,,,0.0,,101.26458729809444,1
tardy,13500000000,13500.0,13723.22884,13500000000,1,223.13262000000032,47,0,1,0,0,,0.9529411764705882,,,102.03337691186822,1
tardy,13500000000,13500.0,13724.018444,13500000000,2,223.75182900000073,48,1,0,0,0,1,,,,102.79348356100944,1
reaction,13600000000,13600.0,13826.252261,13600000000,0,226.02492800000073,48,1,1,1,0,1,0.9568627450980393,0.0,,103.55264289667002,1
reaction,13700000000,13700.0,13905.38916,13700000000,0,205.11852499999986,48,0,0,1,0,,,0.0,,104.3030994774263,1
tardy,13700000000,13700.0,13913.912696,13700000000,1,213.6574330000003,49,1,0,0,0,1,,,,105.04489012986521,1
tardy,13700000000,13700.0,13933.385976,13700000000,2,233.13680899999963,50,0,1,0,0,,0.9647058823529412,,,105.79351086720618,1
reaction,13800000000,13800.0,14031.871013,13800000000,0,231.6536670000005,50,1,1,1,0,1,0.9686274509803922,0.0,,106.54111812093068,1
reaction,13900000000,13900.0,14123.146281,13900000000,0,223.04502300000058,50,1,1,1,0,1,0.9764705882352941,0.0,,107.2954700611878,1
reaction,14000000000,14000.0,14234.40431,14000000000,0,234.13327000000027,50,1,1,1,0,1,1.0,0.0,,108.08797684476274,1
reaction,14100000000,14100.0,14336.889422,14100000000,0,236.62556399999994,50,1,1,1,0,1,1.0,0.0,,108.87100069262975,1
reaction,14200000000,14200.0,14434.864458,14200000000,0,234.6235510000006,50,1,1,1,0,1,1.0,0.0,,109.64458653752894,1
reaction,14300000000,14300.0,14536.299831,14300000000,0,236.04510200000004,50,0,0,1,0,,,0.0,,110.40878123991862,1
tardy,14300000000,14300.0,14537.208282,14300000000,1,236.93845599999986,51,1,1,0,0,1,1.0,,,111.16363351909172,1
reaction,14400000000,14400.0,14638.074948,14400000000,0,237.9105240000008,51,1,1,1,0,1,1.0,0.0,,111.90919388480468,1
reaction,14500000000,14500.0,14705.516546,14500000000,0,205.26413700000012,51,1,1,1,0,1,1.0,0.0,,112.64551456947429,1
reaction,14600000000,14600.0,14840.038359,14600000000,0,239.79748300000028,51,1,1,1,0,1,1.0,0.0,,113.3726494609953,1
reaction,14700000000,14700.0,14924.942043,14700000000,0,224.7898839999998,51,1,1,1,0,1,1.0,0.0,,114.09065403622833,1
reaction,14800000000,14800.0,14996.700657,14800000000,0,196.4608019999996,51,0,0,1,0,,,0.0,,114.7995852952053,1
tardy,14800000000,14800.0,15027.265974,14800000000,1,227.04238599999917,52,1,1,0,0,1,1.0,,,115.49950169609691,1
reaction,14900000000,14900.0,15103.971065,14900000000,0,203.74525800000083,52,0,0,1,0,,,0.0,,116.19046309098322,1
tardy,14900000000,14900.0,15112.742525,14900000000,1,212.51499999999942,53,1,0,0,0,1,,,,116.8725306624667,1
tardy,14900000000,14900.0,15136.1929,14900000000,2,235.9737499999992,54,0,1,0,0,,1.0,,,117.54576686116395,1
reaction,15000000000,15000.0,15236.29634,15000000000,0,236.06127399999968,54,1,1,1,0,1,1.0,0.0,,118.21023534410956,1
reaction,15100000000,15100.0,15318.141909,15100000000,0,217.90196599999945,54,0,0,1,0,,,0.0,,118.86600091410345,1
tardy,15100000000,15100.0,15331.239488,15100000000,1,231.0503009999993,55,1,0,0,0,1,,,,119.51312946003058,1
tardy,15100000000,15100.0,15332.24858,15100000000,2,232.03640000000087,56,0,1,0,0,,1.0,,,120.1516878981789,1
reaction,15200000000,15200.0,15435.37038,15200000000,0,235.2427060000009,56,1,1,1,0,1,1.0,0.0,,120.78174411457994,1
reaction,15300000000,15300.0,15526.377238,15300000000,0,226.1326709999994,56,0,1,1,0,,1.0,0.0,,121.40336690839328,1
tardy,15300000000,15300.0,15536.153065,15300000000,1,235.89236100000016,57,1,0,0,0,1,,,,122.01662593635473,1
reaction,15400000000,15400.0,15609.545158,15400000000,0,209.2912039999992,57,0,0,1,0,,,0.0,,122.62159165830516,1
tardy,15400000000,15400.0,15621.932056,15400000000,1,221.82568100000026,58,0,1,0,0,,1.0,,,123.21833528381536,1
tardy,15400000000,15400.0,15623.001672,15400000000,2,222.78365099999974,59,1,0,0,0,1,,,,123.80692871992011,1
reaction,15500000000,15500.0,15732.407738,15500000000,0,231.96381800000017,59,1,1,1,0,1,1.0,0.0,,124.38744451997235,1
reaction,15600000000,15600.0,15823.036015,15600000000,0,222.79839700000048,59,0,0,1,0,,,0.0,,124.95995583362739,1
tardy,15600000000,15600.0,15837.241141,15600000000,1,237.01154700000006,60,1,1,0,0,1,1.0,,,125.52453635796394,1
reaction,15700000000,15700.0,15933.119639,15700000000,0,232.9273489999996,60,1,1,1,0,1,1.0,0.0,,126.0,1
reaction,15800000000,15800.0,16026.923649,15800000000,0,226.6827090000006,60,1,0,1,0,1,,0.0,,126.0,1
tardy,15800000000,15800.0,16028.369744,15800000000,1,228.0778590000009,61,0,1,0,0,,1.0,,,126.0,1
reaction,15900000000,15900.0,16132.947472,15900000000,0,232.71928200000002,61,0,0,1,0,,,0.0,,126.0,1
tardy,15900000000,15900.0,16137.462508,15900000000,1,237.18372799999997,62,1,1,0,0,1,1.0,,,126.0,1
reaction,16000000000,16000.0,16220.082335,16000000000,0,219.8473470000008,62,1,1,1,0,1,1.0,0.0,,126.0,1
reaction,16100000000,16100.0,16334.285215,16100000000,0,234.06047299999955,62,1,1,1,0,1,1.0,0.0,,126.0,1
reaction,16200000000,16200.0,16439.170456,16200000000,0,239.01751800000056,62,1,1,1,0,1,1.0,0.0,,126.0,1
reaction,16300000000,16300.0,16501.241983,16300000000,0,201.00633300000118,62,0,0,1,0,,,0.0,,126.0,1
tardy,16300000000,16300.0,16529.970662,16300000000,1,229.74618199999895,63,1,1,0,0,1,1.0,,,126.0,1
reaction,16400000000,16400.0,16637.244284,16400000000,0,237.0147539999998,63,1,1,1,0,1,1.0,0.0,,126.0,1
reaction,16500000000,16500.0,16714.518581,16500000000,0,214.26170700000148,63,0,0,1,0,,,0.0,,126.0,1
tardy,16500000000,16500.0,16739.272184,16500000000,1,239.04671700000108,64,1,1,0,0,1,1.0,,,126.0,1
reaction,16600000000,16600.0,16832.831933,16600000000,0,232.60259199999928,64,0,0,1,0,,,0.0,,126.0,1
tardy,16600000000,16600.0,16836.629362,16600000000,1,236.549794999999,65,1,1,0,0,1,1.0,,,126.0,1
reaction,16700000000,16700.0,16937.771044,16700000000,0,237.54392899999948,65,0,1,1,0,,0.5843137254901961,0.0,,125.81158643598616,1
tardy,16700000000,16700.0,16941.059127,16700000000,1,240.91345100000035,66,1,0,0,0,1,,,,125.62580868966457,1
reaction,16800000000,16800.0,17007.801635,16800000000,0,207.56191000000035,66,1,0,1,0,1,,0.0,,125.44262602515451,1
tardy,16800000000,16800.0,17023.715947,16800000000,1,223.4625190000006,67,0,1,0,0,,0.0,,,124.56049200159414,1
reaction,16900000000,16900.0,17092.422412,16900000000,0,192.1325050000014,67,0,0,1,0,,,0.0,,123.69060999227862,1
tardy,16900000000,16900.0,17132.334982,16900000000,1,232.1992339999997,68,1,1,0,0,1,0.0,,,122.83272515893073,1
reaction,17000000000,17000.0,17237.717386,17000000000,0,237.62713900000017,68,1,1,1,0,1,0.0,0.0,,121.98658969393244,1
reaction,17100000000,17100.0,17338.849598,17100000000,0,238.7524059999996,68,1,1,1,0,1,0.0,0.0,,121.15196257920157,1
reaction,17200000000,17200.0,17431.205183,17200000000,0,230.9852060000012,68,1,1,1,0,1,0.0,0.0,,120.32860935493534,1
reaction,17300000000,17300.0,17539.357434,17300000000,0,239.0660339999995,68,1,1,1,0,1,0.0,0.0,,119.51630189775241,1
reaction,17400000000,17400.0,17622.550847,17400000000,0,222.45781100000022,68,0,0,1,0,,,0.0,,118.71481820779049,1
tardy,17400000000,17400.0,17636.28243,17400000000,1,236.18576799999937,69,1,0,0,0,1,,,,117.92394220434001,1
tardy,17400000000,17400.0,17636.875545,17400000000,2,236.78478099999847,70,0,1,0,0,,0.0,,,117.14346352961711,1
reaction,17500000000,17500.0,17721.444699,17500000000,0,221.27850699999908,70,0,0,1,0,,,0.0,,116.37317736029962,1
tardy,17500000000,17500.0,17727.776389,17500000000,1,227.64004600000044,71,0,1,0,0,,0.0,,,115.61288422647007,1
tardy,17500000000,17500.0,17737.862137,17500000000,2,237.63471500000014,72,1,0,0,0,1,,,,114.86238983762767,1
reaction,17600000000,17600.0,17817.972074,17600000000,0,217.70827500000087,72,0,0,1,1,,,0.0,ACCEL,114.69750491544927,1
tardy,17600000000,17600.0,17830.723278,17600000000,1,230.4638640000012,73,1,1,0,0,1,0.0,,,113.95872282468096,1
reaction,17700000000,17700.0,17932.186346,17700000000,0,232.10308799999984,73,1,0,1,0,1,,0.0,,113.22932557424582,1
tardy,17700000000,17700.0,17936.68085,17700000000,1,236.5564599999998,74,0,1,0,0,,0.0,,,112.50913445369035,1
reaction,17800000000,17800.0,18033.36081,17800000000,0,233.1024870000001,74,0,0,1,0,,,0.0,,111.79797526838375,1
tardy,17800000000,17800.0,18034.147607,17800000000,1,234.0059629999996,75,1,1,0,0,1,0.0,,,111.09567819759987,1
reaction,17900000000,17900.0,18134.424252,17900000000,0,234.17003000000113,75,0,0,1,0,,,0.0,,110.40207765792293,1
tardy,17900000000,17900.0,18135.897882,17900000000,1,235.7316920000012,76,1,1,0,0,1,0.0,,,109.71701217174594,1
reaction,18000000000,18000.0,18188.018497,18000000000,0,187.85929300000134,76,0,0,0,1,,,,ACCEL,109.61632424064067,1
tardy,18000000000,18000.0,18227.780414,18000000000,1,227.5547860000006,77,1,1,1,0,1,0.0,0.0,,108.94086321063902,1
reaction,18100000000,18100.0,18324.443911,18100000000,0,224.1443590000017,77,0,0,1,0,,,0.0,,108.27360367302352,1
tardy,18100000000,18100.0,18335.174433,18100000000,1,234.9499539999997,78,0,1,0,0,,0.0,,,107.61439627011558,1
tardy,18100000000,18100.0,18338.362472,18100000000,2,238.08650399999897,79,1,0,0,0,1,,,,106.96309525430549,1
reaction,18200000000,18200.0,18423.058414,18200000000,0,222.83624200000122,79,0,0,1,0,,,0.0,,106.31955837950652,1
tardy,18200000000,18200.0,18432.156183,18200000000,1,232.07723400000032,80,1,1,0,0,1,0.0,,,105.68364679650578,1
reaction,18300000000,18300.0,18533.239405,18300000000,0,233.0343869999997,80,1,1,1,0,1,0.0,0.0,,105.05522495204976,1
reaction,18400000000,18400.0,18630.329368,18400000000,0,230.09976299999835,80,1,1,1,0,1,0.0,0.0,,104.43416049150943,1
reaction,18500000000,18500.0,18720.662249,18500000000,0,220.45930399999997,80,1,0,1,0,1,,0.0,,103.82032416497796,1
tardy,18500000000,18500.0,18737.635877,18500000000,1,237.43563300000096,81,0,1,0,0,,0.0,,,103.21358973666013,1
reaction,18600000000,18600.0,18816.694135,18600000000,0,216.6043439999994,81,1,1,1,0,1,0.0,0.0,,102.6138338974197,1
reaction,18700000000,18700.0,18905.992611,18700000000,0,205.68427000000156,81,1,1,1,0,1,0.0,0.0,,102.02093618035707,1
reaction,18800000000,18800.0,19038.829243,18800000000,0,238.73596199999884,81,1,1,1,0,1,0.0,0.0,,101.43477887929504,1
reaction,18900000000,18900.0,19133.923363,18900000000,0,233.71149399999922,81,1,1,1,0,1,0.0,0.0,,100.85524697005663,1
reaction,19000000000,19000.0,19194.044064,19000000000,0,193.81346800000028,81,0,0,1,0,,,0.0,,100.28222803442378,1
tardy,19000000000,19000.0,19237.157095,19000000000,1,236.9328940000014,82,1,1,0,0,1,0.0,,,99.71561218667111,1
reaction,19100000000,19100.0,19331.040461,19100000000,0,230.84840299999996,82,0,0,1,0,,,0.0,,99.15529200257319,1
tardy,19100000000,19100.0,19339.796621,19100000000,1,239.60153999999966,83,1,1,0,0,1,0.0,,,98.60116245078898,1
reaction,19200000000,19200.0,19425.098583,19200000000,0,224.87773000000016,83,0,0,1,0,,,0.0,,98.05312082653082,1
tardy,19200000000,19200.0,19427.943878,19200000000,1,227.70500299999912,84,0,1,0,0,,0.0,,,97.51106668742958,1
tardy,19200000000,19200.0,19433.511715,19200000000,2,233.3994899999998,85,1,0,0,0,1,,,,96.97490179151178,1
reaction,19300000000,19300.0,19518.974098,19300000000,0,218.83471799999825,85,1,0,1,0,1,,0.0,,96.44453003720771,1
tardy,19300000000,19300.0,19534.995101,19300000000,1,234.777059,86,0,1,0,0,,0.0,,,95.91985740531338,1
reaction,19400000000,19400.0,19622.623044,19400000000,0,222.41763699999865,86,1,0,1,0,1,,0.0,,95.40079190283251,1
tardy,19400000000,19400.0,19636.635362,19400000000,1,236.41466600000058,87,0,1,0,0,,0.0,,,94.88724350862765,1
reaction,19500000000,19500.0,19730.613426,19500000000,0,230.39382299999852,87,1,1,1,0,1,0.0,0.0,,94.37912412081289,1
reaction,19600000000,19600.0,19829.483196,19600000000,0,229.20151400000032,87,0,0,1,0,,,0.0,,93.87634750582335,1
tardy,19600000000,19600.0,19838.940505,19600000000,1,238.71848500000124,88,1,1,0,0,1,0.0,,,93.37882924909923,1
reaction,19700000000,19700.0,19920.542143,19700000000,0,220.28712399999858,88,1,0,1,0,1,,0.0,,92.8864867073252,1
