event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,displacement_present,velocity_present,car_steer_present,head_present,eye_present,environment_states_present,environment_distance,car_velocity,car_steer,head,eye,head_history_json,eye_history_json,environment_states_json
input_arrival,9600000000,9600.0,9672.563808,1782077692065833776,0,1,1,1,1,1,1,3762.1788588990653,77.81017146977561,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9700000000,9700.0,9722.337655,1782077692165833776,0,1,1,1,1,1,1,3752.881568595951,77.42354170725716,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9800000000,9800.0,9822.128851,1782077692265833776,0,1,1,1,1,1,1,3743.584278292837,77.01201098249106,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9900000000,9900.0,10020.494611,1782077692365833776,0,1,1,1,0,0,1,3734.286987989723,76.63224638378308,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,9900000000,9900.0,10049.800648,1782077692365833776,1,0,0,0,1,1,0,3734.286987989723,76.63224638378308,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10000000000,10000.0,10052.717527,1782077692465833776,0,1,1,1,1,1,1,3724.989697686609,76.24160572966863,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,10050000000,10050.0,10122.081311,1782077692515833776,0,1,1,1,1,1,1,3724.989697686609,76.24160572966863,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10100000000,10100.0,10125.204062,1782077692565833776,0,1,1,1,1,1,1,3715.692407383495,75.8542827834201,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10200000000,10200.0,10222.023736,1782077692665833776,0,1,1,1,1,1,1,3706.3951170803807,75.48435027465545,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10300000000,10300.0,10420.573412,1782077692765833776,0,0,1,1,1,1,0,3706.3951170803807,75.11752804812416,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10300000000,10300.0,10499.719733,1782077692765833776,1,1,0,0,0,0,1,3697.0978267772666,75.11752804812416,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10400000000,10400.0,10520.635513,1782077692865833776,0,0,1,1,0,0,0,3697.0978267772666,74.73965729210771,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10400000000,10400.0,10551.189491,1782077692865833776,1,0,0,0,1,1,0,3697.0978267772666,74.73965729210771,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10500000000,10500.0,10620.577632,1782077692965833776,0,0,1,1,1,1,0,3697.0978267772666,74.36493246097567,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,10550000000,10550.0,10670.582597,1782077693015833776,0,1,1,1,1,1,1,3697.0978267772666,74.36493246097567,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10600000000,10600.0,10720.835767,1782077693065833776,0,0,1,1,1,1,0,3697.0978267772666,74.00742934313666,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10700000000,10700.0,10820.799093,1782077693165833776,0,0,1,1,1,1,0,3697.0978267772666,73.63875544390251,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10700000000,10700.0,10904.828099,1782077693165833776,1,1,0,0,0,0,1,3687.8005364741525,73.63875544390251,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10800000000,10800.0,10920.72568,1782077693265833776,0,0,1,1,1,1,0,3687.8005364741525,73.2731056165935,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10800000000,10800.0,11014.964848,1782077693265833776,1,0,0,0,0,0,1,3687.8005364741525,73.2731056165935,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10800000000,10800.0,11015.404137,1782077693265833776,2,1,0,0,0,0,0,3678.5032461710384,73.2731056165935,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10900000000,10900.0,11020.213987,1782077693365833776,0,0,1,1,0,0,0,3678.5032461710384,72.92455778615589,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10900000000,10900.0,11056.093221,1782077693365833776,1,0,0,0,1,1,0,3678.5032461710384,72.92455778615589,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10900000000,10900.0,11086.144501,1782077693365833776,2,0,0,0,0,0,1,3678.5032461710384,72.92455778615589,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,10900000000,10900.0,11087.485206,1782077693365833776,3,1,0,0,0,0,0,3669.2059558679243,72.92455778615589,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11000000000,11000.0,11120.687008,1782077693465833776,0,0,1,1,1,1,0,3669.2059558679243,72.56472324634802,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
llm_output_tick,11050000000,11050.0,11170.576563,1782077693515833776,0,1,1,1,1,1,1,3669.2059558679243,72.56472324634802,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11050000000,11050.0,11220.039486,1782077693515833776,1,1,0,0,0,0,1,3659.9086655648102,72.56472324634802,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11100000000,11100.0,11220.748636,1782077693565833776,0,0,1,1,1,1,0,3659.9086655648102,72.19367950773062,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11100000000,11100.0,11261.109997,1782077693565833776,1,1,0,0,0,0,1,3650.611375261696,72.19367950773062,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11100000000,11100.0,11316.190211,1782077693565833776,2,1,0,0,0,0,1,3641.314084958582,72.19367950773062,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11200000000,11200.0,11320.610567,1782077693665833776,0,0,1,1,1,1,0,3641.314084958582,71.8538550465061,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11200000000,11200.0,11374.600224,1782077693665833776,1,0,0,0,0,0,1,3641.314084958582,71.8538550465061,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11200000000,11200.0,11374.820204,1782077693665833776,2,1,0,0,0,0,0,3632.016794655468,71.8538550465061,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11420.36588,1782077693765833776,0,0,1,1,1,1,0,3632.016794655468,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11426.846681,1782077693765833776,1,0,0,0,0,0,1,3632.016794655468,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11427.944669,1782077693765833776,2,1,0,0,0,0,0,3622.719504352354,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11468.831665,1782077693765833776,3,0,0,0,0,0,1,3622.719504352354,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11469.844467,1782077693765833776,4,1,0,0,0,0,0,3613.4222140492398,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11518.089817,1782077693765833776,5,0,0,0,0,0,1,3613.4222140492398,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11300000000,11300.0,11518.655004,1782077693765833776,6,1,0,0,0,0,0,3604.1249237461257,71.69979450744846,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11400000000,11400.0,11520.156315,1782077693865833776,0,0,1,1,0,0,0,3604.1249237461257,72.61927931062672,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11400000000,11400.0,11544.769842,1782077693865833776,1,0,0,0,1,1,0,3604.1249237461257,72.61927931062672,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11400000000,11400.0,11558.596283,1782077693865833776,2,1,0,0,0,0,1,3594.827633443014,72.61927931062672,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
input_arrival,11500000000,11500.0,11619.919955,1782077693965833776,0,1,1,1,1,1,1,3585.5303431399043,73.62243581172729,1,0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
