logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,velocity_present,input_velocity_kmh,dt_seconds,road_phase,environment_distance,front_car_present,right_car_present,right_car_position,cross_left_car_present,cross_right_car_present,environment_states_json
18200000000,18200.0,18227.266099,1781883653938069570,0,1,75.17101843974433,0.1,HIGHWAY,3927.3349067162126,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18300000000,18300.0,18327.169343,1781883654038069570,0,1,74.78539532904949,0.1,HIGHWAY,3925.257534623739,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18400000000,18400.0,18426.930102,1781883654138069570,0,1,74.40298481050722,0.1,HIGHWAY,3923.1907850456696,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18500000000,18500.0,18526.785785,1781883654238069570,0,1,74.02717632935037,0.1,HIGHWAY,3921.1344745920765,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18600000000,18600.0,18626.963064,1781883654338069570,0,1,73.65446681004994,0.1,HIGHWAY,3919.0885171806863,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18700000000,18700.0,18726.787106,1781883654438069570,0,1,73.28481519931752,0.1,HIGHWAY,3917.0528278695942,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18800000000,18800.0,18826.480849,1781883654538069570,0,1,72.91474863720435,0.1,HIGHWAY,3915.0274181852274,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18900000000,18900.0,18927.319679,1781883654638069570,0,1,72.55112035493006,0.1,HIGHWAY,3913.0121092864792,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19000000000,19000.0,19026.797902,1781883654738069570,0,1,72.19043071177083,0.1,HIGHWAY,3911.0068195444856,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19100000000,19100.0,19126.999756,1781883654838069570,0,1,71.83264144518962,0.1,HIGHWAY,3909.01146839323,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19200000000,19200.0,19226.861112,1781883654938069570,0,1,71.47428242539897,0.1,HIGHWAY,3907.0260716591915,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19300000000,19300.0,19326.878235,1781883655038069570,0,1,71.1363266524391,0.1,HIGHWAY,3905.0500625855125,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19400000000,19400.0,19427.586042,1781883655138069570,0,1,70.78693079234392,0.1,HIGHWAY,3903.0837589523917,0,0,NONE,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19500000000,19500.0,19526.982428,1781883655238069570,0,1,70.43685726177509,0.1,LANE_CHANGE,3901.127179584009,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
19600000000,19600.0,19626.658494,1781883655338069570,0,1,70.09296285216251,0.1,LANE_CHANGE,3899.1801528381156,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
19700000000,19700.0,19727.258613,1781883655438069570,0,1,69.75175329919,0.1,LANE_CHANGE,3897.2426041353606,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
19800000000,19800.0,19827.121929,1781883655538069570,0,1,69.41319465472212,0.1,LANE_CHANGE,3895.314459839396,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
19900000000,19900.0,19926.858356,1781883655638069570,0,1,69.0772535378174,0.1,LANE_CHANGE,3893.3956472411232,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
20000000000,20000.0,20026.951734,1781883655738069570,0,1,68.74389712290414,0.1,LANE_CHANGE,3891.4860945432647,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
20100000000,20100.0,20126.605545,1781883655838069570,0,1,68.40966060229952,0.1,LANE_CHANGE,3889.585826193201,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
20200000000,20200.0,20226.185778,1781883655938069570,0,1,68.08485361252336,0.1,LANE_CHANGE,3887.6945802595196,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
20300000000,20300.0,20326.937804,1781883656038069570,0,1,67.7556268752635,0.1,LANE_CHANGE,3885.8124795129847,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
20400000000,20400.0,20427.325017,1781883656138069570,0,1,67.43231723718736,0.1,LANE_CHANGE,3883.9393595897295,0,1,RIGHT_REAR,0,0,"[""LANE_CHANGE"", 0, 1, ""RIGHT_REAR"", 0, 0]"
20500000000,20500.0,20527.441839,1781883656238069570,0,1,67.10458846154236,0.1,LANE_CHANGE,3882.0753432435754,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
20600000000,20600.0,20626.812443,1781883656338069570,0,1,66.78960679794002,0.1,LANE_CHANGE,3880.220076388077,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
20700000000,20700.0,20726.039841,1781883656438069570,0,1,66.48043610483572,0.1,LANE_CHANGE,3878.3733976073872,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
20800000000,20800.0,20826.797798,1781883656538069570,0,1,66.16320375128417,0.1,LANE_CHANGE,3876.5355308365183,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
20900000000,20900.0,20927.153829,1781883656638069570,0,1,65.85519188001288,0.1,LANE_CHANGE,3874.7062199509623,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21000000000,21000.0,21027.198362,1781883656738069570,0,1,65.54943907724608,0.1,LANE_CHANGE,3872.885402198817,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21100000000,21100.0,21127.455416,1781883656838069570,0,1,65.24938630707966,0.1,LANE_CHANGE,3871.0729192458425,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21200000000,21200.0,21226.318023,1781883656938069570,0,1,64.95499957553656,0.1,LANE_CHANGE,3869.268613702078,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21300000000,21300.0,21326.581702,1781883657038069570,0,1,64.6662457040854,0.1,LANE_CHANGE,3867.4723290991865,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21400000000,21400.0,21426.926753,1781883657138069570,0,1,64.37957120132295,0.1,LANE_CHANGE,3865.6840076769276,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21500000000,21500.0,21526.856837,1781883657238069570,0,1,64.09144853785675,0.1,LANE_CHANGE,3863.9036896619873,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21600000000,21600.0,21627.09218,1781883657338069570,0,1,63.80888567719322,0.1,LANE_CHANGE,3862.1312206153984,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21700000000,21700.0,21726.847861,1781883657438069570,0,1,63.521341522136595,0.1,LANE_CHANGE,3860.3667389064503,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21800000000,21800.0,21827.047834,1781883657538069570,0,1,63.23931710085343,0.1,LANE_CHANGE,3858.6100912092043,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
21900000000,21900.0,21926.940427,1781883657638069570,0,1,62.95232513531834,0.1,LANE_CHANGE,3856.861415511001,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
22000000000,22000.0,22026.808573,1781883657738069570,0,1,62.67780219330691,0.1,LANE_CHANGE,3855.1203654500755,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
22100000000,22100.0,22126.366173,1781883657838069570,0,1,62.401691879856436,0.1,LANE_CHANGE,3853.3869851200793,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
22200000000,22200.0,22226.578137,1781883657938069570,0,1,62.13100360953801,0.1,LANE_CHANGE,3851.6611239087033,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
22300000000,22300.0,22327.019315,1781883658038069570,0,1,61.86924802223434,0.1,LANE_CHANGE,3849.9425336858635,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
22400000000,22400.0,22426.924177,1781883658138069570,0,1,61.61642643959461,0.1,LANE_CHANGE,3848.230966284764,0,0,NONE,0,0,"[""LANE_CHANGE"", 0, 0, ""NONE"", 0, 0]"
22500000000,22500.0,22526.947199,1781883658238069570,0,1,61.36533929271328,0.1,EXIT,1208.295407241869,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
22600000000,22600.0,22626.651217,1781883658338069570,0,1,61.11596765364728,0.1,EXIT,1206.5977414737122,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
22700000000,22700.0,22726.927299,1781883658438069570,0,1,60.868292868151734,0.1,EXIT,1204.906955560708,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
22800000000,22800.0,22826.838092,1781883658538069570,0,1,60.60810582409918,0.1,EXIT,1203.223397065594,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
22900000000,22900.0,22926.937924,1781883658638069570,0,1,60.311405358880386,0.1,EXIT,1201.5480802500697,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23000000000,23000.0,23026.668837,1781883658738069570,0,1,60.01669805339616,0.1,EXIT,1199.8809497485865,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23100000000,23100.0,23126.773217,1781883658838069570,0,1,59.73807848225579,0.1,EXIT,1198.221558679635,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23200000000,23200.0,23226.387069,1781883658938069570,0,1,60.901312579142115,0.1,EXIT,1196.5298555524366,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23300000000,23300.0,23326.08103,1781883659038069570,0,1,62.070868109025575,0.1,EXIT,1194.8056647716303,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23400000000,23400.0,23426.644224,1781883659138069570,0,1,63.23243348368984,0.1,EXIT,1193.0492082859723,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23500000000,23500.0,23526.110894,1781883659238069570,0,1,64.38591285966181,0.1,EXIT,1191.2607107065373,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23600000000,23600.0,23626.12375,1781883659338069570,0,1,65.53121417282807,0.1,EXIT,1189.4403992017365,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23700000000,23700.0,23726.916474,1781883659438069570,0,1,66.66824913842805,0.1,EXIT,1187.5885033923357,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23800000000,23800.0,23827.237021,1781883659538069570,0,1,67.79693324779367,0.1,EXIT,1185.7052552465636,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
23900000000,23900.0,23926.765031,1781883659638069570,0,1,68.91718576190252,0.1,EXIT,1183.7908889753996,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24000000000,24000.0,24026.914863,1781883659738069570,0,1,70.02892970181496,0.1,EXIT,1181.845640928127,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24100000000,24100.0,24126.755117,1781883659838069570,0,1,71.13209183606958,0.1,EXIT,1179.8697494882363,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24200000000,24200.0,24226.363773,1781883659938069570,0,1,72.22660266511345,0.1,EXIT,1177.8634549697608,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24300000000,24300.0,24326.95304,1781883660038069570,0,1,73.31239640284792,0.1,EXIT,1175.826999514126,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24400000000,24400.0,24426.98756,1781883660138069570,0,1,74.38941095537217,0.1,EXIT,1173.760626987588,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24500000000,24500.0,24526.863309,1781883660238069570,0,1,75.4575878970098,0.1,EXIT,1171.6645828793378,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24600000000,24600.0,24626.912001,1781883660338069570,0,1,76.5168724437059,0.1,EXIT,1169.539114200346,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24700000000,24700.0,24726.660506,1781883660438069570,0,1,77.5672134238836,0.1,EXIT,1167.3844693830158,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24800000000,24800.0,24826.790145,1781883660538069570,0,1,78.60856324685129,0.1,EXIT,1165.2008981817144,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
24900000000,24900.0,24927.299263,1781883660638069570,0,1,79.27481558511596,0.1,EXIT,1162.9988199710167,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25000000000,25000.0,25026.901606,1781883660738069570,0,1,79.13238720842052,0.1,EXIT,1160.8006981041162,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25100000000,25100.0,25126.75359,1781883660838069570,0,1,78.70599371172065,0.1,EXIT,1158.6144205010128,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25200000000,25200.0,25226.045304,1781883660938069570,0,1,78.41495107697686,0.1,EXIT,1156.4362274155412,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25300000000,25300.0,25327.504198,1781883661038069570,0,1,78.49955343459992,0.1,EXIT,1154.2556842645802,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25400000000,25400.0,25426.868719,1781883661138069570,0,1,78.63802865412207,0.1,EXIT,1152.0712945797434,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25500000000,25500.0,25526.966129,1781883661238069570,0,1,78.73146496897687,0.1,EXIT,1149.8843094417161,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25600000000,25600.0,25626.582439,1781883661338069570,0,1,78.81868536238122,0.1,EXIT,1147.6949015149833,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25700000000,25700.0,25726.03719,1781883661438069570,0,1,78.97109998139479,0.1,EXIT,1145.5012598488333,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25800000000,25800.0,25827.329849,1781883661538069570,0,1,79.17909201355042,0.1,EXIT,1143.3018406262347,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
25900000000,25900.0,25927.061452,1781883661638069570,0,1,79.43799348819591,0.1,EXIT,1141.095229696007,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
26000000000,26000.0,26026.801038,1781883661738069570,0,1,79.77332243476927,0.1,EXIT,1138.879304072819,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
26100000000,26100.0,26126.666381,1781883661838069570,0,1,80.49332606433687,0.1,EXIT,1136.6433783488096,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
26200000000,26200.0,26226.588422,1781883661938069570,0,1,81.50898127938493,0.1,EXIT,1134.379239979938,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
26300000000,26300.0,26326.869185,1781883662038069570,0,1,82.51549546730502,0.1,EXIT,1132.0871428836238,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
26400000000,26400.0,26426.314442,1781883662138069570,0,1,83.51283782394668,0.1,EXIT,1129.7673418329587,0,0,NONE,0,0,"[""EXIT"", 0, 0, ""NONE"", 0, 0]"
26500000000,26500.0,26526.870845,1781883662238069570,0,1,84.50098089785534,0.1,STOP_SIGN,1127.4200923635738,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
26600000000,26600.0,26626.942783,1781883662338069570,0,1,85.47990054447007,0.1,STOP_SIGN,1125.045650681783,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
26700000000,26700.0,26726.79447,1781883662438069570,0,1,86.44957587861852,0.1,STOP_SIGN,1122.6442735740436,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
26800000000,26800.0,26826.876311,1781883662538069570,0,1,87.40998922540582,0.1,STOP_SIGN,1120.2162183177822,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
26900000000,26900.0,26927.392378,1781883662638069570,0,1,88.36112606959357,0.1,STOP_SIGN,1117.7617425936269,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27000000000,27000.0,27027.206338,1781883662738069570,0,1,89.30297500356457,0.1,STOP_SIGN,1115.2811043990835,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27100000000,27100.0,27126.613612,1781883662838069570,0,1,90.23552767396887,0.1,STOP_SIGN,1112.7745619636955,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27200000000,27200.0,27226.876659,1781883662938069570,0,1,91.15877872714472,0.1,STOP_SIGN,1110.2423736657192,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27300000000,27300.0,27326.796397,1781883663038069570,0,1,92.07272575340806,0.1,STOP_SIGN,1107.6847979503468,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27400000000,27400.0,27427.033526,1781883663138069570,0,1,92.97736923030264,0.1,STOP_SIGN,1105.102093249505,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27500000000,27500.0,27526.903922,1781883663238069570,0,1,93.87271246490134,0.1,STOP_SIGN,1102.4945179032577,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27600000000,27600.0,27626.876307,1781883663338069570,0,1,94.75876153524838,0.1,STOP_SIGN,1099.8623300828342,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27700000000,27700.0,27726.368624,1781883663438069570,0,1,95.63552523103009,0.1,STOP_SIGN,1097.2057877153056,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27800000000,27800.0,27826.733998,1781883663538069570,0,1,96.50301499356063,0.1,STOP_SIGN,1094.525148409929,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
27900000000,27900.0,27926.957101,1781883663638069570,0,1,97.36124485516714,0.1,STOP_SIGN,1091.8206693861744,0,0,NONE,0,0,"[""STOP_SIGN"", 0, 0, ""NONE"", 0, 0]"
28000000000,28000.0,28026.951126,1781883663738069570,0,1,98.21023137805697,0.1,YIELD,1089.0926074034505,0,0,NONE,1,0,"[""YIELD"", 0, 0, ""NONE"", 1, 0]"
28100000000,28100.0,28127.688945,1781883663838069570,0,1,99.04999359274771,0.1,YIELD,1086.341218692541,0,0,NONE,1,0,"[""YIELD"", 0, 0, ""NONE"", 1, 0]"
28200000000,28200.0,28226.391666,1781883663938069570,0,1,99.8805529361389,0.1,YIELD,1083.5667588887593,0,0,NONE,1,0,"[""YIELD"", 0, 0, ""NONE"", 1, 0]"
28300000000,28300.0,28326.600162,1781883664038069570,0,1,100.701933189302,0.1,YIELD,1080.7694829668342,0,0,NONE,1,0,"[""YIELD"", 0, 0, ""NONE"", 1, 0]"
28400000000,28400.0,28426.812608,1781883664138069570,0,1,101.51416041506323,0.1,YIELD,1077.949645177527,0,0,NONE,1,0,"[""YIELD"", 0, 0, ""NONE"", 1, 0]"
