event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,steer_present,accelerator_present,brake_present,steer,accelerator,brake
sensor_arrival,10172105468,10172.105468,10172.508426,10172105468,0,0,1,0,1,0.1803921568627451,0.0
sensor_arrival,10180080582,10180.080582,10180.458707,10180080582,0,0,1,0,1,0.2,0.0
sensor_arrival,10188169436,10188.169436,10188.639431,10188169436,0,0,1,0,1,0.22745098039215686,0.0
sensor_arrival,10196144902,10196.144902,10196.673878,10196144902,0,0,1,0,1,0.23137254901960785,0.0
output_tick,10200000000,10200.0,10200.21782,10200000000,0,1,1,1,1,0.23137254901960785,0.0
sensor_arrival,10204440939,10204.440939,10205.451354,10204440939,0,0,1,0,1,0.25098039215686274,0.0
sensor_arrival,10212062131,10212.062131,10212.626533,10212062131,0,0,1,0,1,0.25882352941176473,0.0
sensor_arrival,10220047079,10220.047079,10220.553833,10220047079,0,0,1,0,1,0.2823529411764706,0.0
sensor_arrival,10228118674,10228.118674,10228.950646,10228118674,0,0,1,0,1,0.3058823529411765,0.0
sensor_arrival,10236128325,10236.128325,10236.883779,10236128325,0,0,1,0,1,0.30980392156862746,0.0
sensor_arrival,10244095532,10244.095532,10244.789802,10244095532,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10292244493,10292.244493,10293.248426,10292244493,0,0,1,0,1,0.3137254901960784,0.0
output_tick,10300000000,10300.0,10300.646492,10300000000,0,1,1,1,1,0.3137254901960784,0.0
sensor_arrival,10300227478,10300.227478,10303.369924,10300227478,0,0,1,0,1,0.30980392156862746,0.0
sensor_arrival,10308291073,10308.291073,10309.267895,10308291073,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10316091282,10316.091282,10316.690701,10316091282,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,10324117210,10324.11721,10324.849239,10324117210,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10332124935,10332.124935,10332.853372,10332124935,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,10356287535,10356.287535,10357.253524,10356287535,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10364232520,10364.23252,10365.329878,10364232520,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,10388235640,10388.23564,10389.225278,10388235640,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10396257403,10396.257403,10397.344724,10396257403,0,0,1,0,1,0.3137254901960784,0.0
output_tick,10400000000,10400.0,10400.57465,10400000000,0,1,1,1,1,0.3137254901960784,0.0
sensor_arrival,10420110691,10420.110691,10420.635463,10420110691,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10428053472,10428.053472,10428.522708,10428053472,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,10484301917,10484.301917,10485.338813,10484301917,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10492221698,10492.221698,10493.12554,10492221698,0,0,1,0,1,0.3215686274509804,0.0
output_tick,10500000000,10500.0,10500.348645,10500000000,0,1,1,1,1,0.3215686274509804,0.0
sensor_arrival,10508435147,10508.435147,10509.184046,10508435147,0,0,1,0,1,0.3254901960784314,0.0
sensor_arrival,10548232627,10548.232627,10549.121339,10548232627,0,0,1,0,1,0.3215686274509804,0.0
output_tick,10600000000,10600.0,10600.629503,10600000000,0,1,1,1,1,0.3215686274509804,0.0
sensor_arrival,10604642940,10604.64294,10605.633003,10604642940,0,0,1,0,1,0.3254901960784314,0.0
sensor_arrival,10628248250,10628.24825,10629.147388,10628248250,0,0,1,0,1,0.32941176470588235,0.0
sensor_arrival,10676343341,10676.343341,10677.560123,10676343341,0,0,1,0,1,0.3254901960784314,0.0
sensor_arrival,10692283755,10692.283755,10693.170597,10692283755,0,0,1,0,1,0.32941176470588235,0.0
output_tick,10700000000,10700.0,10700.477904,10700000000,0,1,1,1,1,0.32941176470588235,0.0
sensor_arrival,10708220113,10708.220113,10709.055475,10708220113,0,0,1,0,1,0.3254901960784314,0.0
sensor_arrival,10716182265,10716.182265,10716.854554,10716182265,0,0,1,0,1,0.3215686274509804,0.0
sensor_arrival,10724221397,10724.221397,10724.990926,10724221397,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,10732204938,10732.204938,10732.905022,10732204938,0,0,1,0,1,0.3058823529411765,0.0
sensor_arrival,10740160182,10740.160182,10740.690398,10740160182,0,0,1,0,1,0.29411764705882354,0.0
sensor_arrival,10748130926,10748.130926,10748.667957,10748130926,0,0,1,0,1,0.2823529411764706,0.0
sensor_arrival,10756146225,10756.146225,10756.649534,10756146225,0,0,1,0,1,0.2784313725490196,0.0
sensor_arrival,10764286689,10764.286689,10765.218105,10764286689,0,0,1,0,1,0.2627450980392157,0.0
sensor_arrival,10780200585,10780.200585,10781.071927,10780200585,0,0,1,0,1,0.25882352941176473,0.0
sensor_arrival,10796224536,10796.224536,10797.117526,10796224536,0,0,1,0,1,0.2549019607843137,0.0
output_tick,10800000000,10800.0,10800.409822,10800000000,0,1,1,1,1,0.2549019607843137,0.0
sensor_arrival,10844332590,10844.33259,10845.383263,10844332590,0,0,1,0,1,0.2627450980392157,0.0
sensor_arrival,10852286334,10852.286334,10853.245175,10852286334,0,0,1,0,1,0.27058823529411763,0.0
sensor_arrival,10860183282,10860.183282,10860.868904,10860183282,0,0,1,0,1,0.2784313725490196,0.0
sensor_arrival,10868255211,10868.255211,10869.13696,10868255211,0,0,1,0,1,0.2823529411764706,0.0
sensor_arrival,10876220584,10876.220584,10877.052482,10876220584,0,0,1,0,1,0.2901960784313726,0.0
sensor_arrival,10884213773,10884.213773,10885.038356,10884213773,0,0,1,0,1,0.29411764705882354,0.0
output_tick,10900000000,10900.0,10900.489627,10900000000,0,1,1,1,1,0.29411764705882354,0.0
sensor_arrival,10900677181,10900.677181,10903.237375,10900677181,0,0,1,0,1,0.2980392156862745,0.0
sensor_arrival,10924183214,10924.183214,10924.853614,10924183214,0,0,1,0,1,0.30196078431372547,0.0
sensor_arrival,10956173893,10956.173893,10956.717683,10956173893,0,0,1,0,1,0.3058823529411765,0.0
sensor_arrival,10972130585,10972.130585,10972.610061,10972130585,0,0,1,0,1,0.30980392156862746,0.0
sensor_arrival,10980303104,10980.303104,10981.274501,10980303104,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,10988216682,10988.216682,10988.92986,10988216682,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,10996310425,10996.310425,10997.230137,10996310425,0,0,1,0,1,0.3215686274509804,0.0
output_tick,11000000000,11000.0,11000.455675,11000000000,0,1,1,1,1,0.3215686274509804,0.0
sensor_arrival,11004421612,11004.421612,11005.579321,11004421612,0,0,1,0,1,0.3254901960784314,0.0
sensor_arrival,11012278265,11012.278265,11013.029349,11012278265,0,0,1,0,1,0.32941176470588235,0.0
sensor_arrival,11020174343,11020.174343,11020.824262,11020174343,0,0,1,0,1,0.33725490196078434,0.0
sensor_arrival,11028225049,11028.225049,11029.045873,11028225049,0,0,1,0,1,0.34901960784313724,0.0
sensor_arrival,11036225034,11036.225034,11037.031617,11036225034,0,0,1,0,1,0.35294117647058826,0.0
sensor_arrival,11044288555,11044.288555,11045.132304,11044288555,0,0,1,0,1,0.3686274509803922,0.0
sensor_arrival,11052239521,11052.239521,11053.127233,11052239521,0,0,1,0,1,0.37254901960784315,0.0
sensor_arrival,11060238487,11060.238487,11061.009775,11060238487,0,0,1,0,1,0.3843137254901961,0.0
sensor_arrival,11068233990,11068.23399,11069.005926,11068233990,0,0,1,0,1,0.39215686274509803,0.0
sensor_arrival,11076282030,11076.28203,11077.132613,11076282030,0,0,1,0,1,0.396078431372549,0.0
sensor_arrival,11084240681,11084.240681,11085.087376,11084240681,0,0,1,0,1,0.4,0.0
output_tick,11100000000,11100.0,11100.41513,11100000000,0,1,1,1,1,0.4,0.0
sensor_arrival,11108376615,11108.376615,11109.603157,11108376615,0,0,1,0,1,0.403921568627451,0.0
sensor_arrival,11116187379,11116.187379,11116.865668,11116187379,0,0,1,0,1,0.4,0.0
output_tick,11200000000,11200.0,11200.596712,11200000000,0,1,1,1,1,0.4,0.0
output_tick,11300000000,11300.0,11300.289836,11300000000,0,1,1,1,1,0.4,0.0
sensor_arrival,11308317191,11308.317191,11309.195866,11308317191,0,0,1,0,1,0.396078431372549,0.0
sensor_arrival,11324297382,11324.297382,11325.030485,11324297382,0,0,1,0,1,0.4,0.0
output_tick,11400000000,11400.0,11400.619028,11400000000,0,1,1,1,1,0.4,0.0
sensor_arrival,11420266623,11420.266623,11420.821857,11420266623,0,0,1,0,1,0.396078431372549,0.0
sensor_arrival,11428176552,11428.176552,11428.64551,11428176552,0,0,1,0,1,0.4,0.0
output_tick,11500000000,11500.0,11501.126273,11500000000,0,1,1,1,1,0.4,0.0
sensor_arrival,11500508465,11500.508465,11503.955167,11500508465,0,0,1,0,1,0.396078431372549,0.0
sensor_arrival,11508408636,11508.408636,11509.414661,11508408636,0,0,1,0,1,0.4,0.0
sensor_arrival,11540412018,11540.412018,11541.450488,11540412018,0,0,1,0,1,0.403921568627451,0.0
sensor_arrival,11548305596,11548.305596,11549.071476,11548305596,0,0,1,0,1,0.4,0.0
sensor_arrival,11556284618,11556.284618,11557.022962,11556284618,0,0,1,0,1,0.403921568627451,0.0
sensor_arrival,11564313547,11564.313547,11565.148204,11564313547,0,0,1,0,1,0.4,0.0
output_tick,11600000000,11600.0,11600.554307,11600000000,0,1,1,1,1,0.4,0.0
output_tick,11700000000,11700.0,11700.564484,11700000000,0,1,1,1,1,0.4,0.0
sensor_arrival,11700850314,11700.850314,11702.678405,11700850314,0,0,1,0,1,0.396078431372549,0.0
sensor_arrival,11708434766,11708.434766,11709.158313,11708434766,0,0,1,0,1,0.4,0.0
sensor_arrival,11732417812,11732.417812,11733.015565,11732417812,0,0,1,0,1,0.403921568627451,0.0
sensor_arrival,11780407942,11780.407942,11780.943269,11780407942,0,0,1,0,1,0.4,0.0
sensor_arrival,11788335927,11788.335927,11788.915809,11788335927,0,0,1,0,1,0.403921568627451,0.0
output_tick,11800000000,11800.0,11800.244979,11800000000,0,1,1,1,1,0.403921568627451,0.0
sensor_arrival,11820277847,11820.277847,11820.881081,11820277847,0,0,1,0,1,0.40784313725490196,0.0
sensor_arrival,11828416700,11828.4167,11829.397874,11828416700,0,0,1,0,1,0.4117647058823529,0.0
sensor_arrival,11836320093,11836.320093,11837.071418,11836320093,0,0,1,0,1,0.40784313725490196,0.0
sensor_arrival,11844356429,11844.356429,11845.208697,11844356429,0,0,1,0,1,0.4117647058823529,0.0
sensor_arrival,11860446268,11860.446268,11861.368572,11860446268,0,0,1,0,1,0.41568627450980394,0.0
sensor_arrival,11868435548,11868.435548,11869.39726,11868435548,0,0,1,0,1,0.4196078431372549,0.0
sensor_arrival,11876344256,11876.344256,11877.064285,11876344256,0,0,1,0,1,0.4235294117647059,0.0
sensor_arrival,11892453354,11892.453354,11893.438065,11892453354,0,0,1,0,1,0.42745098039215684,0.0
output_tick,11900000000,11900.0,11900.889426,11900000000,0,1,1,1,1,0.42745098039215684,0.0
sensor_arrival,11902825719,11902.825719,11904.175,11902825719,0,0,1,0,1,0.43137254901960786,0.0
sensor_arrival,11908510044,11908.510044,11909.509181,11908510044,0,0,1,0,1,0.4392156862745098,0.0
sensor_arrival,11916387623,11916.387623,11917.138559,11916387623,0,0,1,0,1,0.44313725490196076,0.0
sensor_arrival,11924275719,11924.275719,11924.743103,11924275719,0,0,1,0,1,0.45098039215686275,0.0
sensor_arrival,11940283503,11940.283503,11940.825275,11940283503,0,0,1,0,1,0.4549019607843137,0.0
sensor_arrival,11972482143,11972.482143,11973.603537,11972482143,0,0,1,0,1,0.4588235294117647,0.0
output_tick,12000000000,12000.0,12000.543569,12000000000,0,1,1,1,1,0.4588235294117647,0.0
sensor_arrival,12028483071,12028.483071,12029.520263,12028483071,0,0,1,0,1,0.4627450980392157,0.0
sensor_arrival,12044481225,12044.481225,12045.414307,12044481225,0,0,1,0,1,0.4666666666666667,0.0
sensor_arrival,12052463654,12052.463654,12053.451106,12052463654,0,0,1,0,1,0.47058823529411764,0.0
sensor_arrival,12076467700,12076.4677,12077.59541,12076467700,0,0,1,0,1,0.4745098039215686,0.0
sensor_arrival,12084463944,12084.463944,12085.410489,12084463944,0,0,1,0,1,0.48627450980392156,0.0
output_tick,12100000000,12100.0,12100.999296,12100000000,0,1,1,1,1,0.48627450980392156,0.0
sensor_arrival,12100456284,12100.456284,12103.840024,12100456284,0,0,1,0,1,0.49019607843137253,0.0
sensor_arrival,12108426768,12108.426768,12109.138279,12108426768,0,0,1,0,1,0.4980392156862745,0.0
sensor_arrival,12116370476,12116.370476,12117.059561,12116370476,0,0,1,0,1,0.5019607843137255,0.0
sensor_arrival,12140451039,12140.451039,12141.40551,12140451039,0,0,1,0,1,0.5058823529411764,0.0
sensor_arrival,12164514566,12164.514566,12165.504203,12164514566,0,0,1,0,1,0.5019607843137255,0.0
output_tick,12200000000,12200.0,12200.607014,12200000000,0,1,1,1,1,0.5019607843137255,0.0
sensor_arrival,12244504282,12244.504282,12245.60251,12244504282,0,0,1,0,1,0.4980392156862745,0.0
sensor_arrival,12260489566,12260.489566,12261.288371,12260489566,0,0,1,0,1,0.5019607843137255,0.0
sensor_arrival,12268506457,12268.506457,12269.444984,12268506457,0,0,1,0,1,0.4980392156862745,0.0
sensor_arrival,12276371277,12276.371277,12277.134842,12276371277,0,0,1,0,1,0.5019607843137255,0.0
output_tick,12300000000,12300.0,12300.49821,12300000000,0,1,1,1,1,0.5019607843137255,0.0
sensor_arrival,12308416714,12308.416714,12309.192113,12308416714,0,0,1,0,1,0.4980392156862745,0.0
sensor_arrival,12324475016,12324.475016,12325.272785,12324475016,0,0,1,0,1,0.49019607843137253,0.0
sensor_arrival,12340469892,12340.469892,12341.363975,12340469892,0,0,1,0,1,0.48627450980392156,0.0
sensor_arrival,12348427655,12348.427655,12349.226572,12348427655,0,0,1,0,1,0.4823529411764706,0.0
sensor_arrival,12364484327,12364.484327,12365.369984,12364484327,0,0,1,0,1,0.47843137254901963,0.0
output_tick,12400000000,12400.0,12400.592348,12400000000,0,1,1,1,1,0.47843137254901963,0.0
output_tick,12500000000,12500.0,12500.580303,12500000000,0,1,1,1,1,0.47843137254901963,0.0
sensor_arrival,12540587447,12540.587447,12541.566677,12540587447,0,0,1,0,1,0.4823529411764706,0.0
sensor_arrival,12548522099,12548.522099,12549.478662,12548522099,0,0,1,0,1,0.47843137254901963,0.0
sensor_arrival,12556403863,12556.403863,12557.124225,12556403863,0,0,1,0,1,0.4823529411764706,0.0
sensor_arrival,12572560496,12572.560496,12573.578744,12572560496,0,0,1,0,1,0.48627450980392156,0.0
sensor_arrival,12588504985,12588.504985,12589.384604,12588504985,0,0,1,0,1,0.49019607843137253,0.0
output_tick,12600000000,12600.0,12601.313489,12600000000,0,1,1,1,1,0.49019607843137253,0.0
sensor_arrival,12604629323,12604.629323,12605.202205,12604629323,0,0,1,0,1,0.49411764705882355,0.0
sensor_arrival,12612427531,12612.427531,12612.803231,12612427531,0,0,1,0,1,0.4980392156862745,0.0
sensor_arrival,12644555579,12644.555579,12645.245312,12644555579,0,0,1,0,1,0.5019607843137255,0.0
sensor_arrival,12660536659,12660.536659,12661.119486,12660536659,0,0,1,0,1,0.5058823529411764,0.0
output_tick,12700000000,12700.0,12700.269103,12700000000,0,1,1,1,1,0.5058823529411764,0.0
sensor_arrival,12700917855,12700.917855,12703.068276,12700917855,0,0,1,0,1,0.5019607843137255,0.0
sensor_arrival,12724550924,12724.550924,12725.476488,12724550924,0,0,1,0,1,0.5058823529411764,0.0
sensor_arrival,12740497986,12740.497986,12741.371013,12740497986,0,0,1,0,1,0.5019607843137255,0.0
output_tick,12800000000,12800.0,12800.562184,12800000000,0,1,1,1,1,0.5019607843137255,0.0
sensor_arrival,12860616622,12860.616622,12861.674888,12860616622,0,0,1,0,1,0.5058823529411764,0.0
sensor_arrival,12868631366,12868.631366,12870.102701,12868631366,0,0,1,0,1,0.5019607843137255,0.0
sensor_arrival,12884525540,12884.52554,12885.370067,12884525540,0,0,1,0,1,0.4980392156862745,0.0
output_tick,12900000000,12900.0,12900.544157,12900000000,0,1,1,1,1,0.4980392156862745,0.0
output_tick,13000000000,13000.0,13000.38102,13000000000,0,1,1,1,1,0.4980392156862745,0.0
sensor_arrival,13020500850,13020.50085,13021.265805,13020500850,0,0,1,0,1,0.49411764705882355,0.0
sensor_arrival,13028584574,13028.584574,13029.621359,13028584574,0,0,1,0,1,0.49019607843137253,0.0
sensor_arrival,13036678613,13036.678613,13037.540456,13036678613,0,0,1,0,1,0.49411764705882355,0.0
sensor_arrival,13044504859,13044.504859,13045.281684,13044504859,0,0,1,0,1,0.49019607843137253,0.0
output_tick,13100000000,13100.0,13100.56462,13100000000,0,1,1,1,1,0.49019607843137253,0.0
sensor_arrival,13188655504,13188.655504,13189.644826,13188655504,0,0,1,0,1,0.48627450980392156,0.0
sensor_arrival,13196634655,13196.634655,13197.484664,13196634655,0,0,1,0,1,0.47843137254901963,0.0
output_tick,13200000000,13200.0,13200.375465,13200000000,0,1,1,1,1,0.47843137254901963,0.0
sensor_arrival,13204676491,13204.676491,13205.610851,13204676491,0,0,1,0,1,0.4666666666666667,0.0
sensor_arrival,13212473348,13212.473348,13213.090101,13212473348,0,0,1,0,1,0.4549019607843137,0.0
sensor_arrival,13220567424,13220.567424,13221.356101,13220567424,0,0,1,0,1,0.4392156862745098,0.0
sensor_arrival,13228598705,13228.598705,13229.347419,13228598705,0,0,1,0,1,0.4196078431372549,0.0
sensor_arrival,13236540079,13236.540079,13237.336625,13236540079,0,0,1,0,1,0.4117647058823529,0.0
sensor_arrival,13244517267,13244.517267,13245.270666,13244517267,0,0,1,0,1,0.39215686274509803,0.0
sensor_arrival,13252521937,13252.521937,13253.333409,13252521937,0,0,1,0,1,0.3843137254901961,0.0
sensor_arrival,13260554421,13260.554421,13261.476299,13260554421,0,0,1,0,1,0.3568627450980392,0.0
sensor_arrival,13268565313,13268.565313,13269.394396,13268565313,0,0,1,0,1,0.3333333333333333,0.0
sensor_arrival,13276522946,13276.522946,13277.272104,13276522946,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,13284543726,13284.543726,13285.316773,13284543726,0,0,1,0,1,0.29411764705882354,0.0
sensor_arrival,13292582062,13292.582062,13293.444682,13292582062,0,0,1,0,1,0.2784313725490196,0.0
output_tick,13300000000,13300.0,13300.376382,13300000000,0,1,1,1,1,0.2784313725490196,0.0
sensor_arrival,13301248780,13301.24878,13303.155332,13301248780,0,0,1,0,1,0.25882352941176473,0.0
sensor_arrival,13308534198,13308.534198,13309.325837,13308534198,0,0,1,0,1,0.25098039215686274,0.0
sensor_arrival,13348643712,13348.643712,13349.655663,13348643712,0,0,1,0,1,0.2549019607843137,0.0
sensor_arrival,13356622511,13356.622511,13357.585852,13356622511,0,0,1,0,1,0.25882352941176473,0.0
sensor_arrival,13372574259,13372.574259,13373.442804,13372574259,0,0,1,0,1,0.26666666666666666,0.0
sensor_arrival,13380583706,13380.583706,13381.434937,13380583706,0,0,1,0,1,0.27058823529411763,0.0
sensor_arrival,13388536969,13388.536969,13389.335663,13388536969,0,0,1,0,1,0.2784313725490196,0.0
output_tick,13400000000,13400.0,13400.405965,13400000000,0,1,1,1,1,0.2784313725490196,0.0
sensor_arrival,13420478278,13420.478278,13421.177622,13420478278,0,0,1,0,1,0.27450980392156865,0.0
sensor_arrival,13428457022,13428.457022,13428.992256,13428457022,0,0,1,0,1,0.2784313725490196,0.0
sensor_arrival,13444530786,13444.530786,13445.186723,13444530786,0,0,1,0,1,0.2823529411764706,0.0
sensor_arrival,13460476478,13460.476478,13461.119174,13460476478,0,0,1,0,1,0.2901960784313726,0.0
sensor_arrival,13468616924,13468.616924,13469.584246,13468616924,0,0,1,0,1,0.29411764705882354,0.0
sensor_arrival,13476582945,13476.582945,13477.552416,13476582945,0,0,1,0,1,0.2980392156862745,0.0
sensor_arrival,13484553689,13484.553689,13485.402939,13484553689,0,0,1,0,1,0.30196078431372547,0.0
output_tick,13500000000,13500.0,13500.557269,13500000000,0,1,1,1,1,0.30196078431372547,0.0
sensor_arrival,13501209151,13501.209151,13503.300424,13501209151,0,0,1,0,1,0.3058823529411765,0.0
sensor_arrival,13508541569,13508.541569,13509.216969,13508541569,0,0,1,0,1,0.3137254901960784,0.0
sensor_arrival,13516547701,13516.547701,13517.220046,13516547701,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,13540668339,13540.668339,13541.695161,13540668339,0,0,1,0,1,0.3215686274509804,0.0
sensor_arrival,13580631354,13580.631354,13581.57438,13580631354,0,0,1,0,1,0.3254901960784314,0.0
sensor_arrival,13588630394,13588.630394,13589.581513,13588630394,0,0,1,0,1,0.32941176470588235,0.0
sensor_arrival,13596553620,13596.55362,13597.326556,13596553620,0,0,1,0,1,0.3254901960784314,0.0
output_tick,13600000000,13600.0,13600.325096,13600000000,0,1,1,1,1,0.3254901960784314,0.0
sensor_arrival,13684847872,13684.847872,13686.060321,13684847872,0,0,1,0,1,0.3215686274509804,0.0
output_tick,13700000000,13700.0,13700.438882,13700000000,0,1,1,1,1,0.3215686274509804,0.0
sensor_arrival,13702720098,13702.720098,13704.248877,13702720098,0,0,1,0,1,0.3176470588235294,0.0
sensor_arrival,13708837177,13708.837177,13710.184829,13708837177,0,0,1,0,1,0.29411764705882354,0.0
sensor_arrival,13716518462,13716.518462,13717.179676,13716518462,0,0,1,0,1,0.2823529411764706,0.0
sensor_arrival,13724595149,13724.595149,13725.412566,13724595149,0,0,1,0,1,0.2549019607843137,0.0
sensor_arrival,13732651225,13732.651225,13733.646584,13732651225,0,0,1,0,1,0.23921568627450981,0.0
sensor_arrival,13740781412,13740.781412,13741.708457,13740781412,0,0,1,0,1,0.20784313725490197,0.0
sensor_arrival,13748595065,13748.595065,13749.492277,13748595065,0,0,1,0,1,0.16862745098039217,0.0
sensor_arrival,13756548495,13756.548495,13757.350356,13756548495,0,0,1,0,1,0.1411764705882353,0.0
sensor_arrival,13764627719,13764.627719,13765.575375,13764627719,0,0,1,0,1,0.10980392156862745,0.0
sensor_arrival,13772635463,13772.635463,13773.601915,13772635463,0,0,1,0,1,0.09803921568627451,0.0
sensor_arrival,13780588485,13780.588485,13781.390272,13780588485,0,0,1,0,1,0.07058823529411765,0.0
sensor_arrival,13788563710,13788.56371,13789.361201,13788563710,0,0,1,0,1,0.050980392156862744,0.0
sensor_arrival,13796574417,13796.574417,13797.416259,13796574417,0,0,1,0,1,0.043137254901960784,0.0
output_tick,13800000000,13800.0,13800.457688,13800000000,0,1,1,1,1,0.043137254901960784,0.0
sensor_arrival,13805010748,13805.010748,13805.606167,13805010748,0,0,1,0,1,0.03137254901960784,0.0
