logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,distance_from_start_m,velocity_kmh,road_phase,environment_distance,front_car_present,right_car_present,right_car_position,cross_left_car_present,cross_right_car_present,other_car_present,environment_states_json
8300000000,8300.0,8320.105173,8300000000,0,117.51420457863829,84.38464889650945,HIGHWAY,3882.4857954213617,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8400000000,8400.0,8420.085449,8400000000,0,126.81149488175238,83.98113062043238,HIGHWAY,3873.1885051182476,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8500000000,8500.0,8520.087098,8500000000,0,136.1087851848665,83.58138671486093,HIGHWAY,3863.8912148151335,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8600000000,8600.0,8620.09587,8600000000,0,145.4060754879806,83.18536403679542,HIGHWAY,3854.5939245120194,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8700000000,8700.0,8720.099894,8700000000,0,154.70336579109468,82.79301043735464,HIGHWAY,3845.2966342089053,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8800000000,8800.0,8820.124102,8800000000,0,164.0006560942088,82.40427473861688,HIGHWAY,3835.999343905791,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8900000000,8900.0,8920.100816,8900000000,0,173.2979463973229,82.0191067111059,HIGHWAY,3826.702053602677,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9000000000,9000.0,9020.089404,9000000000,0,182.595236700437,81.63745705190102,HIGHWAY,3817.404763299563,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9100000000,9100.0,9120.105301,9100000000,0,191.8925270035511,81.25927736335096,HIGHWAY,3808.107472996449,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9200000000,9200.0,9220.122385,9200000000,0,201.18981730666522,80.8845201323724,HIGHWAY,3798.810182693335,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9300000000,9300.0,9320.113348,9300000000,0,210.48710760977931,80.5131387103144,HIGHWAY,3789.5128923902207,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9400000000,9400.0,9420.101937,9400000000,0,219.7843979128934,80.14508729337071,HIGHWAY,3780.2156020871066,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9500000000,9500.0,9520.089338,9500000000,0,229.0816882160075,79.78032090352283,HIGHWAY,3770.9183117839925,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9600000000,9600.0,9620.094549,9600000000,0,238.37897851912163,79.41879536999677,HIGHWAY,3761.6210214808784,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9700000000,9700.0,9720.143692,9700000000,0,247.67626882223573,79.0604673112178,HIGHWAY,3752.3237311777643,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9800000000,9800.0,9820.102597,9800000000,0,256.9735591253498,78.92417836186372,HIGHWAY,3743.0264408746502,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
9900000000,9900.0,9920.125619,9900000000,0,266.2708494284639,78.57020136574732,HIGHWAY,3733.729150571536,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10000000000,10000.0,10020.111833,10000000000,0,275.568139731578,78.2193215578221,HIGHWAY,3724.431860268422,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10100000000,10100.0,10120.083799,10100000000,0,284.8654300346921,77.88519276993759,HIGHWAY,3715.134569965308,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10200000000,10200.0,10220.103258,10200000000,0,294.16272033780626,77.61909554578108,HIGHWAY,3705.837279662194,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10300000000,10300.0,10320.096597,10300000000,0,303.46001064092036,77.50720969532419,HIGHWAY,3696.5399893590798,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10400000000,10400.0,10420.158801,10400000000,0,312.75730094403445,77.49329791844526,HIGHWAY,3687.2426990559657,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10500000000,10500.0,10520.09396,10500000000,0,322.05459124714855,77.4795059378151,HIGHWAY,3677.9454087528516,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10600000000,10600.0,10620.106296,10600000000,0,331.35188155026265,77.47547920581466,HIGHWAY,3668.6481184497375,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10700000000,10700.0,10720.094886,10700000000,0,340.64917185337674,77.47148713838072,HIGHWAY,3659.3508281466234,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10800000000,10800.0,10820.132156,10800000000,0,349.94646215649084,77.47724680556335,HIGHWAY,3650.0535378435093,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
10900000000,10900.0,10920.099373,10900000000,0,359.24375245960493,77.39350305118566,HIGHWAY,3640.756247540395,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11000000000,11000.0,11020.096274,11000000000,0,368.5410427627191,77.35676355927865,HIGHWAY,3631.458957237281,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11100000000,11100.0,11120.086051,11100000000,0,377.8383330658332,77.35379265905607,HIGHWAY,3622.161666934167,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11200000000,11200.0,11220.158941,11200000000,0,387.1356233689473,77.4512099235705,HIGHWAY,3612.864376631053,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11300000000,11300.0,11320.134471,11300000000,0,396.4329136720614,77.54778937253577,HIGHWAY,3603.567086327939,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11400000000,11400.0,11420.082691,11400000000,0,405.73020397517274,77.64353717050427,HIGHWAY,3594.2697960248274,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11500000000,11500.0,11520.137772,11500000000,0,415.0274942782824,77.7384594558183,HIGHWAY,3584.9725057217174,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11600000000,11600.0,11620.158421,11600000000,0,424.32478458139207,77.83256234034253,HIGHWAY,3575.675215418608,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11700000000,11700.0,11720.215877,11700000000,0,433.6220748845017,77.92585190920568,HIGHWAY,3566.3779251154983,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11800000000,11800.0,11820.11779,11800000000,0,442.9193651876114,78.01833422055148,HIGHWAY,3557.080634812389,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
11900000000,11900.0,11920.144376,11900000000,0,452.21665549072105,78.11521945754787,HIGHWAY,3547.783344509279,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12000000000,12000.0,12020.105657,12000000000,0,461.5139457938307,78.24286125865315,HIGHWAY,3538.4860542061692,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12100000000,12100.0,12120.114432,12100000000,0,470.8112360969404,78.41251567567258,HIGHWAY,3529.1887639030597,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12200000000,12200.0,12220.131518,12200000000,0,480.10852640005004,78.61935489220164,HIGHWAY,3519.89147359995,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12300000000,12300.0,12320.111797,12300000000,0,489.4058167031597,78.84687158260928,HIGHWAY,3510.59418329684,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12400000000,12400.0,12420.119386,12400000000,0,498.70310700626936,79.072397928867,HIGHWAY,3501.2968929937306,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12500000000,12500.0,12520.113913,12500000000,0,508.000397309379,79.26232905746949,HIGHWAY,3491.999602690621,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12600000000,12600.0,12620.114377,12600000000,0,517.2976876124886,79.45058948088344,HIGHWAY,3482.7023123875115,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12700000000,12700.0,12720.098219,12700000000,0,526.5949779155983,79.65391852109865,HIGHWAY,3473.405022084402,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12800000000,12800.0,12820.136678,12800000000,0,535.892268218708,79.87800311036501,HIGHWAY,3464.107731781292,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
12900000000,12900.0,12920.130018,12900000000,0,545.1895585218176,80.09443688870412,HIGHWAY,3454.8104414781824,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13000000000,13000.0,13020.163728,13000000000,0,554.4868488249273,80.30330008379642,HIGHWAY,3445.513151175073,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13100000000,13100.0,13120.107199,13100000000,0,563.7841391280369,80.51030210200929,HIGHWAY,3436.215860871963,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13200000000,13200.0,13220.146846,13200000000,0,573.0814294311466,80.70421377690799,HIGHWAY,3426.9185705688533,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13300000000,13300.0,13320.082007,13300000000,0,582.3787197342563,80.8796601273367,HIGHWAY,3417.6212802657437,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13400000000,13400.0,13420.097908,13400000000,0,591.6760100373659,80.79354092836543,HIGHWAY,3408.323989962634,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13500000000,13500.0,13520.105497,13500000000,0,600.9733003404756,80.70819523864805,HIGHWAY,3399.0266996595246,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13600000000,13600.0,13620.116648,13600000000,0,610.2705906435853,80.65181073018236,HIGHWAY,3389.7294093564146,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13700000000,13700.0,13720.108801,13700000000,0,619.5678809466949,80.62476489552213,HIGHWAY,3380.432119053305,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13800000000,13800.0,13820.169821,13800000000,0,628.8651712498046,80.59311155940556,HIGHWAY,3371.1348287501955,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
13900000000,13900.0,13920.118042,13900000000,0,638.1624615529142,80.26268677983829,HIGHWAY,3361.8375384470855,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14000000000,14000.0,14020.101884,14000000000,0,647.4597518560239,79.89687239710949,HIGHWAY,3352.540248143976,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14100000000,14100.0,14120.123722,14100000000,0,656.7570421591336,79.53431294050728,HIGHWAY,3343.2429578408664,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14200000000,14200.0,14220.089754,14200000000,0,666.0543324622432,79.17496477745624,HIGHWAY,3333.945667537757,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14300000000,14300.0,14320.144837,14300000000,0,675.3516227653529,78.81878505259449,HIGHWAY,3324.6483772346473,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14400000000,14400.0,14420.18686,14400000000,0,684.6489130684625,78.46573167052965,HIGHWAY,3315.3510869315373,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14500000000,14500.0,14520.142206,14500000000,0,693.9462033715722,78.11576327905233,HIGHWAY,3306.053796628428,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14600000000,14600.0,14620.08093,14600000000,0,703.2434936746819,77.76883925279296,HIGHWAY,3296.7565063253182,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14700000000,14700.0,14720.117016,14700000000,0,712.5407839777915,77.42491967730814,HIGHWAY,3287.4592160222082,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14800000000,14800.0,14820.092547,14800000000,0,721.8380742809012,77.08396533358382,HIGHWAY,3278.1619257190987,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
14900000000,14900.0,14920.159504,14900000000,0,731.1353645840109,76.7459376829422,HIGHWAY,3268.864635415989,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15000000000,15000.0,15020.131474,15000000000,0,740.4326548871205,76.41079885234032,HIGHWAY,3259.5673451128796,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15100000000,15100.0,15120.114129,15100000000,0,749.7299451902302,76.07851162004849,HIGHWAY,3250.27005480977,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15200000000,15200.0,15220.109846,15200000000,0,759.0272354933398,75.74903940169727,HIGHWAY,3240.97276450666,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15300000000,15300.0,15320.105563,15300000000,0,768.3245257964495,75.42234623668172,HIGHWAY,3231.6754742035505,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15400000000,15400.0,15420.085844,15400000000,0,777.6218160995592,75.0983967749125,HIGHWAY,3222.378183900441,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15500000000,15500.0,15520.121931,15500000000,0,786.9191064026688,74.77715626390349,HIGHWAY,3213.080893597331,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15600000000,15600.0,15620.101025,15600000000,0,796.2163967057785,74.45859053618592,HIGHWAY,3203.7836032942214,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15700000000,15700.0,15720.102679,15700000000,0,805.5136870088882,74.14266599703951,HIGHWAY,3194.486312991112,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15800000000,15800.0,15820.109082,15800000000,0,814.8109773119978,74.09460889785298,HIGHWAY,3185.1890226880023,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
15900000000,15900.0,15920.165353,15900000000,0,824.1082676151075,73.78168828297932,HIGHWAY,3175.8917323848927,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16000000000,16000.0,16020.124263,16000000000,0,833.4055579182171,73.47133842043006,HIGHWAY,3166.5944420817827,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16100000000,16100.0,16120.125916,16100000000,0,842.7028482213268,73.43422401390835,HIGHWAY,3157.297151778673,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16200000000,16200.0,16220.151317,16200000000,0,852.0001385244365,73.13696037316716,HIGHWAY,3147.9998614755636,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16300000000,16300.0,16320.174344,16300000000,0,861.2974288275461,72.83526996811354,HIGHWAY,3138.7025711724536,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16400000000,16400.0,16420.132695,16400000000,0,870.5947191306558,72.54287347766106,HIGHWAY,3129.405280869344,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16500000000,16500.0,16520.102916,16500000000,0,879.8920094337655,72.30645238686859,HIGHWAY,3120.1079905662345,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16600000000,16600.0,16620.136065,16600000000,0,889.1892997368751,72.24325894138458,HIGHWAY,3110.810700263125,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16700000000,16700.0,16720.12647,16700000000,0,898.4865900399848,72.18503304256598,HIGHWAY,3101.5134099600155,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16800000000,16800.0,16820.100253,16800000000,0,907.7838803430944,72.1272743363649,HIGHWAY,3092.2161196569054,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
16900000000,16900.0,16920.125091,16900000000,0,917.0811706462041,72.06551863274652,HIGHWAY,3082.918829353796,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17000000000,17000.0,17020.107184,17000000000,0,926.3784609493138,72.00425763620515,HIGHWAY,3073.6215390506864,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17100000000,17100.0,17120.099964,17100000000,0,935.6757512524234,71.94794703431604,HIGHWAY,3064.3242487475763,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17200000000,17200.0,17220.098369,17200000000,0,944.9730415555331,71.90106005491796,HIGHWAY,3055.026958444467,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17300000000,17300.0,17320.097419,17300000000,0,954.2703318586427,71.84111442164247,HIGHWAY,3045.7296681413573,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17400000000,17400.0,17420.103592,17400000000,0,963.5676221617524,71.7950808511949,HIGHWAY,3036.4323778382477,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17500000000,17500.0,17520.134699,17500000000,0,972.8649124648621,71.74941461890921,HIGHWAY,3027.135087535138,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17600000000,17600.0,17620.083883,17600000000,0,982.1622027679717,71.7407143601689,HIGHWAY,3017.837797232028,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17700000000,17700.0,17720.128049,17700000000,0,991.4594930710814,71.79886491034071,HIGHWAY,3008.5405069289186,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17800000000,17800.0,17820.127099,17800000000,0,1000.7567833741911,71.87131381966455,HIGHWAY,2999.243216625809,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
17900000000,17900.0,17920.098841,17900000000,0,1010.0540736773007,71.93824605691991,HIGHWAY,2989.945926322699,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18000000000,18000.0,18020.132322,18000000000,0,1019.3513639804104,72.00464354442076,HIGHWAY,2980.6486360195895,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18100000000,18100.0,18120.091004,18100000000,0,1028.64865428352,72.07051006268756,HIGHWAY,2971.35134571648,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18200000000,18200.0,18220.114989,18200000000,0,1037.9459445866298,72.13584937380229,HIGHWAY,2962.0540554133704,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18300000000,18300.0,18320.09031,18300000000,0,1047.2432348897394,72.25084653623014,HIGHWAY,2952.756765110261,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18400000000,18400.0,18420.101251,18400000000,0,1056.5405251928491,72.44889633736753,HIGHWAY,2943.459474807151,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18500000000,18500.0,18520.119314,18500000000,0,1065.8378154959587,72.6453540409882,HIGHWAY,2934.1621845040413,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18600000000,18600.0,18620.107696,18600000000,0,1075.1351057990685,73.11354709356871,HIGHWAY,2924.8648942009313,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18700000000,18700.0,18720.100827,18700000000,0,1084.432396102178,73.28853910200269,HIGHWAY,2915.5676038978218,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18800000000,18800.0,18820.101082,18800000000,0,1093.7296864052878,73.46210782181988,HIGHWAY,2906.270313594712,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
18900000000,18900.0,18920.094213,18900000000,0,1103.0269767083973,73.90111899808785,HIGHWAY,2896.9730232916027,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19000000000,19000.0,19020.160956,19000000000,0,1112.3242670115071,74.07502440995445,HIGHWAY,2887.675732988493,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19100000000,19100.0,19120.106595,19100000000,0,1121.6215573146167,74.26364410800406,HIGHWAY,2878.3784426853836,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19200000000,19200.0,19220.156717,19200000000,0,1130.9188476177264,74.45070938411673,HIGHWAY,2869.0811523822736,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19300000000,19300.0,19320.1,19300000000,0,1140.216137920836,74.89483321620506,HIGHWAY,2859.783862079164,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19400000000,19400.0,19420.173884,19400000000,0,1149.5134282239458,75.09297148297215,HIGHWAY,2850.486571776054,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19500000000,19500.0,19520.142099,19500000000,0,1158.8107185270553,75.28400655182736,HIGHWAY,2841.1892814729445,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19600000000,19600.0,19620.110315,19600000000,0,1168.108008830165,75.47889784081597,HIGHWAY,2831.891991169835,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19700000000,19700.0,19720.104651,19700000000,0,1177.4052991332746,75.72765296931128,HIGHWAY,2822.5947008667254,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19800000000,19800.0,19820.144103,19800000000,0,1186.7025894363844,76.22732579186038,HIGHWAY,2813.297410563616,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
19900000000,19900.0,19920.114693,19900000000,0,1195.999879739494,76.46977307712713,HIGHWAY,2804.0001202605063,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
20000000000,20000.0,20020.107842,20000000000,0,1205.2971700426037,76.72147547424342,HIGHWAY,2794.7028299573963,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
20100000000,20100.0,20120.112863,20100000000,0,1214.5944603457133,77.24404135884123,HIGHWAY,2785.4055396542867,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
20200000000,20200.0,20220.092953,20200000000,0,1223.891750648823,77.52928125187199,HIGHWAY,2776.1082493511767,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
20300000000,20300.0,20320.103928,20300000000,0,1233.1890409519326,77.83540082290932,HIGHWAY,2766.810959048067,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
