event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,head_present,eye_present,head,eye
sensor_arrival,14900000000,14900.0,14957.852278,14900000000,0,1,1,1,1
output_tick,14900000000,14900.0,14958.069516,14900000000,0,1,1,1,1
output_tick,15000000000,15000.0,15006.043423,15000000000,0,1,1,1,1
output_tick,15100000000,15100.0,15105.108998,15100000000,0,1,1,1,1
output_tick,15200000000,15200.0,15205.648039,15200000000,0,1,1,1,1
output_tick,15300000000,15300.0,15306.025784,15300000000,0,1,1,1,1
sensor_arrival,15400000000,15400.0,15459.458825,15400000000,0,1,1,1,1
output_tick,15400000000,15400.0,15459.725118,15400000000,0,1,1,1,1
output_tick,15500000000,15500.0,15505.609437,15500000000,0,1,1,1,1
output_tick,15600000000,15600.0,15608.276324,15600000000,0,1,1,1,1
output_tick,15700000000,15700.0,15710.125183,15700000000,0,1,1,1,1
output_tick,15800000000,15800.0,15805.04086,15800000000,0,1,1,1,1
sensor_arrival,15900000000,15900.0,15952.782556,15900000000,0,1,1,1,1
output_tick,15900000000,15900.0,15953.070683,15900000000,0,1,1,1,1
output_tick,16000000000,16000.0,16004.966379,16000000000,0,1,1,1,1
output_tick,16100000000,16100.0,16105.222274,16100000000,0,1,1,1,1
output_tick,16200000000,16200.0,16205.473429,16200000000,0,1,1,1,1
output_tick,16300000000,16300.0,16305.488289,16300000000,0,1,1,1,1
sensor_arrival,16400000000,16400.0,16451.49032,16400000000,0,1,1,1,1
output_tick,16400000000,16400.0,16451.797761,16400000000,0,1,1,1,1
output_tick,16500000000,16500.0,16504.785611,16500000000,0,1,1,1,1
output_tick,16600000000,16600.0,16604.683696,16600000000,0,1,1,1,1
output_tick,16700000000,16700.0,16704.473299,16700000000,0,1,1,1,1
output_tick,16800000000,16800.0,16804.440624,16800000000,0,1,1,1,1
sensor_arrival,16900000000,16900.0,16958.180493,16900000000,0,1,1,1,1
output_tick,16900000000,16900.0,16958.363695,16900000000,0,1,1,1,1
output_tick,17000000000,17000.0,17004.428179,17000000000,0,1,1,1,1
output_tick,17100000000,17100.0,17104.154394,17100000000,0,1,1,1,1
output_tick,17200000000,17200.0,17204.877284,17200000000,0,1,1,1,1
output_tick,17300000000,17300.0,17304.399391,17300000000,0,1,1,1,1
sensor_arrival,17400000000,17400.0,17456.284577,17400000000,0,1,1,1,1
output_tick,17400000000,17400.0,17456.542926,17400000000,0,1,1,1,1
output_tick,17500000000,17500.0,17505.387509,17500000000,0,1,1,1,1
output_tick,17600000000,17600.0,17604.910893,17600000000,0,1,1,1,1
output_tick,17700000000,17700.0,17708.291216,17700000000,0,1,1,1,1
output_tick,17800000000,17800.0,17806.64378,17800000000,0,1,1,1,1
sensor_arrival,17900000000,17900.0,17956.214141,17900000000,0,1,1,1,1
output_tick,17900000000,17900.0,17956.482416,17900000000,0,1,1,1,1
output_tick,18000000000,18000.0,18005.014409,18000000000,0,1,1,1,1
output_tick,18100000000,18100.0,18105.508227,18100000000,0,1,1,1,1
output_tick,18200000000,18200.0,18205.030056,18200000000,0,1,1,1,1
output_tick,18300000000,18300.0,18305.473041,18300000000,0,1,1,1,1
sensor_arrival,18400000000,18400.0,18457.460319,18400000000,0,1,1,1,1
output_tick,18400000000,18400.0,18457.677612,18400000000,0,1,1,1,1
output_tick,18500000000,18500.0,18505.549816,18500000000,0,1,1,1,1
output_tick,18600000000,18600.0,18605.518529,18600000000,0,1,1,1,1
output_tick,18700000000,18700.0,18706.367658,18700000000,0,1,1,1,1
output_tick,18800000000,18800.0,18805.64723,18800000000,0,1,1,1,1
sensor_arrival,18900000000,18900.0,18957.944912,18900000000,0,1,1,1,1
output_tick,18900000000,18900.0,18958.214279,18900000000,0,1,1,1,1
output_tick,19000000000,19000.0,19004.929163,19000000000,0,1,1,1,1
output_tick,19100000000,19100.0,19105.571201,19100000000,0,1,1,1,1
output_tick,19200000000,19200.0,19204.92968,19200000000,0,1,1,1,1
output_tick,19300000000,19300.0,19305.666384,19300000000,0,1,1,1,1
sensor_arrival,19400000000,19400.0,19453.648706,19400000000,0,1,1,1,1
output_tick,19400000000,19400.0,19453.97324,19400000000,0,1,1,1,1
output_tick,19500000000,19500.0,19507.954579,19500000000,0,1,1,1,1
output_tick,19600000000,19600.0,19604.654143,19600000000,0,1,1,1,1
output_tick,19700000000,19700.0,19704.556986,19700000000,0,1,1,1,1
output_tick,19800000000,19800.0,19805.537002,19800000000,0,1,1,1,1
sensor_arrival,19900000000,19900.0,19956.546383,19900000000,0,1,1,1,1
output_tick,19900000000,19900.0,19956.850824,19900000000,0,1,1,1,1
output_tick,20000000000,20000.0,20004.718695,20000000000,0,1,1,1,1
output_tick,20100000000,20100.0,20105.165642,20100000000,0,1,1,1,1
output_tick,20200000000,20200.0,20205.672664,20200000000,0,1,1,1,1
output_tick,20300000000,20300.0,20304.488722,20300000000,0,1,1,1,1
sensor_arrival,20400000000,20400.0,20458.643994,20400000000,0,1,1,1,1
output_tick,20400000000,20400.0,20458.973138,20400000000,0,1,1,1,1
output_tick,20500000000,20500.0,20505.521801,20500000000,0,1,1,1,1
output_tick,20600000000,20600.0,20605.026611,20600000000,0,1,1,1,1
output_tick,20700000000,20700.0,20705.070064,20700000000,0,1,1,1,1
output_tick,20800000000,20800.0,20805.29181,20800000000,0,1,1,1,1
sensor_arrival,20900000000,20900.0,20955.067742,20900000000,0,1,1,1,1
output_tick,20900000000,20900.0,20955.467978,20900000000,0,1,1,1,1
output_tick,21000000000,21000.0,21005.129125,21000000000,0,1,1,1,1
output_tick,21100000000,21100.0,21104.678268,21100000000,0,1,1,1,1
output_tick,21200000000,21200.0,21208.786674,21200000000,0,1,1,1,1
output_tick,21300000000,21300.0,21306.463375,21300000000,0,1,1,1,1
sensor_arrival,21400000000,21400.0,21459.966894,21400000000,0,1,1,1,1
output_tick,21400000000,21400.0,21460.181762,21400000000,0,1,1,1,1
output_tick,21500000000,21500.0,21507.065218,21500000000,0,1,1,1,1
output_tick,21600000000,21600.0,21605.662316,21600000000,0,1,1,1,1
output_tick,21700000000,21700.0,21705.453104,21700000000,0,1,1,1,1
output_tick,21800000000,21800.0,21805.571407,21800000000,0,1,1,1,1
sensor_arrival,21900000000,21900.0,21953.067827,21900000000,0,1,1,1,1
output_tick,21900000000,21900.0,21953.329009,21900000000,0,1,1,1,1
output_tick,22000000000,22000.0,22008.616093,22000000000,0,1,1,1,1
output_tick,22100000000,22100.0,22104.725274,22100000000,0,1,1,1,1
output_tick,22200000000,22200.0,22204.98615,22200000000,0,1,1,1,1
output_tick,22300000000,22300.0,22304.805382,22300000000,0,1,1,1,1
sensor_arrival,22400000000,22400.0,22453.062775,22400000000,0,1,1,1,1
output_tick,22400000000,22400.0,22453.322716,22400000000,0,1,1,1,1
output_tick,22500000000,22500.0,22504.459995,22500000000,0,1,1,1,1
output_tick,22600000000,22600.0,22605.473676,22600000000,0,1,1,1,1
output_tick,22700000000,22700.0,22704.891117,22700000000,0,1,1,1,1
output_tick,22800000000,22800.0,22805.560432,22800000000,0,1,1,1,1
sensor_arrival,22900000000,22900.0,22960.136142,22900000000,0,1,1,1,1
output_tick,22900000000,22900.0,22960.389621,22900000000,0,1,1,1,1
output_tick,23000000000,23000.0,23006.262532,23000000000,0,1,1,1,1
output_tick,23100000000,23100.0,23106.42739,23100000000,0,1,1,1,1
output_tick,23200000000,23200.0,23205.368169,23200000000,0,1,1,1,1
output_tick,23300000000,23300.0,23305.067903,23300000000,0,1,1,1,1
sensor_arrival,23400000000,23400.0,23453.967325,23400000000,0,1,1,1,1
output_tick,23400000000,23400.0,23454.262544,23400000000,0,1,1,1,1
output_tick,23500000000,23500.0,23505.57545,23500000000,0,1,1,1,1
output_tick,23600000000,23600.0,23605.819418,23600000000,0,1,1,1,1
output_tick,23700000000,23700.0,23710.428114,23700000000,0,1,1,1,1
output_tick,23800000000,23800.0,23806.000839,23800000000,0,1,1,1,1
sensor_arrival,23900000000,23900.0,23952.798303,23900000000,0,1,1,0,1
output_tick,23900000000,23900.0,23953.076059,23900000000,0,1,1,0,1
output_tick,24000000000,24000.0,24005.407731,24000000000,0,1,1,0,1
output_tick,24100000000,24100.0,24105.590533,24100000000,0,1,1,0,1
output_tick,24200000000,24200.0,24204.618015,24200000000,0,1,1,0,1
output_tick,24300000000,24300.0,24305.497587,24300000000,0,1,1,0,1
sensor_arrival,24400000000,24400.0,24460.501977,24400000000,0,1,1,0,1
output_tick,24400000000,24400.0,24460.792455,24400000000,0,1,1,0,1
output_tick,24500000000,24500.0,24503.835139,24500000000,0,1,1,0,1
output_tick,24600000000,24600.0,24605.829457,24600000000,0,1,1,0,1
output_tick,24700000000,24700.0,24705.545024,24700000000,0,1,1,0,1
output_tick,24800000000,24800.0,24805.515587,24800000000,0,1,1,0,1
sensor_arrival,24900000000,24900.0,24958.5585,24900000000,0,1,1,0,1
output_tick,24900000000,24900.0,24958.864607,24900000000,0,1,1,0,1
output_tick,25000000000,25000.0,25005.7086,25000000000,0,1,1,0,1
output_tick,25100000000,25100.0,25105.558721,25100000000,0,1,1,0,1
output_tick,25200000000,25200.0,25205.585543,25200000000,0,1,1,0,1
output_tick,25300000000,25300.0,25305.644716,25300000000,0,1,1,0,1
sensor_arrival,25400000000,25400.0,25454.120846,25400000000,0,1,1,0,1
output_tick,25400000000,25400.0,25454.401751,25400000000,0,1,1,0,1
output_tick,25500000000,25500.0,25506.057023,25500000000,0,1,1,0,1
output_tick,25600000000,25600.0,25605.361482,25600000000,0,1,1,0,1
output_tick,25700000000,25700.0,25708.933709,25700000000,0,1,1,0,1
output_tick,25800000000,25800.0,25805.58855,25800000000,0,1,1,0,1
sensor_arrival,25900000000,25900.0,25958.82359,25900000000,0,1,1,0,1
output_tick,25900000000,25900.0,25959.046402,25900000000,0,1,1,0,1
output_tick,26000000000,26000.0,26005.584158,26000000000,0,1,1,0,1
output_tick,26100000000,26100.0,26105.620183,26100000000,0,1,1,0,1
output_tick,26200000000,26200.0,26205.034012,26200000000,0,1,1,0,1
output_tick,26300000000,26300.0,26305.616402,26300000000,0,1,1,0,1
sensor_arrival,26400000000,26400.0,26458.402002,26400000000,0,1,1,0,1
output_tick,26400000000,26400.0,26458.663925,26400000000,0,1,1,0,1
output_tick,26500000000,26500.0,26506.297557,26500000000,0,1,1,0,1
output_tick,26600000000,26600.0,26608.879776,26600000000,0,1,1,0,1
output_tick,26700000000,26700.0,26705.688948,26700000000,0,1,1,0,1
output_tick,26800000000,26800.0,26809.304545,26800000000,0,1,1,0,1
sensor_arrival,26900000000,26900.0,26954.556599,26900000000,0,1,1,0,1
output_tick,26900000000,26900.0,26954.87917,26900000000,0,1,1,0,1
output_tick,27000000000,27000.0,27005.508583,27000000000,0,1,1,0,1
output_tick,27100000000,27100.0,27105.505072,27100000000,0,1,1,0,1
output_tick,27200000000,27200.0,27205.586115,27200000000,0,1,1,0,1
output_tick,27300000000,27300.0,27306.217578,27300000000,0,1,1,0,1
sensor_arrival,27400000000,27400.0,27453.956772,27400000000,0,1,1,0,1
output_tick,27400000000,27400.0,27454.238361,27400000000,0,1,1,0,1
output_tick,27500000000,27500.0,27505.568137,27500000000,0,1,1,0,1
output_tick,27600000000,27600.0,27605.876955,27600000000,0,1,1,0,1
output_tick,27700000000,27700.0,27705.29795,27700000000,0,1,1,0,1
output_tick,27800000000,27800.0,27805.637657,27800000000,0,1,1,0,1
sensor_arrival,27900000000,27900.0,27959.644095,27900000000,0,1,1,0,1
output_tick,27900000000,27900.0,27959.989258,27900000000,0,1,1,0,1
output_tick,28000000000,28000.0,28005.740633,28000000000,0,1,1,0,1
output_tick,28100000000,28100.0,28106.201783,28100000000,0,1,1,0,1
output_tick,28200000000,28200.0,28206.346029,28200000000,0,1,1,0,1
output_tick,28300000000,28300.0,28305.642155,28300000000,0,1,1,0,1
sensor_arrival,28400000000,28400.0,28453.721882,28400000000,0,1,1,0,1
output_tick,28400000000,28400.0,28454.046804,28400000000,0,1,1,0,1
output_tick,28500000000,28500.0,28509.400942,28500000000,0,1,1,0,1
output_tick,28600000000,28600.0,28605.68499,28600000000,0,1,1,0,1
output_tick,28700000000,28700.0,28705.029356,28700000000,0,1,1,0,1
output_tick,28800000000,28800.0,28806.437736,28800000000,0,1,1,0,1
sensor_arrival,28900000000,28900.0,28954.526185,28900000000,0,1,1,0,1
output_tick,28900000000,28900.0,28954.840033,28900000000,0,1,1,0,1
output_tick,29000000000,29000.0,29005.705481,29000000000,0,1,1,0,1
output_tick,29100000000,29100.0,29105.052995,29100000000,0,1,1,0,1
output_tick,29200000000,29200.0,29205.643643,29200000000,0,1,1,0,1
output_tick,29300000000,29300.0,29305.558836,29300000000,0,1,1,0,1
sensor_arrival,29400000000,29400.0,29457.421872,29400000000,0,1,1,0,1
output_tick,29400000000,29400.0,29457.685221,29400000000,0,1,1,0,1
output_tick,29500000000,29500.0,29505.512572,29500000000,0,1,1,0,1
output_tick,29600000000,29600.0,29605.6533,29600000000,0,1,1,0,1
output_tick,29700000000,29700.0,29709.992036,29700000000,0,1,1,0,1
output_tick,29800000000,29800.0,29806.181863,29800000000,0,1,1,0,1
sensor_arrival,29900000000,29900.0,29958.517282,29900000000,0,1,1,0,1
output_tick,29900000000,29900.0,29958.730502,29900000000,0,1,1,0,1
output_tick,30000000000,30000.0,30005.799195,30000000000,0,1,1,0,1
output_tick,30100000000,30100.0,30105.972108,30100000000,0,1,1,0,1
output_tick,30200000000,30200.0,30205.592526,30200000000,0,1,1,0,1
output_tick,30300000000,30300.0,30306.300395,30300000000,0,1,1,0,1
sensor_arrival,30400000000,30400.0,30457.822527,30400000000,0,1,1,0,1
output_tick,30400000000,30400.0,30458.090042,30400000000,0,1,1,0,1
output_tick,30500000000,30500.0,30506.181595,30500000000,0,1,1,0,1
output_tick,30600000000,30600.0,30610.079539,30600000000,0,1,1,0,1
output_tick,30700000000,30700.0,30711.329476,30700000000,0,1,1,0,1
output_tick,30800000000,30800.0,30805.794748,30800000000,0,1,1,0,1
sensor_arrival,30900000000,30900.0,30953.189426,30900000000,0,1,1,0,1
output_tick,30900000000,30900.0,30953.475682,30900000000,0,1,1,0,1
output_tick,31000000000,31000.0,31005.965982,31000000000,0,1,1,0,1
output_tick,31100000000,31100.0,31105.981858,31100000000,0,1,1,0,1
output_tick,31200000000,31200.0,31205.622017,31200000000,0,1,1,0,1
output_tick,31300000000,31300.0,31305.497303,31300000000,0,1,1,0,1
sensor_arrival,31400000000,31400.0,31458.625546,31400000000,0,1,1,0,1
output_tick,31400000000,31400.0,31458.901098,31400000000,0,1,1,0,1
output_tick,31500000000,31500.0,31505.489501,31500000000,0,1,1,0,1
output_tick,31600000000,31600.0,31605.62045,31600000000,0,1,1,0,1
output_tick,31700000000,31700.0,31706.236709,31700000000,0,1,1,0,1
output_tick,31800000000,31800.0,31806.203956,31800000000,0,1,1,0,1
sensor_arrival,31900000000,31900.0,31956.856542,31900000000,0,1,1,0,1
output_tick,31900000000,31900.0,31957.071706,31900000000,0,1,1,0,1
output_tick,32000000000,32000.0,32005.615957,32000000000,0,1,1,0,1
output_tick,32100000000,32100.0,32106.174902,32100000000,0,1,1,0,1
output_tick,32200000000,32200.0,32205.724636,32200000000,0,1,1,0,1
output_tick,32300000000,32300.0,32305.276462,32300000000,0,1,1,0,1
sensor_arrival,32400000000,32400.0,32451.962517,32400000000,0,1,1,0,1
output_tick,32400000000,32400.0,32452.299977,32400000000,0,1,1,0,1
output_tick,32500000000,32500.0,32505.696932,32500000000,0,1,1,0,1
output_tick,32600000000,32600.0,32609.031753,32600000000,0,1,1,0,1
output_tick,32700000000,32700.0,32709.588957,32700000000,0,1,1,0,1
output_tick,32800000000,32800.0,32806.31024,32800000000,0,1,1,0,1
sensor_arrival,32900000000,32900.0,32959.601518,32900000000,0,1,1,0,1
output_tick,32900000000,32900.0,32959.876645,32900000000,0,1,1,0,1
output_tick,33000000000,33000.0,33005.609076,33000000000,0,1,1,0,1
output_tick,33100000000,33100.0,33107.254526,33100000000,0,1,1,0,1
output_tick,33200000000,33200.0,33206.62841,33200000000,0,1,1,0,1
output_tick,33300000000,33300.0,33306.377419,33300000000,0,1,1,0,1
sensor_arrival,33400000000,33400.0,33453.492784,33400000000,0,1,1,0,1
output_tick,33400000000,33400.0,33453.818577,33400000000,0,1,1,0,1
output_tick,33500000000,33500.0,33506.720983,33500000000,0,1,1,0,1
output_tick,33600000000,33600.0,33607.942549,33600000000,0,1,1,0,1
output_tick,33700000000,33700.0,33705.843079,33700000000,0,1,1,0,1
output_tick,33800000000,33800.0,33806.726464,33800000000,0,1,1,0,1
sensor_arrival,33900000000,33900.0,33958.508666,33900000000,0,1,1,0,1
output_tick,33900000000,33900.0,33958.715497,33900000000,0,1,1,0,1
output_tick,34000000000,34000.0,34005.628821,34000000000,0,1,1,0,1
output_tick,34100000000,34100.0,34106.441448,34100000000,0,1,1,0,1
output_tick,34200000000,34200.0,34205.507909,34200000000,0,1,1,0,1
output_tick,34300000000,34300.0,34305.469286,34300000000,0,1,1,0,1
sensor_arrival,34400000000,34400.0,34456.237777,34400000000,0,1,1,0,1
output_tick,34400000000,34400.0,34456.447015,34400000000,0,1,1,0,1
output_tick,34500000000,34500.0,34504.974377,34500000000,0,1,1,0,1
output_tick,34600000000,34600.0,34606.178925,34600000000,0,1,1,0,1
output_tick,34700000000,34700.0,34706.569686,34700000000,0,1,1,0,1
output_tick,34800000000,34800.0,34805.834867,34800000000,0,1,1,0,1
sensor_arrival,34900000000,34900.0,34954.296939,34900000000,0,1,1,0,1
output_tick,34900000000,34900.0,34954.516066,34900000000,0,1,1,0,1
output_tick,35000000000,35000.0,35005.499067,35000000000,0,1,1,0,1
output_tick,35100000000,35100.0,35105.625257,35100000000,0,1,1,0,1
output_tick,35200000000,35200.0,35206.649788,35200000000,0,1,1,0,1
output_tick,35300000000,35300.0,35305.509418,35300000000,0,1,1,0,1
sensor_arrival,35400000000,35400.0,35455.968634,35400000000,0,1,1,0,1
output_tick,35400000000,35400.0,35456.243909,35400000000,0,1,1,0,1
output_tick,35500000000,35500.0,35509.06126,35500000000,0,1,1,0,1
output_tick,35600000000,35600.0,35605.530231,35600000000,0,1,1,0,1
output_tick,35700000000,35700.0,35708.254521,35700000000,0,1,1,0,1
output_tick,35800000000,35800.0,35806.299993,35800000000,0,1,1,0,1
sensor_arrival,35900000000,35900.0,35958.923352,35900000000,0,1,1,0,1
output_tick,35900000000,35900.0,35959.154183,35900000000,0,1,1,0,1
output_tick,36000000000,36000.0,36005.360793,36000000000,0,1,1,0,1
output_tick,36100000000,36100.0,36105.481631,36100000000,0,1,1,0,1
output_tick,36200000000,36200.0,36207.347486,36200000000,0,1,1,0,1
output_tick,36300000000,36300.0,36306.141172,36300000000,0,1,1,0,1
sensor_arrival,36400000000,36400.0,36453.569996,36400000000,0,1,1,0,1
output_tick,36400000000,36400.0,36453.910011,36400000000,0,1,1,0,1
output_tick,36500000000,36500.0,36505.678947,36500000000,0,1,1,0,1
output_tick,36600000000,36600.0,36609.179321,36600000000,0,1,1,0,1
output_tick,36700000000,36700.0,36705.549478,36700000000,0,1,1,0,1
output_tick,36800000000,36800.0,36805.695445,36800000000,0,1,1,0,1
sensor_arrival,36900000000,36900.0,36957.635071,36900000000,0,1,1,0,1
output_tick,36900000000,36900.0,36958.000789,36900000000,0,1,1,0,1
output_tick,37000000000,37000.0,37006.15434,37000000000,0,1,1,0,1
output_tick,37100000000,37100.0,37105.061821,37100000000,0,1,1,0,1
output_tick,37200000000,37200.0,37208.258031,37200000000,0,1,1,0,1
output_tick,37300000000,37300.0,37305.041313,37300000000,0,1,1,0,1
sensor_arrival,37400000000,37400.0,37452.327713,37400000000,0,1,1,0,1
output_tick,37400000000,37400.0,37452.595969,37400000000,0,1,1,0,1
output_tick,37500000000,37500.0,37506.813304,37500000000,0,1,1,0,1
output_tick,37600000000,37600.0,37605.464769,37600000000,0,1,1,0,1
output_tick,37700000000,37700.0,37704.94728,37700000000,0,1,1,0,1
output_tick,37800000000,37800.0,37808.101991,37800000000,0,1,1,0,1
sensor_arrival,37900000000,37900.0,37957.825456,37900000000,0,1,1,0,1
output_tick,37900000000,37900.0,37958.097194,37900000000,0,1,1,0,1
output_tick,38000000000,38000.0,38005.598141,38000000000,0,1,1,0,1
output_tick,38100000000,38100.0,38106.061697,38100000000,0,1,1,0,1
output_tick,38200000000,38200.0,38205.482894,38200000000,0,1,1,0,1
output_tick,38300000000,38300.0,38303.952176,38300000000,0,1,1,0,1
sensor_arrival,38400000000,38400.0,38457.453431,38400000000,0,1,1,0,1
output_tick,38400000000,38400.0,38457.803538,38400000000,0,1,1,0,1
output_tick,38500000000,38500.0,38505.188413,38500000000,0,1,1,0,1
output_tick,38600000000,38600.0,38606.398164,38600000000,0,1,1,0,1
