event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,displacement_present,velocity_present,steer_present,head_present,eye_present,environment_states_present,distance_to_target_m,velocity_kmh,steering,head_history_json,eye_history_json,environment_json,control,instruction,inference_ms,control_present,instruction_present
llm_inference,11000000000,11000.0,11306.179773,11000000000,0,306.17977299999984,0,0,1,1,1,1,0.0,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,280.3657781332731,1,1
llm_inference,11400000000,11400.0,11780.516993,11400000000,0,380.5169929999993,0,0,0,0,1,0,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,307.2737231850624,1,1
llm_inference,11800000000,11800.0,12075.813744,11800000000,0,275.81374399999913,0,1,0,1,0,0,0.0,78.11521945754787,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,251.73280900344253,1,1
llm_inference,12200000000,12200.0,12471.745186,12200000000,0,271.7451860000001,1,0,1,0,0,0,3518.961744569639,0.0,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,247.70539719611406,1,1
llm_inference,12600000000,12600.0,12908.608729,12600000000,0,308.6087289999996,0,0,1,1,1,1,0.0,0.0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,283.92330184578896,1,1
llm_inference,13000000000,13000.0,13297.653903,13000000000,0,297.65390300000035,1,0,0,1,0,1,3444.5834221447617,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,273.1962352991104,1,1
llm_inference,13400000000,13400.0,13707.512725,13400000000,0,307.5127250000005,0,1,0,1,1,0,0.0,80.70819523864805,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,243.38574009016156,1,1
llm_inference,13800000000,13800.0,14071.758986,13800000000,0,271.75898600000073,0,1,0,0,1,0,0.0,80.26268677983829,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,246.93315802142024,1,1
llm_inference,14200000000,14200.0,14487.152757,14200000000,0,287.15275699999984,0,0,0,1,1,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the sign.,263.27662309631705,1,1
llm_inference,14600000000,14600.0,14868.012018,14600000000,0,268.01201799999944,0,1,1,0,1,0,0.0,77.42491967730814,1,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,243.63762885332108,1,1
llm_inference,15000000000,15000.0,15305.734589,15000000000,0,305.7345889999997,0,0,0,1,1,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,278.15336361527443,1,1
llm_inference,15400000000,15400.0,15736.785333,15400000000,0,336.7853329999998,0,0,0,1,1,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,266.12552534788847,1,1
llm_inference,15800000000,15800.0,16085.509437,15800000000,0,285.5094370000006,0,0,0,1,1,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,260.8671560883522,1,1
llm_inference,16200000000,16200.0,16476.142001,16200000000,0,276.14200100000016,1,0,0,0,1,0,3147.0701324452525,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,251.47806107997894,1,1
llm_inference,16600000000,16600.0,16876.409546,16600000000,0,276.40954599999895,1,0,1,0,0,0,3109.880971232814,0.0,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,252.09350511431694,1,1
llm_inference,17000000000,17000.0,17269.591868,17000000000,0,269.5918679999995,0,1,0,1,0,0,0.0,71.94794703431604,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,244.62068919092417,1,1
llm_inference,17400000000,17400.0,17713.406931,17400000000,0,313.40693100000135,0,0,0,1,0,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,245.77860301360488,1,1
llm_inference,17800000000,17800.0,18090.235944,17800000000,0,290.235944,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,266.1001440137625,1,1
llm_inference,18200000000,18200.0,18544.086941,18200000000,0,344.0869410000014,0,0,0,1,1,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,320.23449102416635,1,1
llm_inference,18600000000,18600.0,18893.653822,18600000000,0,293.6538220000002,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,270.68659802898765,1,1
llm_inference,19000000000,19000.0,19291.239482,19000000000,0,291.23948200000086,0,0,0,1,1,1,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,267.4606600776315,1,1
llm_inference,19400000000,19400.0,19718.956091,19400000000,0,318.956091,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,254.19452507048845,1,1
llm_inference,19800000000,19800.0,20068.709712,19800000000,0,268.70971199999985,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,244.95549499988556,1,1
llm_inference,20200000000,20200.0,20496.463049,20200000000,0,296.4630490000018,0,0,0,1,1,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,272.8707022033632,1,1
llm_inference,20600000000,20600.0,20873.891749,20600000000,0,273.8917489999985,0,0,0,1,0,0,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the sign.,250.58060744777322,1,1
llm_inference,21000000000,21000.0,21286.906928,21000000000,0,286.90692800000033,0,0,0,1,1,1,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,263.58886575326324,1,1
llm_inference,21400000000,21400.0,21729.256137,21400000000,0,329.2561370000003,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,258.2132429815829,1,1
llm_inference,21800000000,21800.0,22089.989487,21800000000,0,289.9894869999989,0,0,0,1,0,1,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,267.2398160211742,1,1
llm_inference,22200000000,22200.0,22489.612598,22200000000,0,289.6125979999997,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,265.18699480220675,1,1
llm_inference,22600000000,22600.0,22905.832562,22600000000,0,305.8325619999996,0,0,0,0,1,0,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,276.8425913527608,1,1
llm_inference,23000000000,23000.0,23304.213049,23000000000,0,304.2130490000018,0,0,1,0,0,0,0.0,0.0,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,280.0691048614681,1,1
llm_inference,23400000000,23400.0,23792.793759,23400000000,0,392.79375900000014,0,0,0,1,1,1,0.0,0.0,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,326.5509777702391,1,1
llm_inference,23800000000,23800.0,24089.983578,23800000000,0,289.9835779999994,0,1,0,1,0,0,0.0,89.02526049410304,,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,265.3539441525936,1,1
llm_inference,24200000000,24200.0,24486.139351,24200000000,0,286.1393510000016,0,0,1,1,0,0,0.0,0.0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the sign.,261.87144313007593,1,1
llm_inference,24600000000,24600.0,24881.800177,24600000000,0,281.800177000001,0,1,0,0,0,1,0.0,91.25275989354081,,"[""CENTER""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,257.44478683918715,1,1
llm_inference,25000000000,25000.0,25286.939212,25000000000,0,286.93921200000113,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,262.95768935233355,1,1
llm_inference,25400000000,25400.0,25746.070937,25400000000,0,346.0709370000004,0,0,1,0,1,0,0.0,0.0,1,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the sign.,280.2770948037505,1,1
llm_inference,25800000000,25800.0,26094.141478,25800000000,0,294.14147800000137,0,0,0,1,1,0,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,269.80761904269457,1,1
llm_inference,26200000000,26200.0,26494.34444,26200000000,0,294.34444000000076,0,0,1,1,0,0,0.0,0.0,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the sign.,270.4712199047208,1,1
llm_inference,26600000000,26600.0,26894.068842,26600000000,0,294.0688420000006,0,0,0,1,0,1,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,270.1024250127375,1,1
llm_inference,27000000000,27000.0,27297.090159,27000000000,0,297.0901589999994,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,273.7750452943146,1,1
llm_inference,27400000000,27400.0,27735.325665,27400000000,0,335.3256650000003,0,0,0,1,1,1,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,270.3932928852737,1,1
llm_inference,27800000000,27800.0,28063.559287,27800000000,0,263.55928700000004,0,1,1,0,0,0,0.0,80.29304456071864,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,240.26658665388823,1,1
llm_inference,28200000000,28200.0,28463.790034,28200000000,0,263.79003400000147,0,0,1,0,0,1,0.0,0.0,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,238.58590563759208,1,1
llm_inference,28600000000,28600.0,28873.712956,28600000000,0,273.7129559999994,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,250.2711471170187,1,1
llm_inference,29000000000,29000.0,29320.013773,29000000000,0,320.01377299999876,0,0,0,1,1,1,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,296.41942819580436,1,1
llm_inference,29400000000,29400.0,29736.743261,29400000000,0,336.7432609999996,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,268.01226707175374,1,1
llm_inference,29800000000,29800.0,30092.835515,29800000000,0,292.83551499999885,0,0,0,1,1,1,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,269.3407512269914,1,1
llm_inference,30200000000,30200.0,30514.02996,30200000000,0,314.02995999999985,0,0,0,0,1,0,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": """", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": """", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,290.5752519145608,1,1
llm_inference,30600000000,30600.0,30881.436875,30600000000,0,281.4368749999994,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,257.8936289064586,1,1
llm_inference,31000000000,31000.0,31278.904254,31000000000,0,278.90425400000095,0,0,0,1,1,1,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Brake for the vehicle ahead.,255.3674872033298,1,1
llm_inference,31400000000,31400.0,31728.128595,31400000000,0,328.1285949999983,0,0,0,0,1,1,0.0,0.0,,"[""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the stop sign.,259.00916988030076,1,1
llm_inference,31800000000,31800.0,32083.623285,31800000000,0,283.6232850000015,0,0,0,1,0,1,0.0,0.0,,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Stop before the sign.,259.73445689305663,1,1
llm_inference,32200000000,32200.0,32503.070483,32200000000,0,303.0704829999995,0,0,0,0,0,1,0.0,0.0,,"[""CENTER""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,279.5919361524284,1,1
