federate,reactor,reaction,logical_time_ns,logical_time_ms,tag_time_ns,microstep,start_physical_time_ms,stop_physical_time_ms,execution_time_ms
adc,InputForCoach,input_arrival,7900000000,7900.0,1781998982185737835,1,8028.105732,8028.358257,0.25252499999987776
adc,InputForCoach,input_arrival,7900000000,7900.0,1781998982185737835,2,8029.475892,8029.634705,0.1588130000000092
c,Car,reaction,8100000000,8100.0,1781998982385737835,0,8110.534514,8110.856389,0.3218749999996362
adc,InputForCoach,input_arrival,7900000000,7900.0,1781998982185737835,3,8117.836709,8118.099813,0.2631039999996574
adc,InputForCoach,input_arrival,8000000000,8000.0,1781998982285737835,0,8120.402711,8120.644895,0.24218400000063411
adc,InputForCoach,llm_output_tick,8000000000,8000.0,1781998982285737835,0,8120.706601,8120.912902,0.20630100000016682
adc,InputForCoach,input_arrival,8000000000,8000.0,1781998982285737835,1,8165.578203,8165.818113,0.23991000000023632
adc,InputForCoach,input_arrival,8000000000,8000.0,1781998982285737835,2,8177.10175,8177.332967,0.23121700000046985
adc,InputForCoach,input_arrival,8000000000,8000.0,1781998982285737835,3,8209.230316,8209.460348,0.23003200000130164
c,Car,reaction,8200000000,8200.0,1781998982485737835,0,8210.68574,8211.101477,0.41573699999935343
adc,InputForCoach,input_arrival,8100000000,8100.0,1781998982385737835,0,8220.322944,8220.573944,0.2510000000002037
adc,InputForCoach,input_arrival,8100000000,8100.0,1781998982385737835,1,8241.411218,8241.499168,0.08795000000100117
adc,InputForCoach,input_arrival,8100000000,8100.0,1781998982385737835,2,8242.127963,8242.172351,0.04438799999843468
adc,InputForCoach,input_arrival,8100000000,8100.0,1781998982385737835,3,8288.770614,8288.977696,0.20708200000080978
c,Car,reaction,8300000000,8300.0,1781998982585737835,0,8310.560258,8310.883368,0.3231100000011793
adc,InputForCoach,input_arrival,8200000000,8200.0,1781998982485737835,0,8320.372409,8320.464399,0.0919900000008056
adc,InputForCoach,input_arrival,8200000000,8200.0,1781998982485737835,1,8344.449098,8344.541193,0.09209499999997206
adc,InputForCoach,input_arrival,8200000000,8200.0,1781998982485737835,2,8344.797675,8344.853035,0.05536000000029162
llm,AgenticCoach,llm_inference,8000000000,8000.0,1781998982285737835,0,8123.915373,8373.291708,249.37633500000084
planner,ActionPlanner,monitoring_tardy,8000000000,8000.0,1781998982285737835,1,8374.144573,8374.227035,0.08246200000030512
adc,InputForCoach,input_arrival,8200000000,8200.0,1781998982485737835,3,8382.342448,8382.478091,0.13564300000143703
adc,InputForCoach,input_arrival,8200000000,8200.0,1781998982485737835,4,8382.75434,8382.831369,0.07702900000003865
c,Car,reaction,8400000000,8400.0,1781998982685737835,0,8410.553259,8410.921489,0.3682300000000396
adc,InputForCoach,input_arrival,8300000000,8300.0,1781998982585737835,0,8420.628615,8420.840198,0.2115830000002461
adc,InputForCoach,input_arrival,8300000000,8300.0,1781998982585737835,1,8450.455398,8450.6642,0.2088019999991957
adc,InputForCoach,input_arrival,8300000000,8300.0,1781998982585737835,2,8480.343875,8480.55686,0.212985000000117
adc,InputForCoach,input_arrival,8300000000,8300.0,1781998982585737835,3,8481.915007,8482.153787,0.2387799999996787
c,Car,reaction,8500000000,8500.0,1781998982785737835,0,8510.606113,8510.933597,0.3274839999994583
adc,InputForCoach,input_arrival,8400000000,8400.0,1781998982685737835,0,8520.492032,8520.705027,0.21299499999986438
adc,InputForCoach,input_arrival,8400000000,8400.0,1781998982685737835,1,8544.24784,8544.356933,0.10909299999912037
adc,InputForCoach,input_arrival,8400000000,8400.0,1781998982685737835,2,8545.493263,8545.722804,0.22954100000060862
adc,InputForCoach,input_arrival,8500000000,8500.0,1781998982785737835,0,8587.064128,8587.307716,0.2435879999993631
adc,InputForCoach,llm_output_tick,8500000000,8500.0,1781998982785737835,0,8587.420493,8587.616422,0.1959289999995235
c,Car,reaction,8600000000,8600.0,1781998982885737835,0,8610.568499,8610.984348,0.41584899999907066
adc,InputForCoach,input_arrival,8600000000,8600.0,1781998982885737835,0,8648.05395,8648.291634,0.23768399999971734
c,Car,reaction,8700000000,8700.0,1781998982985737835,0,8710.453374,8710.813992,0.3606179999987944
adc,InputForCoach,input_arrival,8700000000,8700.0,1781998982985737835,0,8730.72546,8730.956641,0.2311810000010155
c,Car,reaction,8800000000,8800.0,1781998983085737835,0,8810.58731,8810.917306,0.3299959999985731
adc,InputForCoach,input_arrival,8800000000,8800.0,1781998983085737835,0,8829.277698,8829.515442,0.2377440000000206
llm,AgenticCoach,llm_inference,8500000000,8500.0,1781998982785737835,0,8589.754712,8832.401408,242.6466959999998
planner,ActionPlanner,monitoring,8500000000,8500.0,1781998982785737835,0,8833.634369,8833.747988,0.11361899999974412
c,Car,reaction,8900000000,8900.0,1781998983185737835,0,8910.637428,8910.961956,0.3245279999991908
adc,InputForCoach,input_arrival,8900000000,8900.0,1781998983185737835,0,8984.738971,8984.959965,0.22099399999933667
c,Car,reaction,9000000000,9000.0,1781998983285737835,0,9010.621753,9010.943132,0.3213790000008885
adc,InputForCoach,input_arrival,9000000000,9000.0,1781998983285737835,0,9029.057316,9029.270166,0.2128499999998894
adc,InputForCoach,llm_output_tick,9000000000,9000.0,1781998983285737835,0,9029.369758,9029.578309,0.2085509999997157
c,Car,reaction,9100000000,9100.0,1781998983385737835,0,9110.382209,9110.84875,0.46654099999977916
adc,InputForCoach,input_arrival,9100000000,9100.0,1781998983385737835,0,9128.69869,9128.963007,0.26431700000102865
c,Car,reaction,9200000000,9200.0,1781998983485737835,0,9210.528386,9210.85295,0.32456400000046415
adc,InputForCoach,input_arrival,9200000000,9200.0,1781998983485737835,0,9229.27505,9229.518718,0.2436679999991611
llm,AgenticCoach,llm_inference,9000000000,9000.0,1781998983285737835,0,9031.818374,9282.500653,250.68227899999874
planner,ActionPlanner,monitoring,9000000000,9000.0,1781998983285737835,0,9283.367094,9284.001349,0.6342550000008487
c,Car,reaction,9300000000,9300.0,1781998983585737835,0,9310.482051,9310.816507,0.33445599999868136
adc,InputForCoach,input_arrival,9300000000,9300.0,1781998983585737835,0,9327.921735,9328.214161,0.29242599999997765
c,Car,reaction,9400000000,9400.0,1781998983685737835,0,9410.598751,9410.915389,0.3166380000002391
adc,InputForCoach,input_arrival,9400000000,9400.0,1781998983685737835,0,9510.24237,9510.68086,0.43849000000045635
c,Car,reaction,9500000000,9500.0,1781998983785737835,0,9510.587662,9510.918612,0.3309499999995751
adc,InputForCoach,input_arrival,9500000000,9500.0,1781998983785737835,0,9528.469312,9528.684568,0.21525600000131817
adc,InputForCoach,llm_output_tick,9500000000,9500.0,1781998983785737835,0,9528.781667,9528.953957,0.17229000000043015
c,Car,reaction,9600000000,9600.0,1781998983885737835,0,9610.552589,9610.769404,0.2168149999997695
adc,InputForCoach,input_arrival,9600000000,9600.0,1781998983885737835,0,9628.536064,9628.634791,0.09872700000050827
c,Car,reaction,9700000000,9700.0,1781998983985737835,0,9710.37443,9710.708806,0.33437600000070233
adc,InputForCoach,input_arrival,9700000000,9700.0,1781998983985737835,0,9730.152152,9730.386254,0.2341019999985292
llm,AgenticCoach,llm_inference,9500000000,9500.0,1781998983785737835,0,9531.649398,9794.089481,262.4400830000013
planner,ActionPlanner,monitoring,9500000000,9500.0,1781998983785737835,0,9794.989915,9795.571392,0.5814769999997225
c,Car,reaction,9800000000,9800.0,1781998984085737835,0,9810.616989,9810.940587,0.3235979999990377
adc,InputForCoach,input_arrival,9800000000,9800.0,1781998984085737835,0,9827.094564,9827.326153,0.2315889999990759
c,Car,reaction,9900000000,9900.0,1781998984185737835,0,9910.750731,9911.143731,0.3930000000000291
adc,InputForCoach,input_arrival,9900000000,9900.0,1781998984185737835,0,9997.428823,9997.659956,0.2311329999993177
c,Car,reaction,10000000000,10000.0,1781998984285737835,0,10010.389596,10010.718339,0.3287429999982123
adc,InputForCoach,input_arrival,10000000000,10000.0,1781998984285737835,0,10028.09151,10028.581009,0.4894989999993413
adc,InputForCoach,llm_output_tick,10000000000,10000.0,1781998984285737835,0,10028.837647,10029.151855,0.31420799999978044
c,Car,reaction,10100000000,10100.0,1781998984385737835,0,10110.577346,10110.901965,0.32461899999907473
adc,InputForCoach,input_arrival,10100000000,10100.0,1781998984385737835,0,10129.341285,10129.46021,0.11892499999885331
c,Car,reaction,10200000000,10200.0,1781998984485737835,0,10210.497434,10210.844041,0.3466069999994943
adc,InputForCoach,input_arrival,10200000000,10200.0,1781998984485737835,0,10228.584369,10228.831004,0.24663499999951455
llm,AgenticCoach,llm_inference,10000000000,10000.0,1781998984285737835,0,10032.194305,10278.56406,246.3697549999997
planner,ActionPlanner,monitoring,10000000000,10000.0,1781998984285737835,0,10279.720813,10280.76393,1.0431169999992562
c,Car,reaction,10300000000,10300.0,1781998984585737835,0,10310.595951,10310.944126,0.34817500000099244
adc,InputForCoach,input_arrival,10300000000,10300.0,1781998984585737835,0,10327.801775,10328.087975,0.28620000000046275
c,Car,reaction,10400000000,10400.0,1781998984685737835,0,10410.550007,10410.867676,0.3176690000000235
adc,InputForCoach,input_arrival,10400000000,10400.0,1781998984685737835,0,10500.890053,10501.1635,0.2734470000013971
c,Car,reaction,10500000000,10500.0,1781998984785737835,0,10510.413843,10510.741516,0.32767299999977695
adc,InputForCoach,input_arrival,10500000000,10500.0,1781998984785737835,0,10528.200931,10528.429392,0.22846100000060687
adc,InputForCoach,llm_output_tick,10500000000,10500.0,1781998984785737835,0,10528.5587,10528.80534,0.24664000000120723
c,Car,reaction,10600000000,10600.0,1781998984885737835,0,10610.433217,10610.797245,0.36402799999996205
adc,InputForCoach,input_arrival,10600000000,10600.0,1781998984885737835,0,10628.749873,10628.980698,0.23082499999873107
c,Car,reaction,10700000000,10700.0,1781998984985737835,0,10710.576182,10710.901545,0.3253629999999248
adc,InputForCoach,input_arrival,10700000000,10700.0,1781998984985737835,0,10728.730021,10728.91234,0.18231900000137102
llm,AgenticCoach,llm_inference,10500000000,10500.0,1781998984785737835,0,10531.591293,10775.772177,244.18088400000124
planner,ActionPlanner,monitoring,10500000000,10500.0,1781998984785737835,0,10776.912104,10777.792521,0.8804169999984879
c,Car,reaction,10800000000,10800.0,1781998985085737835,0,10810.632284,10810.967895,0.33561100000042643
adc,InputForCoach,input_arrival,10800000000,10800.0,1781998985085737835,0,10830.878878,10831.151398,0.27252000000044063
c,Car,reaction,10900000000,10900.0,1781998985185737835,0,10912.475953,10912.793503,0.3175500000015745
adc,InputForCoach,input_arrival,10900000000,10900.0,1781998985185737835,0,10992.550822,10992.768714,0.21789200000057463
c,Car,reaction,11000000000,11000.0,1781998985285737835,0,11010.625311,11010.951205,0.32589399999960733
adc,InputForCoach,input_arrival,11000000000,11000.0,1781998985285737835,0,11029.225771,11029.435122,0.2093510000013339
adc,InputForCoach,llm_output_tick,11000000000,11000.0,1781998985285737835,0,11029.531435,11029.697611,0.1661759999988135
c,Car,reaction,11100000000,11100.0,1781998985385737835,0,11110.569083,11110.921207,0.35212399999909394
adc,InputForCoach,input_arrival,11100000000,11100.0,1781998985385737835,0,11128.957351,11129.114892,0.1575410000004922
c,Car,reaction,11200000000,11200.0,1781998985485737835,0,11210.26952,11210.63785,0.36832999999933236
adc,InputForCoach,input_arrival,11200000000,11200.0,1781998985485737835,0,11228.609736,11228.725269,0.11553300000014133
llm,AgenticCoach,llm_inference,11000000000,11000.0,1781998985285737835,0,11032.522381,11287.995201,255.47281999999905
planner,ActionPlanner,monitoring,11000000000,11000.0,1781998985285737835,0,11289.019231,11289.305764,0.2865330000004178
c,Car,reaction,11300000000,11300.0,1781998985585737835,0,11310.660636,11310.9909,0.3302640000001702
adc,InputForCoach,input_arrival,11300000000,11300.0,1781998985585737835,0,11328.529384,11328.757841,0.22845700000107172
c,Car,reaction,11400000000,11400.0,1781998985685737835,0,11412.232418,11412.839746,0.6073280000000523
adc,InputForCoach,input_arrival,11400000000,11400.0,1781998985685737835,0,11492.869732,11493.142525,0.27279300000009243
c,Car,reaction,11500000000,11500.0,1781998985785737835,0,11510.454052,11510.748366,0.2943140000006679
adc,InputForCoach,input_arrival,11500000000,11500.0,1781998985785737835,0,11528.116669,11528.296043,0.17937400000118942
adc,InputForCoach,llm_output_tick,11500000000,11500.0,1781998985785737835,0,11528.575932,11528.73756,0.1616279999998369
c,Car,reaction,11600000000,11600.0,1781998985885737835,0,11610.551106,11610.885452,0.3343459999996412
adc,InputForCoach,input_arrival,11600000000,11600.0,1781998985885737835,0,11628.12044,11628.251675,0.13123499999892374
c,Car,reaction,11700000000,11700.0,1781998985985737835,0,11710.319744,11710.729149,0.40940500000033353
adc,InputForCoach,input_arrival,11700000000,11700.0,1781998985985737835,0,11739.013448,11739.297117,0.28366900000037276
llm,AgenticCoach,llm_inference,11500000000,11500.0,1781998985785737835,0,11530.994113,11780.700641,249.7065279999988
planner,ActionPlanner,monitoring,11500000000,11500.0,1781998985785737835,0,11781.833869,11782.847101,1.0132319999993342
c,Car,reaction,11800000000,11800.0,1781998986085737835,0,11810.533738,11810.851769,0.31803100000070117
adc,InputForCoach,input_arrival,11800000000,11800.0,1781998986085737835,0,11829.046884,11829.293458,0.24657400000069174
c,Car,reaction,11900000000,11900.0,1781998986185737835,0,11910.647821,11910.991695,0.3438740000001417
adc,InputForCoach,input_arrival,11900000000,11900.0,1781998986185737835,0,12003.633113,12003.872289,0.23917600000095263
c,Car,reaction,12000000000,12000.0,1781998986285737835,0,12010.657842,12010.990303,0.3324609999999666
adc,InputForCoach,input_arrival,12000000000,12000.0,1781998986285737835,0,12031.791703,12032.054226,0.26252299999941897
adc,InputForCoach,llm_output_tick,12000000000,12000.0,1781998986285737835,0,12032.163087,12032.373103,0.2100159999990865
c,Car,reaction,12100000000,12100.0,1781998986385737835,0,12110.497691,12110.855169,0.35747799999990093
adc,InputForCoach,input_arrival,12100000000,12100.0,1781998986385737835,0,12135.00085,12135.290009,0.2891589999999269
c,Car,reaction,12200000000,12200.0,1781998986485737835,0,12210.489876,12210.905629,0.415753000001132
adc,InputForCoach,input_arrival,12200000000,12200.0,1781998986485737835,0,12230.056253,12230.218781,0.16252799999892886
llm,AgenticCoach,llm_inference,12000000000,12000.0,1781998986285737835,0,12035.159202,12284.440528,249.28132599999844
planner,ActionPlanner,monitoring,12000000000,12000.0,1781998986285737835,0,12285.785514,12286.479152,0.6936380000006466
c,Car,reaction,12300000000,12300.0,1781998986585737835,0,12310.541629,12310.892971,0.35134199999993143
adc,InputForCoach,input_arrival,12300000000,12300.0,1781998986585737835,0,12332.161907,12332.395146,0.23323900000104913
c,Car,reaction,12400000000,12400.0,1781998986685737835,0,12410.546131,12410.878764,0.3326329999999871
adc,InputForCoach,input_arrival,12400000000,12400.0,1781998986685737835,0,12491.326737,12491.87459,0.5478530000000319
c,Car,reaction,12500000000,12500.0,1781998986785737835,0,12510.671945,12510.974119,0.3021740000003774
adc,InputForCoach,input_arrival,12500000000,12500.0,1781998986785737835,0,12532.388234,12532.624406,0.2361720000008063
adc,InputForCoach,llm_output_tick,12500000000,12500.0,1781998986785737835,0,12532.929151,12533.152921,0.2237700000005134
c,Car,reaction,12600000000,12600.0,1781998986885737835,0,12610.541205,12610.76491,0.22370500000033644
adc,InputForCoach,input_arrival,12600000000,12600.0,1781998986885737835,0,12630.589116,12630.830841,0.2417250000016793
c,Car,reaction,12700000000,12700.0,1781998986985737835,0,12710.559034,12710.912348,0.35331399999995483
adc,InputForCoach,input_arrival,12700000000,12700.0,1781998986985737835,0,12731.892691,12732.168242,0.2755510000006325
llm,AgenticCoach,llm_inference,12500000000,12500.0,1781998986785737835,0,12535.207935,12778.673603,243.4656679999989
planner,ActionPlanner,monitoring,12500000000,12500.0,1781998986785737835,0,12780.149589,12783.858448,3.7088590000003023
c,Car,reaction,12800000000,12800.0,1781998987085737835,0,12810.243321,12810.609147,0.3658259999992879
adc,InputForCoach,input_arrival,12800000000,12800.0,1781998987085737835,0,12827.515879,12827.655572,0.13969299999916984
c,Car,reaction,12900000000,12900.0,1781998987185737835,0,12910.283134,12910.471083,0.18794900000102643
adc,InputForCoach,input_arrival,12900000000,12900.0,1781998987185737835,0,13001.24702,13001.69871,0.45168999999987136
c,Car,reaction,13000000000,13000.0,1781998987285737835,0,13010.296571,13010.652733,0.3561620000000403
adc,InputForCoach,input_arrival,13000000000,13000.0,1781998987285737835,0,13028.860017,13029.001231,0.14121399999930873
adc,InputForCoach,llm_output_tick,13000000000,13000.0,1781998987285737835,0,13029.097706,13029.204072,0.10636599999997998
c,Car,reaction,13100000000,13100.0,1781998987385737835,0,13110.27202,13110.610527,0.3385070000003907
adc,InputForCoach,input_arrival,13100000000,13100.0,1781998987385737835,0,13127.959189,13128.182625,0.2234360000002198
c,Car,reaction,13200000000,13200.0,1781998987485737835,0,13210.489587,13210.692028,0.2024409999994532
adc,InputForCoach,input_arrival,13200000000,13200.0,1781998987485737835,0,13229.546948,13229.791964,0.24501600000075996
c,Car,reaction,13300000000,13300.0,1781998987585737835,0,13310.333027,13310.69108,0.3580529999999271
llm,AgenticCoach,llm_inference,13000000000,13000.0,1781998987285737835,0,13030.708451,13313.884654,283.1762029999991
planner,ActionPlanner,warning,13000000000,13000.0,1781998987285737835,0,13315.327007,13315.730155,0.40314799999941897
adc,InputForCoach,input_arrival,13300000000,13300.0,1781998987585737835,0,13329.65188,13329.896019,0.24413900000035937
c,Car,reaction,13400000000,13400.0,1781998987685737835,0,13410.537939,13410.860319,0.32237999999961175
adc,InputForCoach,input_arrival,13400000000,13400.0,1781998987685737835,0,13506.412399,13506.640768,0.22836899999856541
c,Car,reaction,13500000000,13500.0,1781998987785737835,0,13510.621225,13510.95357,0.3323449999988952
adc,InputForCoach,input_arrival,13500000000,13500.0,1781998987785737835,0,13530.117068,13530.350565,0.23349700000107987
adc,InputForCoach,llm_output_tick,13500000000,13500.0,1781998987785737835,0,13530.46242,13530.698404,0.2359840000008262
c,Car,reaction,13600000000,13600.0,1781998987885737835,0,13610.64634,13610.993974,0.3476340000015625
adc,InputForCoach,input_arrival,13600000000,13600.0,1781998987885737835,0,13630.349105,13630.614026,0.26492099999995844
c,Car,reaction,13700000000,13700.0,1781998987985737835,0,13710.157126,13710.427076,0.2699499999998807
adc,InputForCoach,input_arrival,13700000000,13700.0,1781998987985737835,0,13729.89813,13730.242833,0.34470300000066345
llm,AgenticCoach,llm_inference,13500000000,13500.0,1781998987785737835,0,13533.323556,13799.6436,266.32004400000005
planner,ActionPlanner,monitoring,13500000000,13500.0,1781998987785737835,0,13801.328833,13802.495437,1.1666040000000066
c,Car,reaction,13800000000,13800.0,1781998988085737835,0,13811.766306,13812.205905,0.4395990000011807
adc,InputForCoach,input_arrival,13800000000,13800.0,1781998988085737835,0,13829.563374,13829.815866,0.252492000001439
c,Car,reaction,13900000000,13900.0,1781998988185737835,0,13910.622082,13910.955134,0.3330519999999524
adc,InputForCoach,input_arrival,13900000000,13900.0,1781998988185737835,0,14005.565726,14005.803611,0.23788499999864143
c,Car,reaction,14000000000,14000.0,1781998988285737835,0,14010.535998,14010.880083,0.34408500000063214
adc,InputForCoach,input_arrival,14000000000,14000.0,1781998988285737835,0,14029.106364,14029.349468,0.24310400000103982
adc,InputForCoach,llm_output_tick,14000000000,14000.0,1781998988285737835,0,14029.463608,14029.658166,0.1945579999992333
c,Car,reaction,14100000000,14100.0,1781998988385737835,0,14110.53061,14110.856717,0.32610700000077486
adc,InputForCoach,input_arrival,14100000000,14100.0,1781998988385737835,0,14128.166014,14128.400795,0.23478099999920232
c,Car,reaction,14200000000,14200.0,1781998988485737835,0,14210.497336,14210.754938,0.2576019999996788
llm,AgenticCoach,llm_inference,14000000000,14000.0,1781998988285737835,0,14032.737512,14274.928839,242.19132700000046
planner,ActionPlanner,monitoring,14000000000,14000.0,1781998988285737835,0,14275.902675,14276.65988,0.7572049999998853
c,Car,reaction,14300000000,14300.0,1781998988585737835,0,14310.507283,14310.834521,0.32723799999985204
adc,InputForCoach,input_arrival,14200000000,14200.0,1781998988485737835,0,14320.406794,14320.634982,0.22818799999913608
c,Car,reaction,14400000000,14400.0,1781998988685737835,0,14410.531844,14410.870984,0.3391400000000431
adc,InputForCoach,input_arrival,14300000000,14300.0,1781998988585737835,0,14420.2706,14420.483313,0.21271300000080373
adc,InputForCoach,input_arrival,14300000000,14300.0,1781998988585737835,1,14486.257547,14486.486347,0.22880000000077416
adc,InputForCoach,input_arrival,14300000000,14300.0,1781998988585737835,2,14487.570903,14487.650456,0.07955299999957788
c,Car,reaction,14500000000,14500.0,1781998988785737835,0,14510.32508,14510.664278,0.33919799999966926
adc,InputForCoach,input_arrival,14400000000,14400.0,1781998988685737835,0,14520.3163,14520.517836,0.20153600000048755
adc,InputForCoach,input_arrival,14400000000,14400.0,1781998988685737835,1,14551.198087,14551.403743,0.20565600000009
c,Car,reaction,14600000000,14600.0,1781998988885737835,0,14610.599614,14610.943597,0.3439829999988433
adc,InputForCoach,input_arrival,14500000000,14500.0,1781998988785737835,0,14620.273745,14620.482312,0.20856699999967532
adc,InputForCoach,llm_output_tick,14500000000,14500.0,1781998988785737835,0,14620.580215,14620.750291,0.17007600000033563
adc,InputForCoach,input_arrival,14500000000,14500.0,1781998988785737835,1,14643.063907,14643.301495,0.23758799999995972
adc,InputForCoach,input_arrival,14500000000,14500.0,1781998988785737835,2,14643.718185,14643.805847,0.08766199999990931
adc,InputForCoach,input_arrival,14500000000,14500.0,1781998988785737835,3,14669.012315,14669.274272,0.2619570000006206
adc,InputForCoach,input_arrival,14500000000,14500.0,1781998988785737835,4,14669.63463,14669.71616,0.08152999999947497
c,Car,reaction,14700000000,14700.0,1781998988985737835,0,14710.440463,14710.640827,0.20036399999844434
adc,InputForCoach,input_arrival,14600000000,14600.0,1781998988885737835,0,14720.076614,14720.312119,0.23550500000055763
adc,InputForCoach,input_arrival,14700000000,14700.0,1781998988985737835,0,14768.04354,14768.189747,0.1462069999997766
c,Car,reaction,14800000000,14800.0,1781998989085737835,0,14810.341097,14810.704437,0.3633399999998801
adc,InputForCoach,input_arrival,14800000000,14800.0,1781998989085737835,0,14829.186665,14829.311724,0.12505899999996473
llm,AgenticCoach,llm_inference,14500000000,14500.0,1781998988785737835,0,14623.831003,14870.550047,246.7190440000013
planner,ActionPlanner,monitoring_tardy,14500000000,14500.0,1781998988785737835,1,14871.547372,14871.630236,0.0828639999999723
c,Car,reaction,14900000000,14900.0,1781998989185737835,0,14910.615925,14910.948635,0.3327100000005885
adc,InputForCoach,input_arrival,14900000000,14900.0,1781998989185737835,0,15003.273522,15003.514451,0.24092899999959627
c,Car,reaction,15000000000,15000.0,1781998989285737835,0,15010.615789,15010.94569,0.329901000000973
adc,InputForCoach,input_arrival,15000000000,15000.0,1781998989285737835,0,15030.635171,15030.874615,0.23944400000073074
adc,InputForCoach,llm_output_tick,15000000000,15000.0,1781998989285737835,0,15030.991412,15031.219127,0.22771500000089873
c,Car,reaction,15100000000,15100.0,1781998989385737835,0,15110.352504,15110.510834,0.15833000000020547
adc,InputForCoach,input_arrival,15100000000,15100.0,1781998989385737835,0,15129.10256,15129.357726,0.2551660000008269
c,Car,reaction,15200000000,15200.0,1781998989485737835,0,15210.370603,15210.690972,0.3203690000009374
adc,InputForCoach,input_arrival,15200000000,15200.0,1781998989485737835,0,15231.720645,15231.961272,0.24062700000104087
llm,AgenticCoach,llm_inference,15000000000,15000.0,1781998989285737835,0,15033.601298,15294.080275,260.47897700000067
planner,ActionPlanner,monitoring,15000000000,15000.0,1781998989285737835,0,15294.913902,15295.493256,0.5793539999995119
c,Car,reaction,15300000000,15300.0,1781998989585737835,0,15310.295634,15310.501133,0.20549899999969057
adc,InputForCoach,input_arrival,15300000000,15300.0,1781998989585737835,0,15329.221164,15329.447634,0.22646999999960826
c,Car,reaction,15400000000,15400.0,1781998989685737835,0,15410.541301,15410.884577,0.3432760000014241
adc,InputForCoach,input_arrival,15400000000,15400.0,1781998989685737835,0,15508.291626,15508.515426,0.22379999999975553
c,Car,reaction,15500000000,15500.0,1781998989785737835,0,15510.452815,15510.792225,0.33940999999867927
adc,InputForCoach,input_arrival,15500000000,15500.0,1781998989785737835,0,15528.798995,15529.101994,0.30299900000136404
adc,InputForCoach,llm_output_tick,15500000000,15500.0,1781998989785737835,0,15529.226643,15529.46966,0.24301700000069104
c,Car,reaction,15600000000,15600.0,1781998989885737835,0,15610.291323,15610.612818,0.32149500000014086
