federate,reactor,reaction,logical_time_ns,logical_time_ms,tag_time_ns,microstep,start_physical_time_ms,stop_physical_time_ms,execution_time_ms
d_control,DriverControl,sensor_arrival,4599623691,4599.623691,1781998978885361526,0,4600.085667,4600.276073,0.19040599999971164
d_control,DriverControl,sensor_arrival,4607587366,4607.587366,1781998978893325201,0,4608.053139,4608.242044,0.188904999999977
d_control,DriverControl,sensor_arrival,4615573597,4615.573597,1781998978901311432,0,4615.994926,4616.171683,0.1767569999992702
d_control,DriverControl,sensor_arrival,4623612679,4623.612679,1781998978909350514,0,4624.085804,4624.279802,0.19399799999973766
d_control,DriverControl,sensor_arrival,4631605225,4631.605225,1781998978917343060,0,4632.199792,4632.40092,0.20112799999969866
d_control,DriverControl,sensor_arrival,4647609149,4647.609149,1781998978933346984,0,4648.113773,4648.310586,0.19681299999956536
d_control,DriverControl,sensor_arrival,4663589870,4663.58987,1781998978949327705,0,4664.059068,4664.249233,0.19016499999997905
d_control,DriverControl,sensor_arrival,4671620322,4671.620322,1781998978957358157,0,4672.086688,4672.27976,0.19307200000002922
d_control,DriverControl,sensor_arrival,4679666423,4679.666423,1781998978965404258,0,4680.200751,4680.397045,0.19629399999939778
d_control,DriverControl,sensor_arrival,4687648339,4687.648339,1781998978973386174,0,4688.168,4688.380035,0.21203500000046915
d_control,DriverControl,sensor_arrival,4703689670,4703.68967,1781998978989427505,0,4704.348848,4704.574457,0.22560900000007678
d_control,DriverControl,sensor_arrival,4727707955,4727.707955,1781998979013445790,0,4728.273856,4728.517668,0.24381200000061654
d_control,DriverControl,sensor_arrival,4743652750,4743.65275,1781998979029390585,0,4744.240466,4744.447334,0.20686800000021321
d_control,DriverControl,sensor_arrival,4751726720,4751.72672,1781998979037464555,0,4752.331547,4752.547527,0.215979999999945
d_control,DriverControl,sensor_arrival,4759597267,4759.597267,1781998979045335102,0,4760.054781,4760.237501,0.18271999999979016
d_control,DriverControl,sensor_arrival,4767588942,4767.588942,1781998979053326777,0,4768.020808,4768.201251,0.18044300000019575
d_control,DriverControl,sensor_arrival,4783652088,4783.652088,1781998979069389923,0,4784.166305,4784.374025,0.20772000000033586
d_control,DriverControl,sensor_arrival,4791620134,4791.620134,1781998979077357969,0,4792.154925,4792.34233,0.1874050000005809
d_control,DriverControl,sensor_arrival,4799648216,4799.648216,1781998979085386051,0,4800.231358,4800.421245,0.18988700000045355
d_control,DriverControl,sensor_arrival,4807621707,4807.621707,1781998979093359542,0,4808.089794,4808.283033,0.19323899999926653
d_control,DriverControl,sensor_arrival,4815591012,4815.591012,1781998979101328847,0,4816.017303,4816.198524,0.1812210000007326
d_control,DriverControl,sensor_arrival,4831638732,4831.638732,1781998979117376567,0,4832.131708,4832.342187,0.21047900000030495
d_control,DriverControl,sensor_arrival,4839733110,4839.73311,1781998979125470945,0,4840.389751,4840.621489,0.231738000000405
d_control,DriverControl,sensor_arrival,4847579379,4847.579379,1781998979133317214,0,4848.03017,4848.205298,0.17512799999985873
d_control,DriverControl,sensor_arrival,4855641109,4855.641109,1781998979141378944,0,4856.048975,4856.269787,0.2208120000004783
d_control,DriverControl,sensor_arrival,4863702302,4863.702302,1781998979149440137,0,4864.204945,4864.412128,0.2071829999995316
d_control,DriverControl,sensor_arrival,4879721356,4879.721356,1781998979165459191,0,4880.294553,4880.528569,0.23401600000033795
d_control,DriverControl,sensor_arrival,4887920343,4887.920343,1781998979173658178,0,4888.517485,4888.731539,0.21405400000003283
d_control,DriverControl,sensor_arrival,4911699408,4911.699408,1781998979197437243,0,4912.166959,4912.396753,0.22979399999985617
d_control,DriverControl,sensor_arrival,4943645942,4943.645942,1781998979229383777,0,4944.214418,4944.435638,0.22122000000035769
d_control,DriverControl,sensor_arrival,4959675663,4959.675663,1781998979245413498,0,4960.222694,4960.558042,0.3353479999996125
d_control,DriverControl,sensor_arrival,4967719263,4967.719263,1781998979253457098,0,4968.373719,4968.600513,0.22679400000015448
d_control,DriverControl,sensor_arrival,4983642262,4983.642262,1781998979269380097,0,4984.121109,4984.31607,0.1949610000001485
d_control,DriverControl,sensor_arrival,4999698964,4999.698964,1781998979285436799,0,5000.216162,5000.472567,0.25640500000008615
d_control,DriverControl,sensor_arrival,5023841840,5023.84184,1781998979309579675,0,5024.65622,5025.058512,0.4022919999997612
d_control,DriverControl,sensor_arrival,5095732565,5095.732565,1781998979381470400,0,5096.319799,5096.562149,0.24235000000044238
d_control,DriverControl,sensor_arrival,5103730036,5103.730036,1781998979389467871,0,5104.56162,5104.932431,0.37081099999977596
d_control,DriverControl,sensor_arrival,5119714757,5119.714757,1781998979405452592,0,5120.276455,5120.591877,0.31542199999967124
d_control,DriverControl,sensor_arrival,5151700124,5151.700124,1781998979437437959,0,5152.380376,5152.655762,0.27538600000025326
d_control,DriverControl,sensor_arrival,5167668734,5167.668734,1781998979453406569,0,5168.160507,5168.369393,0.20888600000034785
d_control,DriverControl,sensor_arrival,5175757871,5175.757871,1781998979461495706,0,5176.280477,5176.523437,0.2429599999995844
d_control,DriverControl,sensor_arrival,5183721269,5183.721269,1781998979469459104,0,5184.239726,5184.457576,0.21784999999999854
d_control,DriverControl,sensor_arrival,5191652352,5191.652352,1781998979477390187,0,5192.10644,5192.278031,0.17159100000026228
d_control,DriverControl,sensor_arrival,5199636787,5199.636787,1781998979485374622,0,5200.054412,5200.223114,0.1687019999999393
d_control,DriverControl,sensor_arrival,5247711818,5247.711818,1781998979533449653,0,5248.311163,5248.576994,0.2658309999997073
d_control,DriverControl,sensor_arrival,5255882713,5255.882713,1781998979541620548,0,5256.492281,5256.714631,0.22235000000000582
d_control,DriverControl,sensor_arrival,5271693695,5271.693695,1781998979557431530,0,5272.270245,5272.487372,0.21712699999989127
d_control,DriverControl,sensor_arrival,5279744833,5279.744833,1781998979565482668,0,5280.22718,5280.429696,0.20251600000028702
d_control,DriverControl,sensor_arrival,5303765117,5303.765117,1781998979589502952,0,5304.294297,5304.496369,0.20207200000004377
d_control,DriverControl,sensor_arrival,5311734237,5311.734237,1781998979597472072,0,5312.313398,5312.514784,0.2013859999997294
d_control,DriverControl,sensor_arrival,5327677773,5327.677773,1781998979613415608,0,5328.245434,5328.447283,0.20184900000003836
d_control,DriverControl,sensor_arrival,5343777122,5343.777122,1781998979629514957,0,5344.287635,5344.480281,0.19264600000042265
d_control,DriverControl,sensor_arrival,5359864231,5359.864231,1781998979645602066,0,5360.466373,5360.736536,0.2701630000001387
d_control,DriverControl,sensor_arrival,5367755259,5367.755259,1781998979653493094,0,5368.232458,5368.439918,0.20745999999962805
d_control,DriverControl,sensor_arrival,5383647036,5383.647036,1781998979669384871,0,5384.150012,5384.332029,0.18201700000008714
d_control,DriverControl,sensor_arrival,5399751682,5399.751682,1781998979685489517,0,5400.354546,5400.624765,0.2702189999999973
d_control,DriverControl,sensor_arrival,5407772616,5407.772616,1781998979693510451,0,5408.287444,5408.487201,0.19975700000031793
d_control,DriverControl,sensor_arrival,5423732892,5423.732892,1781998979709470727,0,5424.233276,5424.460903,0.2276270000002114
d_control,DriverControl,sensor_arrival,5431732364,5431.732364,1781998979717470199,0,5432.237803,5432.425745,0.18794199999956618
d_control,DriverControl,sensor_arrival,5439741168,5439.741168,1781998979725479003,0,5440.249978,5440.458327,0.2083490000004531
d_control,DriverControl,sensor_arrival,5447657418,5447.657418,1781998979733395253,0,5448.043396,5448.204264,0.16086799999993673
d_control,DriverControl,sensor_arrival,5455756222,5455.756222,1781998979741494057,0,5456.168107,5456.34379,0.17568299999948067
d_control,DriverControl,sensor_arrival,5535875490,5535.87549,1781998979821613325,0,5536.600964,5536.882146,0.28118199999971694
d_control,DriverControl,sensor_arrival,5543981609,5543.981609,1781998979829719444,0,5544.8306,5545.068375,0.23777499999960128
d_control,DriverControl,sensor_arrival,5575847237,5575.847237,1781998979861585072,0,5576.520248,5576.759764,0.23951600000054896
d_control,DriverControl,sensor_arrival,5583890078,5583.890078,1781998979869627913,0,5584.708532,5584.968807,0.26027500000054715
d_control,DriverControl,sensor_arrival,5591731884,5591.731884,1781998979877469719,0,5592.190139,5592.546746,0.35660699999971257
d_control,DriverControl,sensor_arrival,5655890969,5655.890969,1781998979941628804,0,5656.639535,5656.890717,0.2511819999999716
d_control,DriverControl,sensor_arrival,5663759497,5663.759497,1781998979949497332,0,5664.359954,5664.593877,0.23392300000068644
d_control,DriverControl,sensor_arrival,5800057082,5800.057082,1781998980085794917,0,5800.688797,5801.123941,0.4351440000000366
d_control,DriverControl,sensor_arrival,5807883740,5807.88374,1781998980093621575,0,5808.40816,5808.637788,0.2296280000000479
d_control,DriverControl,sensor_arrival,5839848515,5839.848515,1781998980125586350,0,5840.332991,5840.543804,0.21081299999968905
d_control,DriverControl,sensor_arrival,5847764376,5847.764376,1781998980133502211,0,5848.286519,5848.633682,0.34716299999945477
d_control,DriverControl,sensor_arrival,5863849781,5863.849781,1781998980149587616,0,5864.339646,5864.696179,0.3565329999992173
d_control,DriverControl,sensor_arrival,5871836993,5871.836993,1781998980157574828,0,5872.480579,5872.723132,0.24255300000004354
d_control,DriverControl,sensor_arrival,5935922560,5935.92256,1781998980221660395,0,5936.651978,5937.055807,0.40382899999985966
d_control,DriverControl,sensor_arrival,5951761374,5951.761374,1781998980237499209,0,5952.184055,5952.5007,0.3166449999998804
d_control,DriverControl,sensor_arrival,6031901939,6031.901939,1781998980317639774,0,6032.675838,6033.017445,0.34160700000029465
d_control,DriverControl,sensor_arrival,6039962687,6039.962687,1781998980325700522,0,6040.618643,6040.866141,0.2474980000006326
d_control,DriverControl,sensor_arrival,6079945174,6079.945174,1781998980365683009,0,6080.565741,6080.832924,0.2671829999999318
d_control,DriverControl,sensor_arrival,6087884739,6087.884739,1781998980373622574,0,6088.458529,6088.670564,0.21203499999955966
d_control,DriverControl,sensor_arrival,6119935605,6119.935605,1781998980405673440,0,6120.483062,6120.720412,0.23734999999942374
d_control,DriverControl,sensor_arrival,6128003557,6128.003557,1781998980413741392,0,6128.541126,6128.762883,0.22175700000025245
d_control,DriverControl,sensor_arrival,6159960091,6159.960091,1781998980445697926,0,6160.52003,6160.738713,0.21868300000005547
d_control,DriverControl,sensor_arrival,6175896109,6175.896109,1781998980461633944,0,6176.491751,6176.698563,0.2068120000003546
d_control,DriverControl,sensor_arrival,6183892951,6183.892951,1781998980469630786,0,6184.363686,6184.613832,0.2501460000003135
d_control,DriverControl,sensor_arrival,6191864941,6191.864941,1781998980477602776,0,6192.413954,6192.618729,0.20477500000015425
d_control,DriverControl,sensor_arrival,6207778218,6207.778218,1781998980493516053,0,6208.287601,6208.46447,0.17686899999989691
d_control,DriverControl,sensor_arrival,6215927558,6215.927558,1781998980501665393,0,6216.464367,6216.779031,0.31466400000044814
d_control,DriverControl,sensor_arrival,6223839067,6223.839067,1781998980509576902,0,6224.197508,6224.361784,0.1642759999995178
d_control,DriverControl,sensor_arrival,6239833936,6239.833936,1781998980525571771,0,6240.272191,6240.479966,0.20777499999985594
d_control,DriverControl,sensor_arrival,6263989293,6263.989293,1781998980549727128,0,6264.529047,6264.761637,0.23258999999961816
d_control,DriverControl,sensor_arrival,6287885857,6287.885857,1781998980573623692,0,6288.365759,6288.569257,0.20349799999985407
d_control,DriverControl,sensor_arrival,6295940327,6295.940327,1781998980581678162,0,6296.564006,6296.868614,0.30460800000037125
d_control,DriverControl,sensor_arrival,6303907818,6303.907818,1781998980589645653,0,6304.395257,6304.626606,0.23134899999968184
d_control,DriverControl,sensor_arrival,6311847623,6311.847623,1781998980597585458,0,6312.219064,6312.397488,0.17842399999972258
d_control,DriverControl,sensor_arrival,6392040798,6392.040798,1781998980677778633,0,6392.663143,6392.972418,0.3092750000005253
d_control,DriverControl,sensor_arrival,6400143990,6400.14399,1781998980685881825,0,6400.74341,6401.04137,0.29795999999987544
d_control,DriverControl,sensor_arrival,6415884510,6415.88451,1781998980701622345,0,6418.17543,6418.738498,0.5630679999994754
d_control,DriverControl,sensor_arrival,6431887508,6431.887508,1781998980717625343,0,6432.355559,6432.558409,0.20285000000058062
d_control,DriverControl,sensor_arrival,6439961534,6439.961534,1781998980725699369,0,6440.573435,6440.824322,0.25088700000014796
d_control,DriverControl,sensor_arrival,6463906005,6463.906005,1781998980749643840,0,6464.371092,6464.559664,0.18857200000002194
d_control,DriverControl,sensor_arrival,6504079989,6504.079989,1781998980789817824,0,6504.712742,6505.028628,0.31588600000031875
d_control,DriverControl,sensor_arrival,6512142442,6512.142442,1781998980797880277,0,6512.903563,6513.159357,0.2557940000006056
d_control,DriverControl,sensor_arrival,6527893720,6527.89372,1781998980813631555,0,6528.325771,6528.523417,0.19764600000053179
d_control,DriverControl,sensor_arrival,6535948839,6535.948839,1781998980821686674,0,6536.360539,6536.553407,0.19286800000008952
d_control,DriverControl,sensor_arrival,6543922237,6543.922237,1781998980829660072,0,6544.469583,6544.669044,0.19946100000015576
d_control,DriverControl,sensor_arrival,6559912439,6559.912439,1781998980845650274,0,6560.304379,6560.482544,0.1781650000002628
d_control,DriverControl,sensor_arrival,6624028320,6624.02832,1781998980909766155,0,6624.574833,6625.029328,0.4544949999999517
d_control,DriverControl,sensor_arrival,6631915348,6631.915348,1781998980917653183,0,6632.387473,6632.586619,0.19914599999992788
d_control,DriverControl,sensor_arrival,6639960523,6639.960523,1781998980925698358,0,6640.502591,6640.713719,0.21112799999991694
d_control,DriverControl,sensor_arrival,6647964161,6647.964161,1781998980933701996,0,6648.422119,6648.624302,0.20218300000033196
d_control,DriverControl,sensor_arrival,6663959030,6663.95903,1781998980949696865,0,6664.561671,6664.769817,0.20814599999994243
d_control,DriverControl,sensor_arrival,6671972575,6671.972575,1781998980957710410,0,6672.439922,6672.631975,0.19205300000066927
d_control,DriverControl,sensor_arrival,6728236668,6728.236668,1781998981013974503,0,6728.917291,6729.128511,0.2112200000001394
d_control,DriverControl,sensor_arrival,6736082048,6736.082048,1781998981021819883,0,6736.704597,6737.018835,0.31423799999993207
d_control,DriverControl,sensor_arrival,6744064261,6744.064261,1781998981029802096,0,6744.581681,6744.744642,0.1629609999999957
d_control,DriverControl,sensor_arrival,6776033832,6776.033832,1781998981061771667,0,6776.539326,6777.186542,0.6472160000002987
d_control,DriverControl,sensor_arrival,6784034229,6784.034229,1781998981069772064,0,6784.509113,6785.95932,1.450206999999864
d_control,DriverControl,sensor_arrival,6791898331,6791.898331,1781998981077636166,0,6792.383382,6792.575269,0.1918869999999515
d_control,DriverControl,sensor_arrival,6808006014,6808.006014,1781998981093743849,0,6808.403991,6808.583378,0.1793870000001334
d_control,DriverControl,sensor_arrival,6831966484,6831.966484,1781998981117704319,0,6832.398628,6832.65694,0.2583119999999326
d_control,DriverControl,sensor_arrival,6840018177,6840.018177,1781998981125756012,0,6840.585338,6840.836668,0.2513300000000527
d_control,DriverControl,sensor_arrival,6896051032,6896.051032,1781998981181788867,0,6896.60247,6896.879023,0.2765530000006038
d_control,DriverControl,sensor_arrival,6904037651,6904.037651,1781998981189775486,0,6904.662515,6904.941197,0.2786820000001171
d_control,DriverControl,sensor_arrival,6936093684,6936.093684,1781998981221831519,0,6936.90875,6937.147747,0.23899700000038138
d_control,DriverControl,sensor_arrival,6951921129,6951.921129,1781998981237658964,0,6952.352865,6952.779027,0.42616199999974924
d_control,DriverControl,sensor_arrival,6959961656,6959.961656,1781998981245699491,0,6960.431743,6960.764277,0.33253400000012334
d_control,DriverControl,sensor_arrival,6968001552,6968.001552,1781998981253739387,0,6968.624953,6968.918913,0.2939600000008795
d_control,DriverControl,sensor_arrival,6983917311,6983.917311,1781998981269655146,0,6984.335603,6984.518768,0.18316499999946245
d_control,DriverControl,sensor_arrival,6992027003,6992.027003,1781998981277764838,0,6992.508739,6992.719737,0.21099800000047253
d_control,DriverControl,output_tick,7000000000,7000.0,1781998981285737835,0,7000.200528,7000.413952,0.21342399999957706
d_control,DriverControl,sensor_arrival,7000054493,7000.054493,1781998981285792328,0,7001.782734,7002.067657,0.2849229999992531
d_monitor,DriverMonitor,output_tick,7000000000,7000.0,1781998981285737835,0,7009.063991,7009.320062,0.25607099999979255
d_control,DriverControl,sensor_arrival,7032001620,7032.00162,1781998981317739455,0,7032.492966,7032.707168,0.2142020000001139
d_control,DriverControl,sensor_arrival,7047982637,7047.982637,1781998981333720472,0,7048.428799,7048.623223,0.19442399999934423
d_control,DriverControl,sensor_arrival,7064068282,7064.068282,1781998981349806117,0,7064.627554,7064.907033,0.2794790000007197
d_control,DriverControl,sensor_arrival,7072146845,7072.146845,1781998981357884680,0,7072.703599,7072.978948,0.27534899999955087
d_control,DriverControl,sensor_arrival,7079998466,7079.998466,1781998981365736301,0,7080.423629,7080.608608,0.1849789999996574
d_control,DriverControl,sensor_arrival,7087945235,7087.945235,1781998981373683070,0,7088.398211,7088.583691,0.1854800000000978
d_control,DriverControl,sensor_arrival,7095996261,7095.996261,1781998981381734096,0,7096.427071,7096.610921,0.1838500000003478
d_control,DriverControl,output_tick,7100000000,7100.0,1781998981385737835,0,7100.219791,7100.511677,0.2918859999999768
d_monitor,DriverMonitor,output_tick,7100000000,7100.0,1781998981385737835,0,7108.536611,7109.225603,0.6889919999994163
d_control,DriverControl,sensor_arrival,7128090349,7128.090349,1781998981413828184,0,7129.516112,7129.857979,0.34186700000009296
d_control,DriverControl,sensor_arrival,7136046358,7136.046358,1781998981421784193,0,7137.188846,7137.408455,0.2196089999997639
d_control,DriverControl,sensor_arrival,7151994394,7151.994394,1781998981437732229,0,7152.958273,7153.170604,0.21233099999972183
d_control,DriverControl,sensor_arrival,7159963144,7159.963144,1781998981445700979,0,7160.85756,7161.095872,0.23831199999949604
d_control,DriverControl,sensor_arrival,7167959559,7167.959559,1781998981453697394,0,7168.911679,7169.147658,0.23597900000004302
d_control,DriverControl,sensor_arrival,7176006067,7176.006067,1781998981461743902,0,7176.937224,7177.156185,0.21896099999958096
d_control,DriverControl,sensor_arrival,7183985465,7183.985465,1781998981469723300,0,7185.167526,7185.47656,0.30903399999988324
d_control,DriverControl,sensor_arrival,7191936900,7191.9369,1781998981477674735,0,7193.033055,7193.255071,0.22201599999971222
d_control,DriverControl,sensor_arrival,7199947501,7199.947501,1781998981485685336,0,7201.014008,7201.285672,0.27166399999987334
d_control,DriverControl,output_tick,7200000000,7200.0,1781998981485737835,0,7201.924998,7202.224088,0.29908999999952357
d_monitor,DriverMonitor,output_tick,7200000000,7200.0,1781998981485737835,0,7208.171784,7208.381801,0.21001700000033452
d_control,DriverControl,sensor_arrival,7207961898,7207.961898,1781998981493699733,0,7209.547048,7209.783712,0.23666400000001886
d_control,DriverControl,sensor_arrival,7215861092,7215.861092,1781998981501598927,0,7216.518197,7216.705028,0.18683099999998376
d_control,DriverControl,sensor_arrival,7223941433,7223.941433,1781998981509679268,0,7224.714814,7224.931849,0.2170349999996688
d_control,DriverControl,sensor_arrival,7232022163,7232.022163,1781998981517759998,0,7233.028875,7233.263631,0.23475599999983388
d_control,DriverControl,sensor_arrival,7239995579,7239.995579,1781998981525733414,0,7240.952458,7241.178345,0.22588700000051176
d_control,DriverControl,sensor_arrival,7256030503,7256.030503,1781998981541768338,0,7257.027511,7257.247157,0.2196459999995568
d_control,DriverControl,sensor_arrival,7272070575,7272.070575,1781998981557808410,0,7273.046305,7273.28484,0.23853500000041095
d_control,DriverControl,sensor_arrival,7296084785,7296.084785,1781998981581822620,0,7297.06359,7297.288217,0.22462700000050972
d_control,DriverControl,output_tick,7300000000,7300.0,1781998981585737835,0,7300.573164,7300.943308,0.3701439999995273
d_monitor,DriverMonitor,output_tick,7300000000,7300.0,1781998981585737835,0,7310.107693,7310.278432,0.17073900000013964
d_control,DriverControl,sensor_arrival,7344151687,7344.151687,1781998981629889522,0,7345.400877,7345.667597,0.2667199999996228
d_control,DriverControl,sensor_arrival,7352122825,7352.122825,1781998981637860660,0,7353.330498,7353.531477,0.20097900000018853
d_control,DriverControl,sensor_arrival,7352264916,7352.264916,1781998981638002751,0,7354.501263,7354.664724,0.16346100000009756
d_control,DriverControl,sensor_arrival,7359997835,7359.997835,1781998981645735670,0,7360.821826,7361.051009,0.22918299999946612
d_control,DriverControl,sensor_arrival,7376006111,7376.006111,1781998981661743946,0,7376.950971,7377.18071,0.2297389999994266
d_control,DriverControl,sensor_arrival,7383996119,7383.996119,1781998981669733954,0,7384.91261,7385.146237,0.23362699999961478
d_control,DriverControl,sensor_arrival,7392059498,7392.059498,1781998981677797333,0,7393.043876,7393.438316,0.39444000000003143
d_control,DriverControl,output_tick,7400000000,7400.0,1781998981685737835,0,7400.465076,7400.739906,0.2748299999993833
d_control,DriverControl,sensor_arrival,7415970653,7415.970653,1781998981701708488,0,7416.998772,7417.226362,0.2275900000004185
d_control,DriverControl,sensor_arrival,7431913652,7431.913652,1781998981717651487,0,7432.844272,7433.016141,0.17186899999978777
d_control,DriverControl,sensor_arrival,7455880956,7455.880956,1781998981741618791,0,7456.417117,7457.171294,0.7541769999997996
d_control,DriverControl,sensor_arrival,7463896538,7463.896538,1781998981749634373,0,7464.459421,7464.730807,0.27138600000034785
d_control,DriverControl,sensor_arrival,7487896508,7487.896508,1781998981773634343,0,7488.466557,7488.727203,0.26064600000063365
d_control,DriverControl,sensor_arrival,7495942127,7495.942127,1781998981781679962,0,7496.495806,7496.743137,0.2473310000004858
d_control,DriverControl,output_tick,7500000000,7500.0,1781998981785737835,0,7500.305007,7500.454098,0.1490910000002259
d_control,DriverControl,sensor_arrival,7511890811,7511.890811,1781998981797628646,0,7512.466656,7512.740635,0.2739790000005087
d_control,DriverControl,sensor_arrival,7519881412,7519.881412,1781998981805619247,0,7520.444276,7520.673015,0.22873900000013236
d_monitor,DriverMonitor,sensor_arrival,7400000000,7400.0,1781998981685737835,0,7532.495964,7532.650666,0.1547019999998156
d_monitor,DriverMonitor,output_tick,7400000000,7400.0,1781998981685737835,0,7532.739054,7532.830553,0.09149900000011257
d_monitor,DriverMonitor,output_tick,7500000000,7500.0,1781998981785737835,0,7535.518136,7535.673283,0.15514700000039738
