sample,round_trip_ms,estimated_one_way_ms
264,0.137990,0.068995
265,0.113717,0.056858
266,0.247096,0.123548
267,0.335510,0.167755
268,0.403109,0.201554
269,0.479317,0.239658
270,0.125313,0.062657
271,0.319230,0.159615
272,0.097552,0.048776
273,0.319530,0.159765
274,0.086190,0.043095
275,0.086574,0.043287
276,0.313458,0.156729
277,0.262467,0.131234
278,0.318327,0.159164
279,0.247322,0.123661
280,0.145130,0.072565
281,0.309098,0.154549
282,0.244116,0.122058
283,0.141867,0.070933
284,0.339610,0.169805
285,0.070112,0.035056
286,0.337904,0.168952
287,0.185754,0.092877
288,0.329588,0.164794
289,0.257999,0.128999
290,0.068694,0.034347
291,0.405479,0.202739
292,0.307803,0.153901
293,0.123579,0.061789
294,0.265257,0.132629
295,0.471289,0.235645
296,0.443290,0.221645
297,0.129670,0.064835
298,0.406862,0.203431
299,0.313285,0.156642
300,0.456663,0.228331
301,0.483927,0.241963
302,0.301597,0.150799
303,0.322440,0.161220
304,0.257678,0.128839
305,0.399045,0.199522
306,0.482352,0.241176
307,0.461661,0.230830
308,0.375608,0.187804
309,0.310952,0.155476
310,0.484588,0.242294
311,0.440755,0.220378
312,0.305971,0.152985
313,0.301289,0.150644
314,0.422729,0.211365
315,0.307089,0.153545
316,0.311061,0.155530
317,0.402548,0.201274
318,0.302468,0.151234
319,0.401268,0.200634
320,0.461161,0.230580
321,0.110129,0.055065
322,0.295960,0.147980
323,0.254833,0.127416
324,0.422241,0.211120
325,0.440191,0.220095
326,0.460519,0.230260
327,0.271159,0.135579
328,0.251057,0.125528
329,0.245298,0.122649
330,0.435930,0.217965
331,0.305455,0.152727
332,0.407622,0.203811
333,0.347967,0.173984
334,0.430081,0.215040
335,0.500646,0.250323
336,0.309393,0.154696
337,0.354496,0.177248
338,0.403639,0.201820
339,0.592878,0.296439
340,0.439988,0.219994
341,0.308689,0.154344
342,0.254823,0.127412
343,0.085321,0.042660
344,0.311375,0.155688
345,0.400962,0.200481
346,0.481998,0.240999
347,0.298909,0.149454
348,0.426678,0.213339
349,0.317716,0.158858
350,0.313634,0.156817
351,0.321246,0.160623
352,0.069057,0.034528
353,0.401803,0.200902
354,0.467306,0.233653
355,0.593759,0.296880
356,0.445626,0.222813
357,0.489467,0.244733
358,0.494796,0.247398
359,0.444775,0.222387
360,0.330333,0.165166
361,0.266736,0.133368
362,0.399659,0.199829
363,0.450989,0.225494
364,0.473316,0.236658
365,0.296186,0.148093
366,0.126072,0.063036
367,0.055656,0.027828
368,0.402468,0.201234
369,0.441852,0.220926
370,0.327211,0.163605
371,0.259743,0.129872
372,0.397214,0.198607
373,0.446332,0.223166
374,0.451753,0.225877
375,0.302676,0.151338
376,0.261844,0.130922
377,0.291221,0.145611
378,0.364274,0.182137
379,0.283374,0.141687
380,0.259082,0.129541
381,0.400132,0.200066
382,0.459826,0.229913
383,0.297236,0.148618
384,0.378988,0.189494
385,0.251528,0.125764
386,0.277080,0.138540
387,0.270010,0.135005
388,0.120667,0.060333
389,0.376320,0.188160
390,0.258812,0.129406
391,0.465718,0.232859
392,0.123185,0.061593
393,0.256117,0.128058
394,0.244633,0.122316
395,0.280791,0.140396
396,0.398084,0.199042
397,0.448793,0.224396
398,0.324923,0.162462
399,0.259107,0.129553
400,0.245248,0.122624
401,0.071009,0.035505
402,0.322129,0.161064
403,0.374954,0.187477
404,0.124328,0.062164
405,0.263526,0.131763
406,0.411501,0.205751
407,0.315556,0.157778
408,0.270614,0.135307
409,0.390493,0.195246
410,0.510867,0.255433
411,0.459181,0.229591
412,0.436181,0.218090
413,0.299856,0.149928
414,0.286379,0.143189
415,0.246635,0.123317
416,0.405904,0.202952
417,0.473015,0.236508
418,0.327220,0.163610
419,0.258267,0.129134
420,0.399431,0.199715
421,0.480062,0.240031
422,0.460058,0.230029
423,0.291767,0.145883
424,0.273504,0.136752
425,0.444251,0.222126
426,0.442880,0.221440
427,0.323458,0.161729
428,0.404904,0.202452
429,0.112185,0.056093
430,0.091063,0.045532
431,0.317327,0.158664
432,0.253790,0.126895
433,0.454630,0.227315
434,0.439466,0.219733
435,0.460233,0.230117
436,0.307634,0.153817
437,0.121140,0.060570
438,0.247343,0.123672
439,0.398738,0.199369
440,0.469606,0.234803
441,0.450688,0.225344
442,0.337561,0.168780
443,0.266000,0.133000
444,0.405697,0.202848
445,0.269787,0.134893
446,0.058316,0.029158
447,0.279256,0.139628
448,0.056322,0.028161
449,0.426273,0.213137
450,0.500389,0.250194
451,0.109534,0.054767
452,0.312172,0.156086
453,0.257159,0.128580
454,0.391708,0.195854
455,0.482662,0.241331
456,0.110641,0.055321
457,0.090313,0.045157
458,0.516338,0.258169
459,0.439922,0.219961
460,0.211072,0.105536
461,0.260599,0.130300
462,0.242506,0.121253
463,0.271464,0.135732
464,0.150903,0.075452
465,0.064208,0.032104
466,0.451879,0.225939
467,0.325187,0.162594
468,0.432941,0.216471
469,0.320863,0.160432
470,0.439437,0.219719
471,0.455046,0.227523
472,0.339396,0.169698
473,0.320260,0.160130
474,0.454693,0.227347
475,0.452719,0.226359
476,0.323823,0.161912
477,0.331091,0.165546
478,0.269325,0.134662
479,0.421811,0.210905
480,0.473316,0.236658
481,0.309844,0.154922
482,0.327900,0.163950
483,0.433406,0.216703
484,0.310973,0.155486
485,0.303982,0.151991
486,0.328454,0.164227
487,0.457665,0.228832
488,0.387527,0.193764
489,0.516048,0.258024
490,0.454013,0.227006
491,0.474167,0.237084
492,0.473357,0.236679
493,0.464643,0.232321
494,0.322563,0.161281
495,0.426535,0.213267
496,0.528265,0.264132
497,0.318755,0.159378
498,0.348055,0.174028
499,0.492665,0.246333
500,0.528774,0.264387
501,0.498359,0.249179
502,0.312845,0.156422
503,0.321314,0.160657
504,0.416145,0.208072
505,0.494659,0.247330
506,0.475370,0.237685
507,0.488728,0.244364
508,0.318842,0.159421
509,0.352385,0.176193
510,0.435504,0.217752
511,0.507860,0.253930
512,0.454879,0.227439
513,0.494715,0.247358
514,0.493847,0.246923
515,0.478490,0.239245
516,0.528397,0.264199
517,0.506259,0.253130
518,0.305488,0.152744
519,0.329045,0.164522
520,0.435666,0.217833
521,0.475464,0.237732
522,0.473537,0.236768
523,0.517722,0.258861
524,0.357509,0.178755
525,0.495543,0.247772
526,0.305664,0.152832
527,0.434319,0.217160
528,0.337470,0.168735
529,0.436868,0.218434
530,0.454827,0.227413
531,0.362674,0.181337
532,0.335004,0.167502
533,0.320908,0.160454
534,0.416441,0.208221
535,0.485172,0.242586
536,0.362535,0.181267
537,0.355909,0.177954
538,0.415618,0.207809
539,0.454918,0.227459
540,0.309079,0.154539
541,0.371836,0.185918
542,0.444719,0.222359
543,0.353799,0.176899
544,0.385344,0.192672
545,0.371878,0.185939
546,0.456250,0.228125
547,0.519196,0.259598
548,0.319904,0.159952
549,0.352054,0.176027
550,0.412807,0.206403
551,0.548609,0.274305
552,0.119937,0.059969
553,0.328695,0.164348
554,0.413947,0.206974
555,0.307119,0.153559
556,0.331743,0.165872
557,0.433709,0.216855
558,0.453637,0.226819
559,0.487480,0.243740
560,0.119786,0.059893
561,0.331421,0.165711
562,0.456122,0.228061
563,0.456069,0.228035
564,0.091517,0.045759
565,0.271512,0.135756
566,0.280828,0.140414
567,0.467593,0.233796
568,0.474962,0.237481
569,0.464502,0.232251
570,0.320633,0.160317
571,0.319797,0.159898
572,0.436591,0.218296
573,0.450569,0.225284
574,0.487674,0.243837
575,0.318905,0.159452
576,0.331521,0.165761
577,0.258671,0.129335
578,0.330237,0.165119
579,0.478962,0.239481
580,0.497406,0.248703
581,0.326243,0.163122
582,0.320699,0.160350
583,0.423974,0.211987
584,0.482120,0.241060
585,0.458124,0.229062
586,0.465473,0.232737
587,0.472659,0.236329
588,0.486767,0.243384
589,0.443801,0.221901
590,0.164790,0.082395
591,0.114827,0.057413
592,0.064580,0.032290
593,0.270472,0.135236
594,0.321369,0.160685
595,0.263475,0.131738
596,0.140525,0.070263
597,0.432258,0.216129
598,0.464178,0.232089
599,0.299192,0.149596
600,0.138493,0.069247
601,0.137737,0.068868
602,0.115398,0.057699
603,0.405978,0.202989
604,0.561504,0.280752
605,0.444030,0.222015
606,0.140184,0.070092
607,0.114203,0.057101
608,0.402612,0.201306
609,0.138168,0.069084
610,0.332742,0.166371
611,0.246354,0.123177
612,0.317926,0.158963
613,0.400528,0.200264
614,0.341174,0.170587
615,0.143929,0.071965
616,0.338019,0.169010
617,0.398858,0.199429
618,0.296053,0.148027
619,0.139022,0.069511
620,0.096591,0.048295
621,0.315576,0.157788
622,0.417730,0.208865
623,0.443346,0.221673
624,0.492019,0.246009
625,0.119318,0.059659
626,0.319392,0.159696
627,0.396780,0.198390
628,0.162727,0.081364
629,0.137793,0.068896
630,0.211044,0.105522
631,0.261420,0.130710
632,0.308259,0.154130
633,0.406229,0.203115
634,0.208603,0.104302
635,0.159839,0.079920
636,0.184724,0.092362
637,0.224781,0.112391
638,0.066871,0.033435
639,0.077996,0.038998
640,0.184278,0.092139
641,0.211070,0.105535
642,0.182508,0.091254
643,0.182365,0.091182
644,0.065624,0.032812
645,0.081031,0.040516
646,0.184390,0.092195
647,0.074946,0.037473
648,0.066178,0.033089
649,0.056608,0.028304
650,0.076578,0.038289
651,0.376517,0.188258
652,0.431315,0.215658
653,0.327561,0.163780
654,0.311075,0.155537
655,0.457020,0.228510
656,0.445351,0.222675
657,0.456994,0.228497
658,0.322550,0.161275
659,0.286022,0.143011
660,0.416914,0.208457
661,0.440452,0.220226
662,0.327685,0.163843
663,0.272797,0.136399
664,0.315056,0.157528
665,0.066267,0.033134
666,0.470765,0.235382
667,0.299790,0.149895
668,0.496650,0.248325
669,0.443542,0.221771
670,0.297703,0.148851
671,0.312005,0.156002
672,0.400889,0.200444
673,0.336378,0.168189
674,0.258041,0.129021
675,0.397862,0.198931
676,0.110401,0.055200
677,0.270921,0.135461
678,0.247175,0.123588
679,0.430462,0.215231
680,0.472278,0.236139
681,0.438809,0.219405
682,0.296854,0.148427
683,0.320818,0.160409
684,0.351807,0.175903
685,0.278340,0.139170
686,0.313403,0.156701
687,0.488706,0.244353
688,0.307768,0.153884
689,0.421609,0.210805
690,0.325146,0.162573
691,0.408717,0.204358
692,0.480290,0.240145
693,0.340248,0.170124
694,0.310985,0.155493
695,0.403696,0.201848
696,0.196689,0.098345
697,0.257999,0.128999
698,0.443987,0.221994
699,0.287739,0.143870
700,0.426973,0.213486
701,0.304846,0.152423
702,0.355982,0.177991
703,0.479992,0.239996
704,0.489452,0.244726
705,0.300759,0.150379
706,0.258296,0.129148
707,0.277570,0.138785
708,0.403891,0.201946
709,0.522461,0.261230
710,0.324932,0.162466
711,0.307180,0.153590
712,0.327790,0.163895
713,0.451055,0.225527
714,0.306961,0.153480
715,0.317241,0.158620
716,0.278479,0.139239
717,0.404386,0.202193
718,0.353432,0.176716
719,0.408186,0.204093
720,0.445374,0.222687
721,0.308917,0.154458
722,0.433983,0.216992
723,0.448250,0.224125
724,0.303348,0.151674
725,0.250892,0.125446
726,0.247719,0.123859
727,0.396015,0.198008
728,0.110117,0.055059
729,0.053692,0.026846
730,0.397881,0.198940
731,0.305132,0.152566
732,0.441035,0.220518
733,0.469493,0.234746
734,0.500504,0.250252
735,0.299541,0.149771
736,0.334545,0.167272
737,0.402199,0.201099
738,0.332199,0.166100
739,0.322712,0.161356
740,0.257744,0.128872
741,0.440635,0.220317
742,0.467540,0.233770
743,0.300490,0.150245
744,0.250692,0.125346
745,0.249798,0.124899
746,0.423264,0.211632
747,0.489105,0.244553
748,0.442087,0.221044
749,0.145740,0.072870
750,0.127114,0.063557
751,0.400572,0.200286
752,0.440010,0.220005
753,0.459479,0.229740
754,0.307475,0.153737
755,0.251675,0.125837
756,0.409143,0.204571
757,0.523905,0.261952
758,0.473013,0.236507
759,0.110730,0.055365
760,0.287268,0.143634
761,0.346540,0.173270
762,0.403758,0.201879
763,0.311452,0.155726
764,0.293892,0.146946
765,0.423039,0.211519
766,0.448865,0.224433
767,0.315933,0.157967
768,0.322161,0.161080
769,0.267066,0.133533
770,0.252839,0.126419
771,0.057145,0.028573
772,0.065682,0.032841
773,0.309526,0.154763
774,0.249785,0.124893
775,0.083910,0.041955
776,0.410255,0.205127
777,0.306759,0.153380
778,0.314534,0.157267
779,0.249514,0.124757
780,0.426302,0.213151
781,0.440088,0.220044
782,0.311734,0.155867
783,0.293615,0.146808
784,0.324933,0.162467
785,0.405322,0.202661
786,0.308863,0.154431
787,0.324387,0.162193
788,0.497174,0.248587
789,0.462846,0.231423
790,0.303345,0.151672
791,0.422052,0.211026
792,0.301385,0.150693
793,0.262436,0.131218
794,0.396915,0.198458
795,0.352451,0.176226
796,0.317093,0.158547
797,0.403790,0.201895
798,0.304266,0.152133
799,0.411545,0.205772
800,0.317179,0.158589
801,0.261490,0.130745
802,0.062829,0.031414
803,0.267741,0.133871
804,0.297814,0.148907
805,0.366086,0.183043
806,0.280351,0.140176
807,0.251534,0.125767
808,0.283166,0.141583
809,0.419440,0.209720
810,0.437822,0.218911
811,0.309229,0.154614
812,0.256697,0.128349
813,0.440978,0.220489
814,0.460566,0.230283
815,0.403727,0.201864
816,0.423946,0.211973
817,0.364820,0.182410
818,0.310517,0.155258
819,0.479590,0.239795
820,0.302972,0.151486
821,0.288528,0.144264
822,0.059595,0.029798
823,0.398602,0.199301
824,0.483984,0.241992
825,0.317951,0.158975
826,0.443620,0.221810
827,0.312327,0.156164
828,0.415007,0.207504
829,0.314738,0.157369
830,0.404395,0.202198
831,0.496432,0.248216
832,0.317420,0.158710
833,0.423385,0.211693
834,0.618419,0.309210
835,0.447598,0.223799
836,0.309508,0.154754
837,0.466483,0.233241
838,0.459665,0.229832
839,0.299723,0.149862
840,0.270715,0.135357
841,0.248662,0.124331
842,0.419272,0.209636
843,0.471951,0.235976
844,0.324976,0.162488
845,0.438710,0.219355
846,0.304650,0.152325
847,0.525009,0.262504
848,0.513145,0.256572
849,0.305991,0.152996
850,0.318588,0.159294
851,0.249567,0.124784
852,0.402032,0.201016
853,0.110322,0.055161
854,0.420483,0.210241
855,0.306856,0.153428
856,0.353578,0.176789
857,0.405280,0.202640
858,0.311479,0.155740
859,0.315125,0.157562
860,0.273381,0.136690
861,0.423495,0.211748
862,0.445759,0.222880
863,0.458269,0.229134
864,0.344418,0.172209
865,0.278414,0.139207
866,0.270112,0.135056
867,0.059786,0.029893
868,0.056229,0.028115
869,0.276663,0.138331
870,0.249176,0.124588
871,0.432452,0.216226
872,0.482285,0.241143
873,0.490464,0.245232
874,0.158741,0.079370
875,0.182173,0.091087
876,0.185323,0.092661
877,0.186992,0.093496
878,0.078516,0.039258
879,0.073741,0.036871
880,0.207615,0.103807
881,0.076317,0.038158
882,0.184563,0.092282
883,0.088047,0.044024
884,0.370917,0.185458
885,0.257000,0.128500
886,0.399639,0.199820
887,0.448102,0.224051
888,0.251802,0.125901
889,0.177135,0.088567
890,0.393670,0.196835
891,0.437541,0.218771
892,0.441013,0.220506
893,0.439415,0.219708
894,0.303311,0.151655
895,0.298587,0.149293
896,0.327911,0.163956
897,0.246389,0.123194
898,0.239269,0.119635
899,0.168103,0.084052
900,0.209497,0.104748
901,0.240569,0.120285
902,0.232924,0.116462
903,0.240393,0.120196
904,0.231066,0.115533
905,0.229951,0.114975
906,0.235077,0.117539
907,0.242060,0.121030
908,0.250439,0.125220
909,0.044982,0.022491
910,0.035098,0.017549
911,0.038972,0.019486
912,0.052435,0.026218
913,0.311036,0.155518
914,0.322449,0.161224
915,0.411847,0.205924
916,0.297871,0.148935
917,0.411586,0.205793
918,0.493210,0.246605
919,0.157583,0.078792
920,0.184651,0.092326
921,0.064202,0.032101
922,0.185134,0.092567
923,0.064515,0.032258
924,0.065743,0.032871
925,0.046212,0.023106
926,0.081403,0.040702
927,0.206978,0.103489
928,0.323911,0.161956
929,0.445138,0.222569
930,0.322279,0.161139
931,0.435290,0.217645
932,0.466967,0.233484
933,0.327364,0.163682
934,0.404394,0.202197
935,0.454281,0.227140
936,0.307473,0.153736
937,0.490214,0.245107
938,0.299051,0.149526
939,0.397908,0.198954
940,0.120128,0.060064
941,0.454508,0.227254
942,0.181974,0.090987
943,0.138912,0.069456
944,0.264390,0.132195
945,0.404463,0.202232
946,0.444557,0.222278
947,0.293936,0.146968
948,0.420690,0.210345
949,0.450477,0.225239
950,0.466911,0.233456
951,0.447499,0.223749
952,0.304933,0.152467
953,0.451927,0.225964
954,0.444605,0.222302
955,0.332587,0.166294
956,0.429507,0.214754
957,0.296046,0.148023
958,0.455914,0.227957
959,0.495864,0.247932
960,0.449551,0.224775
961,0.502905,0.251453
962,0.115901,0.057951
963,0.259211,0.129606
964,0.065500,0.032750
965,0.451161,0.225580
966,0.307263,0.153632
967,0.354427,0.177213
968,0.403841,0.201921
969,0.307349,0.153674
970,0.321786,0.160893
971,0.279321,0.139660
972,0.397632,0.198816
973,0.309779,0.154890
974,0.321932,0.160966
975,0.405978,0.202989
976,0.299526,0.149763
977,0.419550,0.209775
978,0.342804,0.171402
979,0.110546,0.055273
980,0.410298,0.205149
981,0.134248,0.067124
982,0.268613,0.134306
983,0.405936,0.202968
984,0.483078,0.241539
985,0.475258,0.237629
986,0.311547,0.155774
987,0.397893,0.198946
988,0.488173,0.244087
989,0.458942,0.229471
990,0.482317,0.241158
991,0.484991,0.242496
992,0.307067,0.153533
993,0.334963,0.167482
994,0.405832,0.202916
995,0.337636,0.168818
996,0.062843,0.031421
997,0.428101,0.214051
998,0.470488,0.235244
999,0.308892,0.154446
1000,0.134185,0.067092
