sample,round_trip_ms,estimated_one_way_ms
422,0.099183,0.049591
423,0.046951,0.023475
424,0.218090,0.109045
425,0.246260,0.123130
426,0.249945,0.124973
427,0.255000,0.127500
428,0.245229,0.122615
429,0.247716,0.123858
430,0.265578,0.132789
431,0.436080,0.218040
432,0.464239,0.232120
433,0.308905,0.154452
434,0.324502,0.162251
435,0.251339,0.125669
436,0.076772,0.038386
437,0.253969,0.126985
438,0.289860,0.144930
439,0.248302,0.124151
440,0.261095,0.130548
441,0.247397,0.123699
442,0.247367,0.123684
443,0.246692,0.123346
444,0.440790,0.220395
445,0.305005,0.152503
446,0.338780,0.169390
447,0.266938,0.133469
448,0.327159,0.163579
449,0.417886,0.208943
450,0.088213,0.044106
451,0.238711,0.119356
452,0.243508,0.121754
453,0.247531,0.123766
454,0.310392,0.155196
455,0.248925,0.124463
456,0.255326,0.127663
457,0.246296,0.123148
458,0.122578,0.061289
459,0.327592,0.163796
460,0.260665,0.130332
461,0.410853,0.205427
462,0.497078,0.248539
463,0.465725,0.232863
464,0.071901,0.035951
465,0.266115,0.133057
466,0.381581,0.190791
467,0.292523,0.146261
468,0.251348,0.125674
469,0.247361,0.123680
470,0.262548,0.131274
471,0.251579,0.125789
472,0.246287,0.123144
473,0.468686,0.234343
474,0.455345,0.227672
475,0.474673,0.237337
476,0.119865,0.059932
477,0.321048,0.160524
478,0.068952,0.034476
479,0.306330,0.153165
480,0.488505,0.244253
481,0.296232,0.148116
482,0.260084,0.130042
483,0.256738,0.128369
484,0.252052,0.126026
485,0.246275,0.123137
486,0.256541,0.128271
487,0.425066,0.212533
488,0.519295,0.259647
489,0.329463,0.164732
490,0.280371,0.140185
491,0.285146,0.142573
492,0.067787,0.033894
493,0.343631,0.171816
494,0.430420,0.215210
495,0.341057,0.170528
496,0.074361,0.037180
497,0.258977,0.129489
498,0.247097,0.123549
499,0.246894,0.123447
500,0.407892,0.203946
501,0.540236,0.270118
502,0.301910,0.150955
503,0.338341,0.169171
504,0.269896,0.134948
505,0.122172,0.061086
506,0.045597,0.022798
507,0.280959,0.140480
508,0.393909,0.196955
509,0.320894,0.160447
510,0.248484,0.124242
511,0.249320,0.124660
512,0.267954,0.133977
513,0.251242,0.125621
514,0.394339,0.197169
515,0.457565,0.228782
516,0.436253,0.218127
517,0.435341,0.217670
518,0.300009,0.150005
519,0.108102,0.054051
520,0.127018,0.063509
521,0.337812,0.168906
522,0.406665,0.203332
523,0.303654,0.151827
524,0.440354,0.220177
525,0.334504,0.167252
526,0.105177,0.052589
527,0.140973,0.070486
528,0.254901,0.127450
529,0.388629,0.194315
530,0.479637,0.239818
531,0.495128,0.247564
532,0.302495,0.151248
533,0.495797,0.247898
534,0.356380,0.178190
535,0.319925,0.159963
536,0.492774,0.246387
537,0.307143,0.153571
538,0.475504,0.237752
539,0.452457,0.226228
540,0.145385,0.072692
541,0.321491,0.160746
542,0.280540,0.140270
543,0.392686,0.196343
544,0.439051,0.219526
545,0.457388,0.228694
546,0.457979,0.228990
547,0.311421,0.155711
548,0.337749,0.168875
549,0.423192,0.211596
550,0.438202,0.219101
551,0.471607,0.235803
552,0.479613,0.239807
553,0.447513,0.223756
554,0.140379,0.070190
555,0.317421,0.158711
556,0.424362,0.212181
557,0.444358,0.222179
558,0.468098,0.234049
559,0.195641,0.097821
560,0.063011,0.031505
561,0.407874,0.203937
562,0.317068,0.158534
563,0.401325,0.200662
564,0.436629,0.218314
565,0.117909,0.058954
566,0.412708,0.206354
567,0.450029,0.225015
568,0.510790,0.255395
569,0.461985,0.230992
570,0.125187,0.062593
571,0.318368,0.159184
572,0.316335,0.158167
573,0.258866,0.129433
574,0.404553,0.202276
575,0.457962,0.228981
576,0.301211,0.150606
577,0.317356,0.158678
578,0.336641,0.168321
579,0.108386,0.054193
580,0.130786,0.065393
581,0.125099,0.062549
582,0.106931,0.053465
583,0.443102,0.221551
584,0.438036,0.219018
585,0.439685,0.219842
586,0.317287,0.158643
587,0.480718,0.240359
588,0.134646,0.067323
589,0.398702,0.199351
590,0.115723,0.057862
591,0.344515,0.172258
592,0.291494,0.145747
593,0.073815,0.036908
594,0.097674,0.048837
595,0.107333,0.053666
596,0.064428,0.032214
597,0.105155,0.052577
598,0.506698,0.253349
599,0.458659,0.229329
600,0.330622,0.165311
601,0.251312,0.125656
602,0.287697,0.143848
603,0.125980,0.062990
604,0.258616,0.129308
605,0.317464,0.158732
606,0.261332,0.130666
607,0.330848,0.165424
608,0.334181,0.167091
609,0.436782,0.218391
610,0.481222,0.240611
611,0.470141,0.235070
612,0.303620,0.151810
613,0.274362,0.137181
614,0.094946,0.047473
615,0.316939,0.158470
616,0.412624,0.206312
617,0.136478,0.068239
618,0.317240,0.158620
619,0.271067,0.135534
620,0.415647,0.207823
621,0.479226,0.239613
622,0.457411,0.228706
623,0.341844,0.170922
624,0.400322,0.200161
625,0.316455,0.158227
626,0.406835,0.203418
627,0.388473,0.194237
628,0.420485,0.210242
629,0.492742,0.246371
630,0.261856,0.130928
631,0.262265,0.131133
632,0.255848,0.127924
633,0.247807,0.123903
634,0.296042,0.148021
635,0.064208,0.032104
636,0.059473,0.029736
637,0.262313,0.131157
638,0.264939,0.132469
639,0.305085,0.152542
640,0.414428,0.207214
641,0.315891,0.157945
642,0.328557,0.164278
643,0.423832,0.211916
644,0.259409,0.129705
645,0.237898,0.118949
646,0.274116,0.137058
647,0.260763,0.130382
648,0.246014,0.123007
649,0.251378,0.125689
650,0.074095,0.037047
651,0.099948,0.049974
652,0.136485,0.068242
653,0.425093,0.212546
654,0.463407,0.231704
655,0.472851,0.236426
656,0.160071,0.080035
657,0.332055,0.166027
658,0.296548,0.148274
659,0.067141,0.033571
660,0.050494,0.025247
661,0.061004,0.030502
662,0.050169,0.025084
663,0.249557,0.124779
664,0.100619,0.050310
665,0.042215,0.021108
666,0.244281,0.122140
667,0.243545,0.121773
668,0.249051,0.124525
669,0.057779,0.028889
670,0.269809,0.134905
671,0.409455,0.204728
672,0.086174,0.043087
673,0.258715,0.129357
674,0.248573,0.124286
675,0.255473,0.127737
676,0.054322,0.027161
677,0.298155,0.149078
678,0.254161,0.127081
679,0.246816,0.123408
680,0.452246,0.226123
681,0.439650,0.219825
682,0.525821,0.262910
683,0.463964,0.231982
684,0.298188,0.149094
685,0.421093,0.210546
686,0.126677,0.063339
687,0.315375,0.157688
688,0.401598,0.200799
689,0.323246,0.161623
690,0.121376,0.060688
691,0.430496,0.215248
692,0.437892,0.218946
693,0.302434,0.151217
694,0.394493,0.197246
695,0.500321,0.250161
696,0.307454,0.153727
697,0.436772,0.218386
698,0.345441,0.172720
699,0.297937,0.148969
700,0.108555,0.054277
701,0.317506,0.158753
702,0.278624,0.139312
703,0.315671,0.157835
704,0.395306,0.197653
705,0.439754,0.219877
706,0.451645,0.225823
707,0.297985,0.148992
708,0.420274,0.210137
709,0.300237,0.150118
710,0.313338,0.156669
711,0.405244,0.202622
712,0.111202,0.055601
713,0.083359,0.041680
714,0.124765,0.062383
715,0.403010,0.201505
716,0.437765,0.218883
717,0.110172,0.055086
718,0.401149,0.200574
719,0.441247,0.220624
720,0.324519,0.162260
721,0.061954,0.030977
722,0.256351,0.128175
723,0.391175,0.195587
724,0.121057,0.060528
725,0.125540,0.062770
726,0.057350,0.028675
727,0.293091,0.146545
728,0.501920,0.250960
729,0.300169,0.150085
730,0.326697,0.163349
731,0.260522,0.130261
732,0.389969,0.194985
733,0.438154,0.219077
734,0.455817,0.227909
735,0.293957,0.146979
736,0.258641,0.129321
737,0.425057,0.212529
738,0.451119,0.225559
739,0.375768,0.187884
740,0.319742,0.159871
741,0.143707,0.071854
742,0.366889,0.183445
743,0.254272,0.127136
744,0.082248,0.041124
745,0.266432,0.133216
746,0.062901,0.031450
747,0.249421,0.124711
748,0.412003,0.206002
749,0.477279,0.238640
750,0.139250,0.069625
751,0.400026,0.200013
752,0.460096,0.230048
753,0.303260,0.151630
754,0.165617,0.082808
755,0.332594,0.166297
756,0.438563,0.219281
757,0.522625,0.261313
758,0.485963,0.242981
759,0.125441,0.062720
760,0.323311,0.161656
761,0.080480,0.040240
762,0.057166,0.028583
763,0.332514,0.166257
764,0.246186,0.123093
765,0.056935,0.028467
766,0.324832,0.162416
767,0.244737,0.122369
768,0.059848,0.029924
769,0.069752,0.034876
770,0.141438,0.070719
771,0.418379,0.209190
772,0.339343,0.169672
773,0.059349,0.029674
774,0.059826,0.029913
775,0.047967,0.023984
776,0.052067,0.026034
777,0.266592,0.133296
778,0.259079,0.129540
779,0.324601,0.162300
780,0.214987,0.107494
781,0.091664,0.045832
782,0.344745,0.172373
783,0.070022,0.035011
784,0.419448,0.209724
785,0.464717,0.232358
786,0.352592,0.176296
787,0.311392,0.155696
788,0.445142,0.222571
789,0.322915,0.161458
790,0.431898,0.215949
791,0.453402,0.226701
792,0.305586,0.152793
793,0.324894,0.162447
794,0.412134,0.206067
795,0.501783,0.250891
796,0.376343,0.188171
797,0.114966,0.057483
798,0.282930,0.141465
799,0.341509,0.170755
800,0.445038,0.222519
801,0.476118,0.238059
802,0.456488,0.228244
803,0.460740,0.230370
804,0.488505,0.244253
805,0.327710,0.163855
806,0.418836,0.209418
807,0.266274,0.133137
808,0.292795,0.146398
809,0.405322,0.202661
810,0.328051,0.164025
811,0.073830,0.036915
812,0.457021,0.228511
813,0.310374,0.155187
814,0.469090,0.234545
815,0.473414,0.236707
816,0.465476,0.232738
817,0.307395,0.153697
818,0.327263,0.163632
819,0.417597,0.208798
820,0.495934,0.247967
821,0.325727,0.162863
822,0.427799,0.213899
823,0.486153,0.243077
824,0.314620,0.157310
825,0.131642,0.065821
826,0.369090,0.184545
827,0.261015,0.130507
828,0.348239,0.174120
829,0.410276,0.205138
830,0.465655,0.232827
831,0.324056,0.162028
832,0.417627,0.208814
833,0.119261,0.059631
834,0.328315,0.164158
835,0.416161,0.208081
836,0.452698,0.226349
837,0.349399,0.174700
838,0.130651,0.065325
839,0.070018,0.035009
840,0.321973,0.160987
841,0.416298,0.208149
842,0.488890,0.244445
843,0.465859,0.232930
844,0.376719,0.188360
845,0.328160,0.164080
846,0.418365,0.209182
847,0.441191,0.220595
848,0.518788,0.259394
849,0.476515,0.238258
850,0.310401,0.155200
851,0.291475,0.145737
852,0.063932,0.031966
853,0.409900,0.204950
854,0.326417,0.163209
855,0.410138,0.205069
856,0.456252,0.228126
857,0.308637,0.154318
858,0.328510,0.164255
859,0.492748,0.246374
860,0.325259,0.162630
861,0.257113,0.128556
862,0.425841,0.212921
863,0.465802,0.232901
864,0.306409,0.153204
865,0.341236,0.170618
866,0.068315,0.034158
867,0.414343,0.207172
868,0.451776,0.225888
869,0.484348,0.242174
870,0.306588,0.153294
871,0.328820,0.164410
872,0.416366,0.208183
873,0.547529,0.273765
874,0.328653,0.164326
875,0.416255,0.208127
876,0.328150,0.164075
877,0.489249,0.244624
878,0.327697,0.163849
879,0.071485,0.035743
880,0.078290,0.039145
881,0.322078,0.161039
882,0.421047,0.210524
883,0.462008,0.231004
884,0.476557,0.238279
885,0.326236,0.163118
886,0.341863,0.170931
887,0.471505,0.235753
888,0.496827,0.248414
889,0.451173,0.225586
890,0.322101,0.161051
891,0.324974,0.162487
892,0.515488,0.257744
893,0.115962,0.057981
894,0.452986,0.226493
895,0.484844,0.242422
896,0.464263,0.232131
897,0.454193,0.227097
898,0.463406,0.231703
899,0.455458,0.227729
900,0.347734,0.173867
901,0.318837,0.159418
902,0.456663,0.228331
903,0.303512,0.151756
904,0.416832,0.208416
905,0.479139,0.239569
906,0.227736,0.113868
907,0.068352,0.034176
908,0.046134,0.023067
909,0.057933,0.028966
910,0.133748,0.066874
911,0.049636,0.024818
912,0.050875,0.025437
913,0.089786,0.044893
914,0.251582,0.125791
915,0.247197,0.123599
916,0.279264,0.139632
917,0.390094,0.195047
918,0.453741,0.226871
919,0.329103,0.164551
920,0.399263,0.199631
921,0.066763,0.033382
922,0.233127,0.116564
923,0.245503,0.122751
924,0.249799,0.124899
925,0.254414,0.127207
926,0.250399,0.125199
927,0.257306,0.128653
928,0.249951,0.124976
929,0.058465,0.029233
930,0.427021,0.213510
931,0.452190,0.226095
932,0.334285,0.167142
933,0.404878,0.202439
934,0.335724,0.167862
935,0.276760,0.138380
936,0.292380,0.146190
937,0.402228,0.201114
938,0.315556,0.157778
939,0.263787,0.131893
940,0.244097,0.122049
941,0.247970,0.123985
942,0.245212,0.122606
943,0.247384,0.123692
944,0.406409,0.203205
945,0.483678,0.241839
946,0.324693,0.162347
947,0.403154,0.201577
948,0.316445,0.158222
949,0.262004,0.131002
950,0.433986,0.216993
951,0.470667,0.235334
952,0.466535,0.233267
953,0.306442,0.153221
954,0.415754,0.207877
955,0.364118,0.182059
956,0.282354,0.141177
957,0.440237,0.220118
958,0.303493,0.151747
959,0.252580,0.126290
960,0.402772,0.201386
961,0.458424,0.229212
962,0.120646,0.060323
963,0.042308,0.021154
964,0.060495,0.030248
965,0.132818,0.066409
966,0.054223,0.027112
967,0.103983,0.051992
968,0.057699,0.028850
969,0.054365,0.027182
970,0.217508,0.108754
971,0.107879,0.053940
972,0.065027,0.032514
973,0.141349,0.070675
974,0.062327,0.031164
975,0.142853,0.071427
976,0.141979,0.070989
977,0.255723,0.127861
978,0.464835,0.232417
979,0.115336,0.057668
980,0.284795,0.142398
981,0.266182,0.133091
982,0.052987,0.026493
983,0.371471,0.185735
984,0.124222,0.062111
985,0.250604,0.125302
986,0.050431,0.025215
987,0.113882,0.056941
988,0.090768,0.045384
989,0.290928,0.145464
990,0.301623,0.150811
991,0.526582,0.263291
992,0.452488,0.226244
993,0.465346,0.232673
994,0.194439,0.097220
995,0.281735,0.140868
996,0.479875,0.239937
997,0.524557,0.262279
998,0.322641,0.161321
999,0.407975,0.203987
1000,0.118375,0.059187
